q1,epsilon,r,Ef
4.731340281299865,2.849644467765882,4.756106507012978,0.0058409097742075
1.0024272531284093,4.921522206450716,4.4496495861014544,0.000818638056022
3.926285189774561,2.8082124440118306,1.780176961483091,0.0351087741383078
1.1549319974879446,1.8347958918624452,2.972939810754385,0.0056674351213793
2.510367769287209,4.787460437827645,4.145390883839447,0.0024282383411422
2.976454073091733,2.726944476406812,2.0662297122399007,0.0203449122788822
4.557928524042913,1.7926298386666852,1.8261281618135212,0.0606742640528354
2.7937986207284324,1.9413889419722443,3.2388872993690048,0.0109164394434859
1.993036226022912,1.3132508134797185,2.9810692031896693,0.0135898146728946
2.969070072142372,4.257546811221614,4.061211796256785,0.0033646498396801
2.250643000889986,1.5400190956984163,1.0793148406637023,0.0998330512537736
3.315376260090209,1.8481420952311547,2.7046027507393045,0.0195155425442938
4.983162340644973,3.527604962058994,4.207751383478402,0.0063491426394214
4.264675686097576,2.732348971951619,4.073895358434815,0.0074837667111393
3.172777541467665,1.7034299853406023,1.108527803152375,0.1206180465041136
3.250343292506173,2.719821367233888,2.9007975315287187,0.011301709831431
2.4944586860833384,3.9055356428347694,1.238033019101267,0.0331605244333609
3.8750677992219176,1.4491916712414006,2.4434802515944973,0.0356390357513385
1.1126787600206027,1.3443468810327834,1.348567768436136,0.0362162132533776
2.346873521106993,1.8364119171961288,2.987215039093295,0.0113966377582775
1.2045814441391225,1.236194106904084,3.3900227396921867,0.0067473682484552
3.976020129863958,2.454673573283248,4.687032658945274,0.0058674446857269
2.07174445833103,2.6900913787783214,2.1773295642340016,0.0129273929478012
1.1355974770389272,1.7197129686531798,3.0667036811939186,0.0055874668508126
1.7912958454843508,2.3599306236899915,1.0838880149530556,0.051414946762156
1.32338882188006,2.4854631604899287,3.4323205233225296,0.0035966203170792
2.6816674445226973,4.332003740726522,2.4008286302695288,0.0085464136640096
1.804136686106124,1.7768453153740058,4.129252084960948,0.0047387866752266
3.69737481034544,2.6098217564685564,2.390449527219752,0.0197293878410081
1.6234157846448678,1.336654680651157,4.446618740863434,0.0048881090790738
3.2500501373667223,2.17534568851109,2.0367928054871824,0.0286588138002062
4.21041535752598,4.057646905953175,4.468892451103476,0.0041346715786258
4.578642916513121,4.342915851158912,2.5072610596059066,0.0133458544711238
4.49933592635078,2.8856473656965003,1.94278161565405,0.0328736045920793
1.0252655218032931,1.3030089686588364,2.427316118617561,0.0106273847581422
4.32210267051266,3.652303945696452,3.1959998560750345,0.0092194454831863
4.140782721558736,4.472883434279475,4.707812515401294,0.0033238902825888
4.058324360898146,2.520404953834715,4.748325378748547,0.0056831042639081
3.8354710998380535,1.087602043337747,2.063709586684725,0.0658933629032899
1.087485073321549,4.227818568882615,1.0927817027226912,0.0171407677065384
2.895960223987818,2.7431064594207397,2.981842143847292,0.0094486718996382
1.2729534181078537,4.241262727646232,4.685986882914806,0.0010876904976818
4.161269363185493,4.57740020704534,4.420404686917951,0.0037023120338059
3.4302964831993363,2.050338015073161,1.6074437075289527,0.0515258048384026
1.620936680397628,1.274464022468491,1.814198433897196,0.0307509849411245
1.3500506368448364,2.894184113399448,2.247024531735139,0.0073518800229743
1.2702080007274943,2.1291877146407545,3.187353387538201,0.0046729441877785
3.0570440556120526,3.61721319715598,2.963114612462574,0.0076598598998678
3.556660935063693,3.644889792981769,1.5349575808716995,0.0329575897276853
1.126275692045268,3.0650084933617365,3.2931034348350505,0.0026964503056416
1.7395481893636506,4.493881070728311,4.928910722320834,0.0012679529012373
4.065787342759775,3.900175598673048,4.194906026492797,0.0047141800116075
2.119773615568033,3.302586885625592,1.623257523712491,0.0193843176196824
3.1223265826040087,3.019141997408716,2.5446934897768774,0.0127090756742331
3.36098624284467,3.286003614533307,4.591784305783632,0.0038603428301193
1.832010627496051,1.1638087294221968,3.314448655859693,0.0114028634267923
