epsilon,p_d,r,x,y,z,Ef
2.405056988952897,2.269797495400802,1.151449634924108,2.694712095357826,2.9252798787102687,1.009678536238222,0.4470101738845847
2.251426595643858,2.3158766621477875,1.7065993642942503,2.2482517713255183,2.2018435968420147,1.8115493074528888,0.0967028384211586
1.0264979059727315,1.8090058860612384,2.007445825287588,1.4102033581749711,1.7083361444327945,1.1277055662163982,0.0322390093096146
2.085102393093753,2.4195130984256243,1.2104283702891625,2.133295782656826,2.8245631507406337,1.964112974637713,0.7412130370765414
1.0640710830330362,2.0435184276562777,1.100138349398712,2.2727842051798683,2.2765142062422754,1.6986297527737668,1.5545728864897772
2.3437958894101483,1.245948632638807,1.9084996316267104,2.643732644814073,2.1073985917277067,2.6373061678536063,0.0446913603102913
2.1663218691046,2.384129883020836,2.929164965228616,2.696100459658825,1.1736075477371537,1.946046931907428,0.0069721694432961
2.166649363450229,2.51667603862767,1.191211012851889,1.8473121764833824,1.359229969281722,2.261007800080187,0.5995209002301123
2.895500496256092,2.0444753917073206,2.6681324976414444,1.403495227762929,2.4191531022629054,2.570625515141452,0.0089625828615085
2.5804249800997043,2.419264911217865,2.042940574527791,1.5941340034069311,1.274388962825505,1.0955095103413768,0.0140626054657993
1.84253772361187,2.499975344514477,2.4250107459601207,2.6353003381016054,1.2747813084744293,1.0517967400179529,0.0118927273216267
1.768836155018095,2.710398622590225,2.3777808593350667,1.9384078807227851,2.425997435220192,2.448326294164773,0.0365906977667371
1.9707948547427048,1.6455550365085327,1.9855315627353676,2.571136510454437,1.4029733283496153,1.038235409300325,0.0196433036256794
1.1069656189530164,2.562383971783039,1.0864442904476197,2.941689790493128,2.5541938842767693,1.124526257746675,1.5993852828981514
1.7359115646185452,1.4636246989878137,2.157768946045122,2.851702390514844,2.0918421747591376,1.3654631643771942,0.0207808320983354
2.3876093281952557,1.5453585491736734,2.2119791222615364,1.7768346060279203,1.97921982812994,2.972816092107835,0.023072078510286
2.3695142468299544,2.005652350010548,1.961348909699524,2.357222324324394,1.0898348774867104,2.5637601641179595,0.0463529354997923
1.4283263148750536,1.7740813700468387,1.347880637029791,2.777275822756361,1.5946034582734767,1.396334680791531,0.2980432533164832
1.6874449293815277,1.2569853091141217,1.6389309538896193,2.5081724991009096,1.672413553863979,1.48746160879491,0.0674351215614181
1.031530210300447,1.139500320228272,2.7587704305010874,2.8854525012501844,2.799156820384682,1.2385328260461923,0.0082169238284822
2.051551033262517,2.025645485548206,1.1976471527915724,1.698829549416191,2.612214021951855,1.7361486980809906,0.5175323956236741
1.3685903420354106,1.676720985957633,2.638529635902403,2.663496127253901,1.5559713051645538,2.256581080336583,0.0159202568932768
2.9587990325506217,2.4580828216878485,1.9719608659959744,1.4054791721896516,1.4100554004808894,2.5744921486544547,0.0340909407882702
2.524427641750555,1.4013152333841072,1.9950601380634396,2.47371419245521,2.084421543514072,1.154302937147487,0.0156557751128876
1.768480722192339,2.646699467611745,2.916512266951562,2.027353261224131,2.864234897917604,2.4979238081049955,0.0148414203212398
1.1433591888152146,1.310525011083444,2.622947036046102,1.2189696279754434,1.5078440691092991,2.299440239803007,0.0098268079534423
1.0544855283440482,1.1458322173741622,2.53515826546898,1.192856011594525,2.091495764832098,1.2439611403599866,0.0074196704312651
2.6203752647514227,2.872514782622763,1.4093100530823215,1.922099978784152,2.2932492381277467,1.5006909580766918,0.2113801231614951
2.627399218243728,1.8770034482789708,2.197945210608925,2.558919676450192,1.4591757296187535,2.429591282658304,0.0237952735745593
1.2650266919290332,2.7859076863959,1.2874928172176354,2.1024033373667783,1.934830847117926,1.639924031251577,0.696339136649084
2.1455230547422883,1.82504172563132,2.0148409473764075,1.347565304780367,2.380787913102464,2.6682823198808845,0.044642473269074
1.140265175519687,1.0046793673647834,2.304096375519828,1.1144223562869162,1.4881067882119186,2.814941363933704,0.0169516156836971
