n_0,kb,T,mom,B,n
2.522069848543224,1.5292265174719906,1.1461847748200789,1.3727157480008725,1.924844404880239,0.5324440846084056
2.5007201171676194,1.3915677532595394,2.0218477005413336,1.0607541541398953,2.51593927277444,0.8421990976910289
1.8614504447007032,1.2145375348158252,2.397070061282913,2.8774699851421106,2.9943367574097746,0.0962469509012373
1.7007369568357416,2.820289090695744,2.848052817916174,2.597147958164893,1.856830536358972,0.7171819266561941
2.4816876328095887,2.3965726123502877,2.818346219322527,2.7089847851507827,2.795373396268936,0.7311404036448372
1.506037323950537,1.380138478674005,2.7287562884089227,2.372370255423764,2.197632490036242,0.354965834234108
1.8618591035078764,2.567052783784765,1.2732605029784128,1.1204476060324031,1.3659406043173312,0.8374353985373771
1.5105738347163713,1.733961725992844,1.233938227367101,1.7362013898880315,1.049924279458769,0.5451686941488821
1.1983399548577467,1.9441994129409317,1.4076954122275092,1.1057051358857868,2.307214133876076,0.4084832040281144
2.714041474764449,2.027631672188748,2.3948120162455355,2.967803970789467,2.814450309279773,0.4708241800020633
2.530058451906465,2.571248452857237,1.9000744359570665,2.237224137844492,2.410944589181055,0.7557291256243712
1.9916442416462048,2.00667167360905,1.883546026521464,1.947276301791238,2.6396469863501397,0.4796081903633806
2.400692258096797,2.8935728613695577,2.0034828042078803,2.910418255229998,2.0987210487193444,0.746315673203802
1.7947454199707726,2.383912146626036,1.5305035959941338,2.6347952183015018,1.686642019362966,0.4882036158027777
2.0427792550005126,1.9395043425903664,1.8252203364947392,1.0357344241929527,2.701396094819833,0.7685719855541269
1.048103105386914,1.955396550408054,1.6057152465295048,2.646275946884791,2.388784142744986,0.1375185481384187
2.600414604968753,2.187657809745649,1.4275355010820905,2.405451406051401,1.3410099774338018,0.8215647851051265
1.2227084778489212,2.7922954908612443,2.2376380043348387,1.858506062809812,1.9012212888061184,0.5251228464848493
2.379795705770789,1.5966147993188051,1.3794030267273534,1.379145043064944,2.9936635521671784,0.3566848286600056
2.4387231782138565,1.266554495773898,1.179888533331023,2.3233462974378547,2.7065331579782117,0.0362753108326075
1.7191939490186017,2.557063282744725,2.5010766876248143,2.664687691270661,2.4275488637297267,0.5522123722470592
1.3236672770381368,1.174557896413302,1.522934996858158,1.281165785712874,2.45408236653414,0.2216683237901937
2.780526813434471,1.0083441161984152,2.995265517563059,1.9440609457048528,2.9656489821737138,0.4033270249804696
2.59773608720383,2.049919495431783,2.6086336498336893,2.584481629294835,1.4698087321312674,1.0283153462678798
2.8017542633053347,1.5657684531706133,1.2202220144014615,1.385947320309422,2.4327653939843783,0.4660827237773162
2.1593901058147345,2.202706270226485,2.251443091586117,2.3993319720281,2.237819266988013,0.656099631261813
2.0382956930935032,2.335166952305617,2.031778826447617,2.910101619555011,2.8216059004193923,0.3501317693197404
2.3190651174831176,2.8709414043624992,2.773355196953501,1.4361258945313418,2.1695973757223648,1.0760811090258886
2.0494158834087512,1.0950796596762478,1.073746918071468,1.3242395268280711,2.443252036757249,0.1302730831440239
2.652048297015707,2.227211736565441,1.6863172044722023,2.246711291495988,2.3604383604045798,0.6099653756402085
1.1966763049676636,2.2639304288876563,1.8824092885166808,1.884160208563714,1.2048247980676907,0.5224477319434586
1.2085607300715484,1.2919425548652794,2.106808291173229,1.91329553772754,2.5518826846492297,0.1956044521252461
1.065844489601817,2.122929169130205,2.006351207607606,1.6781729794365996,2.0669382438105446,0.3946591227901377
1.4388215696168642,1.7038509821671357,1.1014335445956036,2.903394019644707,1.1518403499237913,0.2354846183887369
2.0557438173095437,2.2626761432467086,1.88745393085002,1.52311209633289,2.070444954060302,0.7997519946831242
1.3519479989076624,2.130455746233106,1.359509090113402,1.0980472174258509,2.6451135080836448,0.4371367464894743
2.363853879066223,1.182235818300816,2.510171690202615,2.7958466332383507,1.9410264776851551,0.3701458258500683
1.7062477633764632,2.4195822341498463,2.024227763437484,2.5653127131151656,1.627059133580492,0.6156884680820905
1.702962070782316,1.5726673129546995,1.898075241387838,1.8790507627578248,2.7056345060726423,0.3001650285668346
1.8082738675140533,2.5821912463407903,2.3282444297874623,1.5956850241143674,2.4910383024805487,0.7370785159218743
2.748141425024328,2.479612315457752,1.5114403068664184,2.9705436414850626,1.8627888173222784,0.5966553889926914
