Pwr,r,flux
4.555518192660479,1.6738036902611149,0.1293954124631271
1.5589249910115006,4.460086279839892,0.0062363263634115
2.656282984469623,2.808165660918257,0.0268051984937908
1.4393855366476225,3.0292235106149605,0.0124825878941968
2.309773969880025,4.111782191215252,0.0108717489792726
3.22385303703196,4.005960470726752,0.0159864506998342
4.290974263257936,2.6355995832296766,0.0491572054126365
3.205824885964957,1.9208615458341904,0.0691413423749281
1.9551689116042352,3.726852534489716,0.0112018564128355
4.2756775748920415,1.6829019656600273,0.1201371841868207
3.480371898894692,3.729197138407072,0.0199152198383039
2.6832747958523124,3.9860181735810025,0.0134393027773023
2.760729779970539,4.590919389778209,0.0104235271406037
4.386173835364005,3.331290938071442,0.0314521869928398
4.488884061904795,3.931724677700496,0.0231079983501029
1.6184545946328557,2.3961923940981693,0.0224309302666837
4.145228108567888,4.668156627877458,0.0151372760824274
1.0521324515066586,3.200847780456999,0.0081720404817444
1.7303203443281938,4.459088663942774,0.006925074250328
3.6470145816311055,2.8794853177423687,0.0350024060693291
2.306369832024881,2.584682994120875,0.0274729005411482
2.371940634785579,1.9310005747830885,0.0506208164064684
1.79083415045881,1.079704914206396,0.1222461942180153
1.0933795872757202,2.132336390935196,0.0191359338100118
1.377743892380925,3.506932288222977,0.0089146412203764
1.7848667638247495,4.01787153014128,0.0087984029120609
2.824671937723547,3.370850293027503,0.0197824110404217
1.4560723924791916,4.131336522778941,0.006788783499329
1.874911362543488,1.2089941587316,0.1020757246876153
1.436739484953709,1.144224105452417,0.0873264846050206
3.4242330630447726,2.011008005233434,0.0673792005049822
1.558278175976468,1.7017728537425518,0.0428185484944184
3.982260266222802,4.61559728506189,0.0148752391994778
3.9150376005173726,2.6836249790833717,0.0432595923056965
2.3699675401554576,3.718946268465442,0.0136361800327398
2.549094871108702,2.406322658666293,0.0350322808650101
4.2979708592913255,3.667582426553444,0.0254269246671822
1.715252508230567,2.438066796570891,0.0229629139900814
3.4762351813330503,1.685653126339831,0.0973560322239742
1.7130036320249364,3.699906971591552,0.0099578782180095
1.2356837480094662,4.047224424954122,0.0060032011562616
2.607889112481543,3.8070353049195584,0.0143187612781431
1.244482975149408,2.2474351448569214,0.019606711555426
4.795476784051959,4.358316997053667,0.0200902017887085
2.8998719589835966,4.104891970266254,0.0136951090313809
2.165026423257768,1.1198683481545475,0.1373786983485887
1.0056388786426278,1.8490518126099404,0.0234063680386114
2.1163003914580507,3.8533756750235297,0.0113418720923461
1.6276663576032888,3.190152214836878,0.012727195408253
1.8618546703606051,3.439980698975832,0.0125205642972112
3.78647651225625,1.1697868400138502,0.2201972752348408
1.4377548442206658,1.1977984330429647,0.0797457403438864
4.848450631115876,1.5332766528648314,0.1641164326620221
2.5233966047364578,4.763617433938654,0.0088491569584796
4.353954733151395,4.776271371971005,0.0151878415441725
1.7688413521403468,1.938359602208735,0.0374636699450582
4.767359224105622,4.791750079579494,0.0165226497261301
2.99817380616616,4.56385526004417,0.0114546867323797
4.576269061600284,3.9801112256158793,0.0229885336050723
3.635396270989369,3.3920975574967542,0.0251423127891861
4.460895460117335,1.1672055331544526,0.2605658562120781
4.5717655649095015,3.1683716571762632,0.0362411398743322
1.9004093881897572,2.669408804305055,0.0212230172037504
1.2169000115817084,3.573077669465036,0.0075850791628528
3.52492234340803,1.5593518017766494,0.1153589984254202
3.9829878404144656,1.9567577801069551,0.0827799153621066
4.647968713781069,2.4191568641377184,0.0632011923959377
4.327769367749314,4.87756203442599,0.0144760022318811
2.7476362319141083,1.6731526718472578,0.0781048905280867
1.94053874172388,2.0678432961848263,0.0361141339900589
2.379805494297466,2.8487251475613853,0.023336219443139
3.33443071269328,3.257664174328876,0.0250034081287801
4.951840477167124,4.402855731037205,0.0203276826150276
2.6033215745531404,3.1755220821237717,0.0205441264400632
2.8830478841515377,1.656947708216852,0.0835649939709118
