kappa,T1,T2,A,d,Pwr
3.932783586509315,4.653478629151605,3.54586349553748,4.834495415993464,1.1528071036853291,-18.26768181399181
2.9733124246141784,1.5209568773523623,4.331516541869744,4.124970787347317,4.8682410918844425,7.080797172464062
3.277357253997687,4.934885448706526,2.5566875192193304,3.014517563939749,2.0615037147454167,-11.397391815126309
2.2267343282013776,2.395959621942428,4.918565981425349,4.961628155571141,4.398501211219458,6.336324173618775
1.35048514268294,2.2654571729366544,3.1065707616574563,3.2641852460249297,1.932870014376268,1.9183003621610613
3.574241988561063,1.5867894275749137,2.647017047315245,3.226393536574792,2.0468114762807885,5.973413261250199
4.618135979034355,4.526159868954235,3.356961230260518,3.948532512074068,2.754006272905215,-7.741512343962985
3.532004317026068,2.621361115215115,3.5595832745795666,1.2778892915725772,3.843911946288841,1.1016577959250824
1.799332367005761,4.641430961596065,2.335315314190173,4.689990035239866,1.6865014580640478,-11.539252425470837
3.4951009067919507,4.187969110177164,2.749414084146577,1.9033247153042023,3.8920524712086704,-2.458784110561307
4.3262097681382965,2.9254943844975827,4.89301823507015,1.5010663745112156,3.612402335235653,3.536969878175377
2.016116112124813,3.02043637937845,3.932389224013883,2.4386391934518863,3.6779483910838495,1.2190733610108777
2.4659588045013288,2.025323756692983,3.30092560564063,3.874785327172503,3.134267330788086,3.888772776294433
1.2535602181955818,1.7580808494751703,3.844773756162131,1.6027624639737903,1.8212102665235848,2.3020397269723976
4.023824483352932,3.4390814554543696,3.8217705143007374,1.7116186379438298,2.0564433954689765,1.2816673521588775
2.096809101720904,1.2495443601897906,3.636935104319308,2.0381198027076963,4.9976587232497405,2.041481795649617
4.027221357478686,3.5491902532551407,1.078045824184466,4.780365774410598,3.9252741993546825,-12.119780628892231
2.288870638666749,1.8872212073009025,3.6151447474693392,1.4929529269065038,4.389528866899038,1.345160092687762
2.1862603100807774,3.952657761397104,4.2339558627033576,4.953906402661657,1.3562839825144848,2.246290060555706
3.283284560704039,1.5739054467256302,4.8584634194242176,3.835153611166645,4.275459639632981,9.67353948413272
2.3902633725929,3.8702079934894313,2.4362390941647654,2.240179103679215,2.4892733501940363,-3.084577177749691
4.085708229771777,2.824157546653232,2.101033017646872,1.3148748106678854,4.872002791238412,-0.797365277955761
2.5553472051835207,2.5487529923282715,2.562852915120477,4.461337653277484,3.4931738250534683,0.0460162844401315
1.275243368212399,2.014285156234742,1.880065003572017,4.744998840080161,3.772894127337539,-0.2152644402896668
3.1173108807958103,2.827709937876784,3.0137494918850627,2.317853744357808,3.4812636750214385,0.3861308626765166
4.2083426149598,1.7572362193907978,3.35571886130193,3.896869286400616,4.170449264407267,6.285676282685738
3.7122058193507033,3.997992358820108,1.542057985824134,3.2486889525409124,4.299906177288678,-6.888076420232744
1.0077854937063595,3.1478771527652576,3.662774548056479,3.286683843623438,2.6492394029501685,0.6437622730008759
2.7156043861955066,3.791685922297909,2.2851766150458364,3.938348992444203,4.20000539542322,-3.836212625265136
4.932267057975155,4.644020991987071,4.988290814092776,2.8126157008951043,4.081632732231574,1.170097391932494
4.56376564489727,3.5445349715933823,4.420839927897559,1.3140962515518133,1.5210503153237451,3.4551125480320874
3.752868365798594,3.381395281403086,1.687300164070913,3.316973323374756,3.963199262396544,-5.321048195851745
4.035114128937387,2.227087750982822,4.291231420630915,1.7777257298202973,4.09428270522214,3.61645175779848
2.1062507962327923,1.5578327212551724,2.232184989161049,1.284447279305521,2.347814613477546,0.7770507545569807
2.467768702659323,4.837583927218706,1.9502647006764435,4.389353946275055,3.3954615251055285,-9.21087829132906
1.7105872733170258,1.2748491246651137,1.3271613632645347,4.494493122276541,4.582216072923277,0.0877715358064813
1.1139417717376086,4.341970081149382,1.346137399252502,3.6810845019313465,4.918843074820125,-2.4974273510613085
1.398059703739174,1.2372681363030975,2.070731655661862,2.797486747297982,4.516083595954398,0.7218024953555735
1.920507265482002,1.0808622653369189,3.3045635577716013,2.576113398746405,1.710366292675758,6.432329012669776
4.9967953145945,1.7100970771597122,1.4369011784578285,4.399956727627728,2.109067691536985,-2.8478926939395506
2.269765238401369,3.9309766318482073,3.848885362703465,2.7308642399133487,2.981526999538457,-0.1706629602501874
1.6668176424018224,2.0420003886611986,2.704862750529975,3.52773874845173,2.254923957432821,1.7285261857101928
2.1768111525834857,1.4351094167597824,3.416733757598143,1.920632568128672,2.647312480459503,3.129544734304525
2.932442932901228,1.7413403692264655,2.38525017983705,4.396455318444648,3.181546872101197,2.6092695684332106
2.921487068790736,2.518837361068057,3.5742795961866065,1.897174530359596,3.563913264173769,1.641415753055331
1.6135746232138892,2.9094326670044173,4.758186846712761,4.396544059925677,3.539870987843189,3.705034185640159
3.383166005697636,3.791226302711813,3.159996333347413,3.257537479813881,3.061289713763567,-2.272458220203136
2.2371277164636987,2.1815781824639857,4.115828022727799,1.0060629748171674,3.047104223682914,1.4287005282951657
2.226498268176873,2.8858485716507656,3.4422097210916998,4.756568321589369,4.97333727446707,1.184745271299002
1.7503857186790377,2.236058856941593,3.650034144204092,2.741720980625796,3.384744705451745,2.004808607616718
4.974102952426174,4.46898249258834,2.596396370425908,1.4247450513767834,3.725373179466761,-3.562246299761675
3.130657407831781,2.61389298558795,1.0359559004051428,4.271812655332552,4.177534746103435,-5.051465081295781
3.582600642193062,1.8491793970270507,1.1094604008936693,3.1238160001148496,4.039833412385415,-2.0492132685720708
1.5669150006293968,3.299546862454131,2.854456112294584,3.617532519230615,1.192176026585558,-2.116245592385274
3.5936047965842763,4.538137678797144,1.10573878780876,4.829820244355652,4.8667033233034775,-12.241204761252282
1.126093883951612,4.713952032843584,1.0394881576188792,2.879132431773894,2.4762380193296387,-4.811027463927677
3.325559693677127,4.666856090401565,3.897135771229416,2.3732243598292446,1.6771691876718982,-3.622093204243356
3.8992474797747487,4.097708361356018,2.7382504724139936,2.3709530418185816,3.475622632932512,-3.61607055263364
3.383002636331476,1.749247093497004,1.8646643269127927,1.3769109478684016,2.650520129525858,0.2028372632904069
3.59900226604632,2.465945009357395,1.5831016035747116,4.927766061882636,3.14272821568885,-4.982061164906939
4.068129164672902,1.0461340137799953,2.5695909763542524,3.843834907830021,3.6798451068033495,6.473812418482329
4.202827855053032,4.229197221175953,1.1777592916730533,2.1197442081783158,3.935650241798065,-6.907376097992855
4.399569001514008,1.4415020784395756,4.784629781654362,2.252638179227259,3.850455252032646,8.604833271232943
2.1467764745580697,4.856756299098679,4.38112939688561,3.0013009303964155,1.8479538349827704,-1.6583326969718049
