n,theta2,theta1
0.6610217966662902,2.8015314082215848,0.2223069667910455
0.9258500096576135,1.4608395626069153,1.168740972607135
0.7978237411583269,4.121209871314237,-0.7240450487444249
0.4463598323041133,3.7497248516918336,-0.2578696566322986
0.7345976377906586,3.403637963412166,-0.191470117015784
0.5152639409689554,1.535932975339993,0.5409502919772814
0.7607391493301218,3.1555791679352057,-0.0106399428756525
0.4432575578192238,3.857688221567986,-0.2952446133240497
0.3892876362975914,4.707733561758376,-0.3998535164041875
0.7225652521941218,3.0409562347816745,0.0726576112707226
0.9999142178203968,3.848489644820527,-0.706823722887254
0.1279552414240908,4.412517957792704,-0.1225517227274714
0.2064408004194207,1.942505133522626,0.1935487198406242
0.2508898771773311,4.654483917969711,-0.2531650573090782
0.2554953880662159,3.296971530034404,-0.0395493506183321
0.330781345726052,1.6328856024214908,0.3364560786583108
0.5469653794558627,3.0198380536546723,0.0664800938819426
0.2594382759375363,1.4033993731437358,0.2586873512650217
0.571177975887861,4.249835281327178,-0.5365295118172465
0.985073436652305,2.971129827311465,0.167894032416087
0.5859337839546569,2.3338082612458035,0.4372923737897636
0.6654677766376557,1.0890504234654106,0.6307233929880283
0.7871166388766039,1.5445564395212252,0.9056810982068736
0.6026934262038786,1.3939558589724972,0.6351447958906313
0.6138175056841192,4.34364622813688,-0.6096218381091851
0.3115726375834823,4.8834813353836335,-0.3120638734688925
0.0725308883712012,2.530804782786519,0.0416094173203894
0.8548513955554462,4.276968971124071,-0.8868539561047083
0.8608423475376362,3.69603451380272,-0.4703593990939199
0.60140216343838,2.9167496611623758,0.1344896657087862
0.1138730489427379,2.909064290010156,0.0262437555091016
0.9930573233472596,2.436657603384045,0.6990432317344413
0.5976906220910682,1.72713149181653,0.6315562073771067
0.9429741938627676,2.878626686266512,0.2476456173179962
0.415892998715858,2.392821153471873,0.2870401685696108
0.1618345580556816,3.3225821554008865,-0.0291348276905146
0.7991577959901568,1.3431934274749522,0.8923481888670898
0.4451589276507202,1.7010969345318991,0.4571418692295385
0.2133240513878899,2.6178705821173645,0.106888221448783
0.895910769957137,2.4758652885908776,0.5863718304545471
0.7491796330567794,3.3833984573299287,-0.1803722234644079
0.0813080453092086,3.988058758511541,-0.060932822846049
0.2860182959213453,2.890696502347686,0.0710701916195472
0.8564965604094675,2.331370789486901,0.6693552396298837
0.362142835537933,4.341153640773102,-0.3442317914595306
0.7996835990107755,3.445784727860584,-0.2418747079077065
0.1860914475195954,3.688076797425536,-0.0968606275355037
0.9566215087331778,1.4450711041176696,1.2502736919283215
0.6685812919635884,3.435308094828507,-0.1947908373717213
0.4775283765643157,3.306925805129731,-0.0786732057338955
0.2615440149749839,4.309855792944386,-0.2430243620207806
0.700478322861116,3.174961566220086,-0.023371990162094
0.3774488882431117,1.3291185644199015,0.3752223226381819
0.1063929378510913,4.220528888382028,-0.093918696370018
0.8077847866316153,3.089483124300611,0.0420866610380954
0.8795327479008146,3.935004861487216,-0.6775520319959656
0.5064137799593317,4.183107414411399,-0.452395386274447
0.7475285984244748,3.594878747408196,-0.3335075499481991
0.3120638220529335,3.769254445314472,-0.1843022746448867
0.842451929852261,4.046228406856292,-0.723932180280845
0.2142955765577806,4.259769476857137,-0.1939303046406557
0.9776320557496004,2.1611852615319607,0.9478150829025668
0.6099051945414199,3.948264413368633,-0.4559822799707737
0.2876849629450435,3.964536568150233,-0.2125124932637424
0.4333620675889156,3.8006562465619607,-0.2685989548021277
0.7956505657279469,1.1353603308605713,0.8058296089766097
0.4299006243949549,1.4851252227011726,0.4426371566901945
0.504274999310866,4.835093551342683,-0.5241571334480915
0.2205503649188113,3.2945429623787086,-0.0336082018387467
0.037310807166914,3.4433074442493936,-0.0110874310094437
0.8286821996307819,1.6367099704776766,0.973541779086042
0.2182080141560936,2.1310189889506708,0.1859213077403244
0.5486210984837532,4.955190970308179,-0.5615856876569344
0.0872241810440948,3.989616294465693,-0.0654626632765433
0.3536661534438099,4.644489051577117,-0.3606165520068841
0.2707636246340753,2.4133208170909377,0.1812051122527069
0.3347017407900672,1.1280737024130114,0.3072438323963261
0.3612812709786785,2.064532591524185,0.3237593550063433
0.8964244849213121,2.372019410918219,0.67354147911767
0.2215335868944813,2.221573565535948,0.1771806261623502
0.4323061297943417,1.4538994201748645,0.4437793460501795
0.4702133804584426,3.289268056213728,-0.069242154328823
0.967590324090558,2.117920385742716,0.9725873245843368
0.1896706411368613,3.662093952823275,-0.0944665155315006
0.0299305350323961,1.3944015838448784,0.0294703609508399
0.3034555750193539,1.1444322372180276,0.2799304943462586
0.05225527167863,1.0553851486911996,0.0454824757268187
0.7335519509741273,4.288765172675626,-0.7324722443021844
0.9937274120419288,1.9724783655869111,1.154595143250828
0.4081679982098107,2.4522311090077475,0.26262151357139
0.6181335438543891,3.0513845988193875,0.0557138485236997
0.902363174473322,2.3516957504888016,0.6957107229831316
0.2219329118989934,1.9638525052359783,0.2064728346962544
0.4714856275839723,3.37322802601998,-0.1084512010635681
0.3238065052491984,1.6947132152475977,0.3271268746419933
0.0436238291545103,1.414751000471449,0.043107131982914
0.4008614707765393,3.5755110564347428,-0.1693421061530212
0.8291209915949901,3.6519339117810232,-0.4169842090101634
0.0290257222035618,2.328687106943004,0.0210825805001052
0.0151064705630318,4.14492100019149,-0.0127390969270269
0.6005541512130157,3.9580724086614953,-0.4529808141718432
0.0247386588404844,4.560741088033844,-0.0244571831872302
0.0898021792654027,4.122437341089615,-0.0746921307516567
0.795917648171193,4.500498155677173,-0.8916623148117961
0.5982761880042095,4.041519750948052,-0.4877265387828162
0.7094495563787945,3.0802291581157,0.0435207256666927
0.6389246851892835,4.702099242167503,-0.6930556453936793
0.5286232789847015,2.160074735789525,0.4550048783736432
0.3687605854562746,1.4949622831863834,0.3765353577683411
0.2420256867705473,2.5975980492525643,0.1255922610718546
0.6994668486686254,3.748405745297449,-0.4102871445538072
0.7192527329135525,2.490857776412726,0.4508187603851202
0.2520201724839146,3.588191765556759,-0.109063778835384
0.2587687975795052,4.446372467969771,-0.2523361470050952
0.3650304913381724,1.8075256530651047,0.3627534859724627
0.0719294625553482,1.6122503106778128,0.0719296782924055
0.2254993820570336,4.727895463700323,-0.227427763458407
0.1656846323042947,2.0243698428333405,0.149487898831898
0.6296194245230003,1.277084207438972,0.6468258453001339
0.9209479586872938,3.475757901621973,-0.3068456838586346
0.2014219213355657,2.193054294985269,0.1644079441868025
0.9648896596768826,3.486453493270697,-0.3322767740873929
0.2078083020199481,4.315528413427625,-0.1928504054455303
0.4294170358627395,1.167598024532221,0.4060487265590186
0.5419643822320028,2.122528792600737,0.4797376579467505
0.9159140325951614,3.319608952588177,-0.1629074385914421
0.3411185576994711,4.243866830284773,-0.3092648712724198
0.0847134584254063,2.890579335687655,0.0210431602987113
0.1941708490928063,3.334578495772813,-0.0372486708402996
0.8502231233260152,4.2735656886562285,-0.8783184521977682
0.1828785012791354,1.2895040745850572,0.1766075627901662
0.1931434272480892,3.2267971151493247,-0.0164375171161754
0.9784601878114816,2.824536349428196,0.3099966581286794
0.4707022074893834,2.351238084488355,0.3410558373874308
0.2795027130822998,1.7154455632134544,0.2802373364195024
0.3758985316634941,4.469046858686921,-0.373443611175852
0.2380402402323651,2.786809273122476,0.0827866756677031
0.8997462868781796,4.247560272580873,-0.9344657800990817
0.0348887366577604,1.076511681872815,0.0307176750030344
0.4602264206345196,2.1528131292297523,0.3946149503399712
0.4624414424304647,4.901615419491598,-0.4714593119410624
0.8851121910414749,3.245753799826076,-0.0921580758291252
0.3192544288194223,1.8894167810518536,0.3080341110438929
0.4941519114303373,1.806754979092904,0.5011783415319399
0.527387054706606,3.904754665895133,-0.3731335790356236
0.8508005884580522,1.005048110099389,0.8012629731729417
0.840433879322641,3.4477966293480384,-0.2561329250703837
0.9486485123721242,1.207225766951344,1.0900245043537544
0.6638248417757061,3.929678498165749,-0.4900329201965042
0.7797422226333625,4.0430734122382415,-0.657967734220881
0.0833930384583676,2.6975336082960686,0.0358340161094139
0.1310803864420623,2.7778550195543,0.0466513632088053
0.2948650840023756,1.92674038589522,0.2800277614457533
0.2694467605191659,3.3613775605894105,-0.0587785443951935
0.4110369539566756,2.6667215423809503,0.1890601629038742
0.6947116462850343,3.5801366691463623,-0.2994446834948381
0.2188423135379885,4.260561148435727,-0.1981762538736808
0.9380046873866644,4.29782263537912,-1.0324297201810892
0.2152126966916465,4.84166591438783,-0.2150710337428363
0.0043223219719676,3.2755801698396017,-0.0005774059306967
0.5003185684052944,3.582499614761306,-0.2151724292223343
0.5684353510197209,2.177646399146984,0.4858275722120554
0.637589249104404,2.1853192686169085,0.5479534497481723
0.6299560218356637,3.0052266126151417,0.0857436389625717
0.2269804399714534,3.128845697287612,0.0028932354336669
0.9352531191828868,3.8523941614044377,-0.6563102981514799
0.941083256244714,4.768917094861638,-1.221401562614983
0.6164883542564744,4.283411436870312,-0.5951455352485979
0.8570930355715993,2.73543674547526,0.3454510165513722
0.0272365908626159,3.907715458600275,-0.0188855184681476
0.0680956662539173,3.649826366869625,-0.0331438002544077
0.2205557161802847,3.3300641016414043,-0.0413345656953083
0.2552941080258716,1.7887326792585545,0.2519112186057305
0.5319872184152733,2.679582898980136,0.2394128534989597
0.1350363717088704,2.4052374542732085,0.0908141047085036
0.5047075671053048,4.602340349335462,-0.5255102477086983
0.2850724369139205,4.092547288044608,-0.234174950319851
0.9359186763702492,4.331187919851423,-1.0526464833356852
0.8460926520221761,4.293662956877746,-0.8835513205289164
0.9385906173706424,3.5204708872887025,-0.3545458334677548
0.146545657618747,2.0035995383627414,0.1334287688850488
0.992877783682866,4.116512726470428,-0.9644967978557064
