x1,omega,t,alpha,x
1.3010112717409998,1.1046303132204176,2.5704197268387183,1.4478384544231595,0.4747285102464063
1.090988226024753,2.919030523257714,1.6525775003392182,1.1220583119925476,0.1365969697483786
2.3464903818648573,2.58692817199746,1.245881056573722,2.7790454158138536,4.139159456100817
2.453689920694073,2.080840333310497,2.951006964621789,1.1528677337339326,5.200418212421291
2.9279868693537487,1.989502236123668,1.637032865847476,1.7121848609560055,2.03836677576174
1.518895502567991,2.763781593389642,1.1342763768085875,2.728446384303485,2.62517747771533
1.906683621332536,2.917067927892044,2.192265517650476,2.913086321482563,7.379974707058277
1.0366883975452377,2.254559959224125,1.8904200544739955,1.4197561936568637,-0.1723868887832223
2.2007240228835583,2.9993319827201743,2.6947457802770765,2.800421464196617,-0.1823062077394798
2.8605409695370465,2.761493863781057,2.6138691571008805,2.127398805000381,3.844530497630924
2.476492140996444,2.9634448782155287,1.8079840926446369,2.643919000022511,3.8593465854008815
2.44703293891556,1.4447380719381973,2.884947972903848,1.643344143951296,-0.1887181731914844
2.3732466461968778,1.0728154898127171,2.7154762408999398,1.306726451557779,0.6305967085820376
1.719778806410307,2.002868121623632,2.6469752282141936,2.980778872470242,2.538372401508494
1.0225576680830464,2.7030332750007577,1.3070514910796498,1.2726273773813723,0.1667191711586486
2.515092915370316,2.714037899002409,2.4105803918055018,1.3621075497977884,5.631799949643693
1.0247437446228158,2.582652437848762,2.9727335073441465,2.3488270199166488,0.2540333207731457
2.2557178245900587,1.6027703858745943,2.69443961954374,2.5338683610978805,-0.0239803302716532
1.7312845752791486,1.0143166057437074,1.8542319612836364,1.8327932319826448,-0.2328569381567789
2.4092321162718595,2.073485773645808,1.754982265846992,2.460248842364454,2.460811683017131
1.8756900140163544,1.5474361469542148,2.66287679091557,2.7488584429682192,0.5580628460720489
2.244520088259845,2.28743482249942,2.176063752098307,2.8437699580659603,1.0268647479909248
1.9443145225439196,2.159842063196822,2.0229782397891443,1.517537517963593,-0.3201668570819568
2.9854550559734143,1.8617913332760143,2.5187234751237413,2.674060514411101,-0.0645716333868944
2.2979529476266727,2.3122098115713623,2.2336822738520947,1.0914784160263635,1.483560813627458
1.6202544967922274,2.711420491263456,2.455640078404691,1.0150537049398043,2.9315160944524563
2.208901965257663,1.5873875451189037,1.9143059000830804,1.3838484140305467,0.8273361109320058
1.383668213119236,2.699615451079685,2.0494497093621056,2.7338622939280643,3.0354186971822306
1.9682977808682385,1.196430895351,2.2677159495410537,1.9359267736771004,1.3624223175278078
2.460999649932801,2.0539529803295995,2.5479404841470057,1.7852992906062384,2.3132573782843115
1.4707969062149469,1.447003659668533,1.6667120921819865,2.676710097526121,1.090526777655738
1.217548775813836,2.7893012085816715,2.420506181614852,1.9249436025587396,2.9525939226215545
2.2874607265879074,2.9808217302094238,1.4168928180651916,2.0032293310535336,-0.0635992053874835
1.433687467161982,2.3620959843576497,2.3969945785272904,2.018300505777675,3.0790916465639024
1.0198343365510156,1.6690850096217078,2.12743236976562,2.7636670166345283,1.4365463559965244
1.0001177825663532,2.2856575446160647,1.7146602611416846,1.47692255254632,0.0374346854303134
1.8075427270980404,1.4567239342302136,1.189623862676891,1.295308133941685,-0.2307959400006058
1.8077653578868655,1.491165716843801,1.485577695294234,1.3597368085386867,-0.1988840918303717
2.9352300299605427,1.5939083753650156,2.1963233927812613,1.5362471150093984,1.2042380869397438
1.738606915077059,2.125654558699503,1.0252194343417276,2.6020566085614862,0.4843406264726677
1.5384469398466636,2.371230084303928,2.206727221947231,1.5230153266920068,1.343808768454685
1.6556520864266866,2.347186149186188,2.96389218181039,2.7722501660450725,4.097724713646244
2.953419468258091,1.2896526346272803,2.831113805065568,1.398132556211393,0.5685276133912714
1.2307748450101637,2.524237876884593,1.121302470722882,2.601388008166047,1.7299370228128284
1.6925933717587611,2.4727556147263385,2.024876560663916,1.559864254641145,0.7141566847658545
1.6355008989258557,1.9527644992435245,1.7106874526048692,1.4626721284019992,0.6955018884812277
1.5377010858509,1.5616928892596542,2.709759235889996,1.8121124887306987,-0.115356769737359
1.1547727119907172,1.2502507857859388,1.2022559463871738,1.888184281268223,0.0880603368896392
2.958896086037336,2.9933213615422094,1.8748674174356283,1.5176079444318746,5.071208803963031
2.317469011269453,1.6456165099411868,1.7795798449832796,2.07350970428796,2.3253336636722666
2.4862168139354983,1.020863597282374,1.644234859829395,2.462553766432686,-0.196556593874417
2.908571251844561,1.980657639004703,2.5275705382101563,1.057280111565629,1.1004739137418331
2.4414614223794264,2.588598872261878,2.788680100867768,1.257773225677003,2.5297283520260327
2.290362838318302,2.253464741364048,1.9268297028676733,2.609998332808225,-0.0458768352489638
2.671114889861617,1.530358940973838,2.5221492951993207,1.591663527778265,0.3992636976686041
2.5771693565110327,1.2417276672799151,1.5022009756296069,1.2349919337947135,-0.4799176220518372
2.8867818948049626,1.035636669078989,1.7126539865848358,1.3004900225218767,-0.429258815410414
2.0903769108531653,1.0656558147848003,1.3276477054477285,2.566704489005112,0.4542227060880644
2.2504467615224817,2.473967653887906,1.4632113610583763,1.2268232245880089,0.1780528059201369
2.6381371292112594,2.6180126733697806,2.243537497402892,2.1711343340645985,7.239383966495112
2.1366541216089363,2.4549937047526678,2.388344805981969,2.4049544466434,6.236005002101134
1.3974181614757504,1.8731394175976472,2.358050997730918,1.3945911081142035,-0.2416600125834951
2.110614066857178,2.6571245708745304,1.9833384962355665,1.448366390144883,1.9727289035894096
2.376491357222749,1.8120893857042528,1.3007078208772107,1.2030928485126473,-0.2499146453108049
1.0067504166613943,1.383374195908759,2.6694967026280425,1.30886862457842,0.0985693615175895
2.4129835837908136,2.354741578339545,2.6489045141275875,1.9465824554263609,7.097732982042516
1.705583672314271,1.899730769588124,1.7572373608430585,2.041452473701412,1.6762000760395652
2.940286459759304,2.983598647979317,1.5175308621005996,2.861871678253664,-0.2561793761398776
2.607833814637271,1.2745418063227405,2.3902824860558014,2.8689359346744308,4.818223199462731
2.089086810561204,2.1428669514415555,2.525356812449104,1.5043743814839163,2.64597071365293
2.5155071289419464,2.081133709391381,1.097748158630844,1.8875394340062803,0.3882340192731227
2.552603172392403,2.6825100582351142,2.488430335184049,2.5625364080959288,7.945119698135891
1.902686832650868,1.8543382813890827,2.3095489203528228,2.5481628191398134,0.0488034856259923
1.0075354487196355,1.7308290849586496,1.696852160683474,1.6889728197864646,0.6449177876079173
2.833906894381888,1.7107892286520945,1.648507481709391,1.1341068644544758,0.2044974398044418
1.9602570663775043,2.655547034157069,2.8578039032519644,2.9723579245131355,0.9128457558484526
2.5547026180252272,1.4637207507847922,1.042852666203357,2.9596698769606995,0.1281302183429249
1.7200791860383375,1.7306039554615908,2.3495240536017503,1.5608616822502392,-0.06215313955684
2.360449704152347,2.202241147266734,1.2077908042610297,1.576269756278547,0.8301733126342847
1.8644409988497943,2.205813580143551,2.39117417467296,1.34490879960536,1.705921614604996
2.14978906178359,2.7965929804304475,1.662632482694997,2.693823512034283,-0.1119419330708363
1.0793725864553905,1.455831932171664,1.4585537666860822,1.780161831328581,-0.0371504442650462
1.8855211913735843,1.5721864311171505,2.413714702803948,1.2752210787274738,0.019008912229038
2.867529059241738,2.5551319002352937,2.321627687679644,1.2217712541581904,5.781574339121699
1.8127922102649137,2.076951948128306,1.7716825605316042,1.6098438342540409,0.5951562243720409
