U,k,d,E_n
1.1699667973990016,2.620496248443123,3.980073886103817,3.5943627363162367
4.184183083544456,1.5248668532375138,3.31729214270779,5.530024969503125
3.730820855853725,1.1847643730877362,1.94337240823404,12.44670754002784
1.2654136915356795,3.734738229691228,4.07325830119106,4.757383466943262
2.367540306031633,1.3183868505700382,1.1791023213102831,4.657981134825071
2.2456787459706646,4.2539991144401474,2.943611135307656,0.0043967502766398
1.0193012601691858,4.611194107957394,1.419156453986365,0.0689481878775862
3.428776438851928,4.214352095683347,3.2955648002269635,5.17095874096949
1.9362558281981328,2.8791489126407623,1.2072700651961652,7.530619490099951
2.776904536551136,1.388502651496038,2.849141764174704,9.365220618123766
3.137578268695535,4.874151729232965,2.504115439035142,0.4043203107739586
2.604026074725776,1.8494249000004568,1.1163518658609035,7.67659830729779
1.092610095641648,2.201213513891394,3.214677489653505,0.6518366381498105
1.260356778958665,2.8558171027873134,3.7183881761508433,3.4475874288064694
3.4417230833411594,3.567732597967401,3.711504574097109,1.510719069222627
3.9238182566763338,3.2563048175468152,3.589262144120156,2.8392786020078127
4.965566334088403,4.393414168223105,3.592645929000146,19.83358425887093
2.924337054780238,1.4070765933063631,2.9540163694109816,8.934875886286843
4.857591363307478,4.841470584825127,1.015336306037617,7.753360075759117
2.935519593994334,1.0890483989418025,3.473166321621125,10.57718035498049
3.5249951751947104,3.650883191529331,4.397632186876813,13.679114205780222
4.29245728455313,4.647928839415386,1.1348396466420314,4.008263844229686
1.1265973330320684,2.55393322440065,1.8462287376622557,2.2469850213484346
2.7686098579473253,3.905676579217536,1.7693221285447969,1.0539249324406472
1.7026747860507494,4.050469714105024,1.6245174873128765,0.1489644959175956
2.3042265021954758,2.6089814784432104,3.6338191242648414,9.209736208849284
4.943913579465376,4.753022303861153,2.486271783043169,2.6467179540034853
4.888530369121179,1.6715547511516538,2.387408947350009,16.236422079900024
4.497459847508504,1.8847468849188096,4.314922150259108,11.468217720380704
3.620528182929875,1.4796189763463523,4.087424912655564,0.1996222324742701
1.9264026012972493,1.3697071709182782,1.741811327201369,6.656524477022312
4.601218751757592,1.0221350829253488,3.87675782785804,15.473955388452517
2.790795636899275,1.2311674521884473,1.008617480875757,3.778094845935732
3.6893511017039375,1.6738004484380182,3.1855067610968377,3.0943379119926706
3.882218314551405,3.571874200321124,3.213280402979234,4.16618415849549
1.6381708593060966,4.91599454540402,2.954264386127321,4.509778996726691
2.5082163538418056,3.111533945463747,1.7917046043329976,1.2063979709764312
4.710689079987049,1.7333661495505508,4.013363090562143,2.0568815792823822
3.2916014381388985,4.290755127672954,3.582226874636762,12.795006471990597
1.2640220535392197,4.288760698310607,1.144884467469708,2.031383865457877
1.98728424929082,2.229483657303388,3.253748572649197,1.7310066630459964
3.593545453075204,3.668402663463299,1.95207523223752,2.5957222673526097
2.133259743174669,4.315630043546879,2.1299175360476337,8.417905177130985
2.0788243905511163,2.4140298941393112,1.2596532789445076,8.294213339565239
4.290023570650055,4.897056026609786,4.856311111224994,6.710283676544503
3.235979736770883,1.671327544527594,4.834738655182454,7.9250426700831795
1.5545481474478755,2.216334306149504,3.035317142976999,0.3015790445130576
4.364510524720656,3.9022506797408103,4.6633509614354285,1.7905228558285038
2.9263507127503146,4.337251524306212,4.4815396393849,0.9829793084168328
1.268461862691439,2.5978441936401926,4.910347572345316,0.0456286439777072
2.327188142246464,4.031192999658888,2.5868244592337515,7.156558840760316
3.112293443534502,4.487789881782282,2.174501778962021,12.10533904850222
3.0552659643778965,3.515187488391301,3.411722043442592,0.97773440707196
4.63731466627091,2.151179864587295,2.579835357546073,2.385074277311624
3.4831307092030466,1.3073402289138922,3.165736876204804,10.747117467375306
4.96476206192637,3.122348530109894,3.65278646084925,5.97427219168647
4.226859363751899,4.172369728977582,2.850261053147064,1.8487083754342044
1.116104067264914,1.3719802315244871,3.202269310262592,2.932137188140149
2.5315249012995755,2.9719764459022717,3.4591852918138186,8.382309338797143
1.609091098250846,1.408215470642797,2.1313182918606164,6.404771047980895
2.429219800516053,4.125884264311947,3.056012304669497,0.0043628896304062
4.5107963258691415,2.2668514876659613,4.593603555182311,13.984922655744429
1.071598469969199,1.2500139465413462,1.916369472483792,3.7170298557336663
2.709043109908026,1.2782703039340149,1.075381832454922,4.362036536559729
1.473070127935736,1.001542159944785,1.652032136664784,3.192689534809256
2.315722298381932,3.381983225585537,1.6419064508250356,1.1810917382600026
4.237185660741726,4.387103578177603,1.4406719843600722,0.0058603614891476
2.8203060464073886,3.4582349152591667,2.395549513401561,7.994024822245441
1.5406237414847253,1.134178834222188,2.8848966135656227,6.136336646634092
4.143078329611551,4.742421856973056,3.772177771023846,3.5359005921034776
2.195770784226683,4.394378975099292,1.1618116751856036,2.709540330683503
1.90107088416574,2.153811823018112,4.538096724909464,7.374514608447451
4.900630414410578,1.091589454456228,3.261491933419043,18.756200205535936
4.189981292379116,2.207458648767763,3.799607024663336,12.641548024790673
2.931916137354876,2.538478799970284,4.7505939515625,0.7378923670836108
3.1259131118940235,1.0248572686793094,4.0272500917180825,9.704249943543964
1.9630338709290809,3.336276906584696,4.710640874794818,7.8520086192248115
4.471721758053083,1.1251079904228516,3.252322106903827,16.715285487007872
1.4768814677647346,4.039835546032522,4.46783048975124,0.8963979168343581
3.773161559096724,2.109467282266438,1.3048117068853564,14.528464695074986
4.208565208506517,4.525045894952905,1.095478322240936,6.37794626664877
3.1829968368799597,3.994282366270314,1.8335716624918037,3.146790277448256
2.574229764170669,4.063664872912467,3.8132713826336175,10.181540361948468
1.1116037955789464,2.9997915554878105,3.4220192871396886,3.706177770886398
3.401583396788683,4.5569897617749415,3.5819826689053977,12.359439553149931
4.354708052359754,4.743628001442474,2.936983599226773,6.934680330515853
4.7763314708685,4.975180882889527,4.582433753676666,16.157947194783436
4.503183399108311,4.573014339917899,1.3817768095216283,0.0057386068206906
2.598227383500185,2.824553799789235,3.914861589349407,4.873636120544892
1.769359179128034,1.887425210161524,3.4679813813008566,0.1211022426430332
4.668273850590477,3.498826963938484,3.051821177668476,12.253831797008631
3.856330440549791,2.356160649849268,3.6962721883676304,13.532559504321
1.9446672456183407,4.908646153484037,2.2293917160605505,4.092573240145506
1.135718309096101,4.310225175661767,4.132193808464164,1.119376839873753
2.9289643060587403,3.1539759023861937,1.6899205586953117,2.4658150172852125
3.0340016243324026,4.927630210404727,1.2605112509251928,0.0156569266264787
1.274976778949982,1.129524129030421,2.7062556210565885,5.090741687621068
4.701988126136485,4.3811716899524615,2.1453298910765786,18.804842375166235
3.1966545134351496,4.392832254806553,2.8808334863045872,0.0251041593512422
4.716682183476197,1.5976874921257729,2.6575869178964138,13.675263283166162
1.0671294747653517,4.75132026275695,1.0330970489422615,1.718228101492207
1.8856009908880629,2.2332611745706497,4.321447823688146,7.446382776142576
2.86545299608183,3.466722925480729,4.482838726113293,11.38188896081953
3.4698859263318007,3.4491064636409434,4.804648031714175,11.447630368847474
2.185394328274392,2.927022784784712,2.3998295228305837,1.14655019239979
2.351587520087231,4.293154745358981,4.590732054503468,1.6316801073398075
3.0984164350609813,3.928183325572185,4.99163094286811,1.69868487480396
1.516639264159236,1.7543715197048155,4.323614452439956,2.227846344006743
1.884845990228708,2.1821863136132107,3.689668207273888,4.509604006507537
4.529541292899237,1.0436042921878013,3.854889081154493,14.821403607904063
2.286423497592841,2.7698643250871933,2.0970860876449104,0.5052887147296611
3.4221079550829323,3.5078276410201936,3.033400607722247,9.222736004351452
4.854501177597692,2.8386389040823805,4.55435581482703,0.6285524071479378
3.041011853525452,4.434820811411042,4.898478551864969,11.948101743605196
2.371801913237419,2.0584613068565374,1.6705836758501929,9.279194546704746
1.2707457864311618,1.9151721900452652,2.478055060546545,2.4563341094269835
1.115091318535632,2.047644347765218,3.0425359397455725,0.0031497537996991
2.4567560511375213,4.948344274259892,3.6489345656201286,1.466946752544816
3.940387986689163,3.957917214318173,2.8438445773220566,5.853813620631773
3.0715155039167774,3.222603287348236,2.115174643925198,0.8526934980935511
2.8132780280473098,1.7908856514352762,2.5018218929989327,6.919756972177102
3.264345008247747,1.560342077194305,3.836837061239873,0.2847022965730005
4.669687313730815,2.3770743060887045,1.1805340655743457,18.158422843679705
4.861411146665764,3.72946634594342,2.065166068039637,8.25050023164956
2.3244396752937253,3.5070641230494566,4.487660569553569,9.295589448637635
2.704049319768116,3.336987179300196,3.869241723923048,0.3191077952064087
3.1201926755104354,1.4923544127125823,2.3556741200320084,12.04960395289287
3.91279557166849,4.86190183669502,2.8879438638704733,7.073405162841687
3.083103495799961,4.608473689943477,2.0125752507730668,12.263286620023466
1.9835297501237443,3.2245789334997155,4.284110487783412,2.7089378765949306
2.611647986646079,1.388373215026255,1.1817077958426494,5.587873290226084
4.225362412287819,4.89729821377787,2.701398212806471,1.7912386164369245
2.9178984217394097,3.044004750397989,4.631234566835616,5.604369461480155
1.7969963836914888,1.1849881071426505,2.441946891994221,7.078103675970483
4.1768115553603415,2.447617159334349,3.352596362514519,11.23289406883771
3.439547334663392,4.901448936143236,1.4882140332400828,3.22748290333244
3.3545278496218858,1.579647081273663,3.192927953290935,4.526718035952378
1.0002018696231103,2.8070928365716354,3.961890991025152,1.7493734461427135
4.326167745568434,1.1889136311934356,3.0291339472738987,16.40610420386923
2.0169631289198517,1.4517689943200147,4.282877255128838,0.0086335307430989
2.82670733243906,3.848470355347925,3.3885661877431086,0.6243906467018241
1.7502178466202598,4.791858765263148,1.12972218429766,1.242502502215214
3.815066952293851,1.0916549937464346,3.930381124737164,10.753719090174412
3.179715082727663,1.743433883808299,4.207197987182523,3.205020230832812
1.7094499592300028,4.367884174679852,3.975531582412712,3.1255710167464934
4.675636992592173,4.000855780610347,1.3691834740845086,2.8716864810778198
2.883735757958007,4.3974559262389,2.9428065605941214,0.3997218903976029
3.964859586596704,2.4946452369280627,3.846321527790217,15.744552378149468
3.0960589333998807,4.770164197676114,2.9788259565536577,6.639553852051642
1.0471428784058348,1.6949869116109737,1.9865312655858816,4.135525013330174
1.985225632564477,2.3563583000659727,1.976220174442512,4.19151552160564
1.513539908578832,4.093923492650992,4.932835392458645,2.3496490989180674
1.9951192354429492,3.814628355499736,1.9200738655424328,1.9743709488457688
1.5069394914542915,4.49920075030674,1.485074808839495,0.2361135976611049
3.71923210132012,1.0101468541969725,3.679254756402495,13.6807864738222
2.972510199318174,1.96513185075769,3.2668272459396133,0.0553479417051166
2.142652133831694,3.9721560372218585,4.158128024277863,7.243830063299967
3.6657501625510895,2.005331566795161,3.836134146559613,6.154334749350441
4.311682710864541,1.1346489419858117,2.521741920983152,16.91018031905706
2.139044317813214,3.970218746314998,3.9211681235666913,8.51427978597542
3.277674416709521,4.3015205109143615,3.470150627122865,11.210841727681933
4.5758105758602845,2.715920238275638,4.394204642635934,1.76798895294846
2.2777508731123395,3.37270871918693,1.0077929746270713,8.960923616911852
3.2200678491673997,2.264787869698578,4.473345508507361,11.339166981338414
1.8786150468763896,1.9383185275937185,2.921584521479367,0.6997903309999777
2.2972900402267937,3.90621465567073,1.840296992835801,1.75805510173242
2.5444254748147013,4.525874329242825,1.9140748167186104,8.770709865623726
2.1621467373134835,4.446157844015961,2.213153784420212,8.281083602100642
2.102974571338587,4.862696064315244,2.1093466653327018,7.03719122691606
3.1217621923589927,3.647704686869676,3.680243222811439,2.160889966881471
2.270900231389512,4.5125066340903945,4.909337817373965,9.023935035174224
4.834103118936836,2.754324001857108,1.0469112082216625,19.01626818973488
3.147017422502249,2.4747349749596728,2.1337860697831506,2.9072957264018995
3.3513384951328,4.491442510236624,1.3967475541587278,0.0003201522200935
1.4863929147793975,1.2330715557704832,4.014288582375569,2.27332149896366
3.6884925512763065,2.468575942982922,1.451043037501806,14.05001290341784
4.445938336470338,1.249083382558771,3.5843293743474214,10.964559589091882
2.799296092514169,4.884533909872021,2.086895337839505,9.622815675049978
4.3890589844227925,2.966885999084117,3.569385844126508,12.241809393388287
4.686070234959069,4.139133597178216,4.927856707163349,9.153836300105665
3.5479701500016056,2.440546707661501,2.911421791515828,2.2667578546643363
3.318343694512854,1.0976763041319917,3.4692380772484306,11.853027466771232
4.502857013872179,1.081849237686738,3.099669681716764,17.810220180463887
1.3298931236242089,3.974152493941832,2.3552418064451346,5.3140094711147325
1.216662363307763,3.2654411302952173,1.9051413718513208,0.0046841480423066
1.3027657322203845,2.4895694670916817,4.939791424615612,0.0932988668851007
2.874061777498332,2.7481647770644986,1.2396704561549976,11.2952540663995
2.513035947797236,1.354028587171153,4.038187488438804,1.5801796616920851
1.6197938487824874,1.21885464761148,1.9738337547956464,5.641126501919079
1.4305830860548432,1.447450643157823,1.9868269770440312,5.621886874149554
1.6708818109580736,3.647365397392027,1.9769143924359385,1.3368354414531614
2.1258219070107125,2.431525695487434,3.980011502279441,8.368235568066321
1.351515139583254,3.719043329204504,1.332509102506974,2.051930480624786
2.8925283114170064,1.9970806383136732,3.912141269548756,5.547241835780564
2.6276808095663227,4.301616426717724,2.16296447612367,10.472593041365146
1.5910752729519877,4.1314338317029975,2.549578286665001,4.601016771462759
4.61824206346656,1.9405284248710968,4.622985828384791,17.53835538121119
4.121096201932308,1.3726414060739298,4.094913511931685,1.7427544275189577
1.3043829152737905,1.2082045282382063,2.4191904654026124,5.155382770962067
2.394015292906111,3.740822600854227,4.040794527786334,8.761083184824546
1.6255727921820902,1.8784314001804328,1.3882851430329637,6.050000720637061
2.1056876182284654,4.203696539126446,1.3920923367065932,0.3855796391919762
3.47991547486415,4.02112519671395,1.3148045741174386,3.1771411323225207
3.792744927372921,4.330324553043826,3.2816384973971107,8.141710671907571
4.038373572155201,4.324844911162032,2.1160771298179224,15.85422497398796
2.6300665733875985,4.3786186685909705,2.887551029283082,0.015632216365194
3.0711195010424044,2.9717849758859387,2.6603436396047826,6.461415600206311
3.52355372379691,4.703476963127837,4.311712886948182,6.061568852894727
4.300501445652694,1.810726421079881,4.982820591141102,16.515484673680938
1.849196756784217,1.9922645961669287,1.9646046104953137,6.347272562626624
4.710497289352724,3.6567229029623567,4.122059549593284,17.007058536736498
2.5901582362162414,4.598794859245984,4.930090247043209,9.2040693623704
4.760484339021684,4.162081395551283,2.681249794172036,7.966467238700179
4.717554073104929,3.8654919519893234,1.1520207002361618,11.853963360162576
4.790350368721279,2.357932183859572,2.207647167839885,5.045647526595652
1.9710613938237,3.8094666173352274,3.1056250571147848,1.0193099674113373
1.6097856067046186,3.1647208174652275,4.016010832683284,0.032946224650959
3.702110986153521,1.9127821645441203,2.7389283921234524,3.68298297427801
1.3213418857727577,3.3827495295666585,3.8102719121864497,0.1365130854393219
4.389590142507775,2.434174335324805,1.0304100183403868,15.85539879471629
2.889357308853879,2.4153861083215675,4.921306686562753,1.2835813124231996
4.619308040405475,4.796346036874311,1.785034734534233,15.244265564720132
4.504293220085796,3.058539968256102,4.763559422736364,12.783398815554351
4.219645547177246,1.573015328617695,1.5986577119995915,15.273951903465392
3.7258457856138754,4.1981489062469945,4.612678257582278,0.9671048743991232
4.802250553184938,1.502372879359306,3.759046890550629,1.8761516880208424
3.069784013122947,3.355020749063321,4.051118032325422,2.953650466864085
1.539121241979977,4.856669135698612,4.720907384873115,4.901855678328458
3.015295367758145,1.9893644146898697,4.0747721389078,7.535580319189791
2.8093645385177783,3.808150130522026,3.1177928215537016,1.2973032650687608
4.097534027419592,3.601146510429285,2.7408012052630952,15.591146209304949
1.128225378619696,3.016919846698213,3.022481227842459,4.407948607456485
4.107239598558198,1.5921256290835548,1.4002914775020634,13.242108152386434
4.726784143094957,4.904372045089988,4.003266485266595,2.759228016976888
2.652693960098984,4.309690692494715,3.123741849275289,1.990869808813963
2.808268956678567,4.179504208295583,1.0102785473313531,8.259457053109513
3.2837291915677467,3.698076945399345,4.224947169638464,13.111879511473896
3.329388563684883,2.2310930054951483,1.674468107898745,12.1758393390807
1.03971262633997,2.4918135230359697,3.7641686517185895,4.156729358995802
4.890880910405186,1.2480642066518608,1.0334996308972149,7.069846246959544
3.7988481801256495,3.5986017500259924,4.038888177673123,10.536654630094407
1.135394443677196,4.297201749475209,3.117636321697691,0.7395316908770904
3.917492917799787,2.42928940492543,4.216836063772133,13.18511984149342
2.0328618564962544,1.7627556562198818,2.6164139738525,4.472793770995952
1.046981117777538,3.1768868313698304,3.6992833997514967,0.6565091884873581
1.5314520179878977,4.566826260469647,3.524109215634965,5.900410946524808
2.8275478198166817,1.7367609457975162,4.715454994340588,7.517715426400598
