mom,Bx,By,Bz,E_n
2.755096909458553,2.5924904321802584,3.12311289858266,3.933154600865304,15.571671715218978
4.797392883139629,4.318946860068746,1.449733198482781,4.778106786733861,31.67199861154105
1.2960229322827308,1.3286000672576868,2.025750906378822,3.6887928500041753,5.719564842163752
1.3705554125151278,3.677361212773246,1.5620975142229838,4.347772729374784,8.092809038617181
4.769346443576844,2.371582787688528,3.4094910923568955,3.5079803834546373,25.92830127705333
2.881079197622261,3.922365701712355,3.450160117959475,4.392041703156756,19.6629355438132
1.9537906656747324,3.2365487715734607,3.3953603050939027,3.0260348044971748,10.90638888939442
1.951428293602884,4.124558123841455,1.7915140451564002,4.744946091410562,12.757031051162482
3.354664272612341,4.722182912672743,1.020170793316027,1.7359895585018663,17.221364240059387
2.8166269824911065,2.0344139873975364,2.074484462842626,3.49953455152307,12.811494672637622
2.799334511795902,1.506501561235576,3.299535464516752,3.954530118988009,15.02144645037412
2.843486514764071,3.84669124205765,1.9491443443310088,3.898506298578365,16.53006257252545
1.0235091242307854,2.678953068748813,1.128530887160741,4.6288474797825625,5.594448863983751
4.239404874480394,4.435080571508429,1.558778734391506,2.258995405631777,22.11116511763838
4.060888793875538,2.418372922967983,2.064496552984177,2.2439854326820643,15.804186308597547
1.3292149012886911,2.233912911298111,3.784045858781093,1.3954500280874045,6.128336723610316
2.3500336131909663,4.029576894644772,2.767103349380786,4.220640168144936,15.17695198135294
1.8823913244385904,3.5300992674018445,2.9421142431713987,3.579858781274094,10.965317400496703
2.694401829670882,4.385569376902113,1.5712646007381048,2.2380140323171736,13.92533963686778
1.7802261314557772,2.297777639942206,3.2129643334080966,4.098568179594017,10.133409780262108
2.056331999135654,1.2338964959011105,3.218006937259453,3.5574909386223696,10.185344934413491
4.4493048327740965,4.537051745498822,2.560999616843986,1.635574683042102,24.296081646620102
4.75678807548109,4.816910255673439,3.246717967617492,2.5066364968593584,30.094731873769213
1.8902030049676268,3.834634198627159,3.903217814350852,3.4437289559062854,12.220538541800218
4.1922887135223466,3.2453264403799214,4.766796569454289,1.5459161001302355,25.02917486967193
2.813050599418842,4.072391763776952,1.6344848799183511,3.880710553962711,16.47877019363805
1.0546201459166893,4.610864433113855,1.0354652864788574,2.5265159432533677,5.651380803662188
1.5587563647705012,3.283128772759992,1.926439555400357,4.527672370132033,9.220399122573706
4.287808821366756,4.784034497331984,1.6374606581173965,2.6314969919881404,24.44165363213767
1.6043072933694105,2.6362441749903933,1.9586272046073248,2.439837650252848,6.563717319642768
1.2978551178381983,1.1613893447809946,3.371017727394584,2.189438713872059,5.430283448536394
4.587582132041515,4.641394158032631,3.5666267327401986,4.176558167434253,32.9881940306533
3.820716184287804,4.285611387119982,3.235696653062456,1.9201577512703123,21.789207607198037
4.676496202439456,4.254861390424887,2.7975320375374304,4.16073146065982,30.751906979220927
4.001408316996923,1.1537652315706004,3.9649829030402186,3.603082170148221,21.92920153676121
2.341315646217724,1.1562898474140306,1.729226341138745,3.141200596225465,8.821004539603585
4.379300713657344,4.979861083321175,1.4339045573435087,1.8902935037869784,24.157037378801395
1.8253931576986424,4.821515811770349,1.1703080082469557,3.3221930598457843,10.899538910014886
1.303059233929197,3.429014353782549,4.258240651071356,3.010241409563652,8.132624978121017
1.552750766658049,1.0256899563505009,3.809037765513375,3.799421370645701,8.504257516664772
4.094439375652637,1.7387490060890085,1.078372904419965,4.468038083152587,20.12095184433077
4.978310474536391,2.4372547966074256,3.880628014839092,3.393884147831164,28.38856584071862
3.6090163050499298,3.8682698447428807,4.414362407126474,4.323584727557391,26.30957835145409
3.210140126467228,1.4922628617855374,3.7153601070435895,2.441245638359837,15.053616418719708
4.731482141648337,3.860606136843319,3.5171882807758723,2.8014579284666423,28.04099216150494
2.4254924106423625,4.557625079109879,3.7345118107980144,2.6105975082323387,15.631493049590018
4.376369363622638,3.0593706953824347,3.7511490322751446,4.238695847337303,28.157919149770628
2.494126718942005,3.983837074707485,4.72271033520183,4.514797480074157,19.08591210308061
4.401383386448228,2.560336657737478,4.200036770851209,3.86228822934847,27.526387893675047
1.5839100967943338,2.081789910961414,2.374550495264918,4.280377019122532,8.42514621096195
4.294520076469047,4.346481149904797,2.285372869635637,1.5218112904868517,22.0784852988202
2.816421793042909,2.78939732240485,4.792112798361209,1.5042992110698663,16.18107207430081
2.089357549279092,3.7293152740064017,1.7086416228485968,4.864425574752218,13.294929450856117
4.721955151009934,2.001700178626804,4.523547021740569,3.043659070884696,27.425228444891136
4.988511716725947,3.410124020914372,2.958848460961613,1.557277662296178,23.824436194864514
3.3424181115928504,1.4385226965730773,4.730085250313897,3.563958706428245,20.37089515920943
4.231992257004818,1.4848098755945496,4.803914792183907,4.178971731224805,27.668965527059143
