mob,T,kb,D
4.339014857672522,4.0600765604635285,2.365731490030009,41.67645887196329
3.080551808815901,2.9516363882460834,1.8448271128877671,16.7744019580121
1.7408977400402297,1.0883889664894109,1.4194206668322442,2.6894812213444537
3.8446405894496505,4.39850233414749,2.373426977229579,40.13621808660249
3.3465685735769197,4.481111320766301,2.231071744726773,33.457924550421225
4.549600294397189,4.6749616887434025,3.155228481342708,67.109207939886
3.860710070750428,1.9485666479522257,1.352724921785582,10.176347869980786
2.327189584838292,1.8617453634836891,1.1369019532653333,4.925780534337155
2.897184775922625,1.2318686062112263,1.0521214915374943,3.7549700197293143
4.603846537697217,2.4371386882453034,3.068225332141762,34.42614026061463
3.3171756624407727,1.11872268070697,1.4989981580295892,5.56278163899148
4.270664035427135,4.145023801140205,4.391691453459234,77.74173999877372
2.9418517831852737,3.376410657397155,3.235362505509411,32.13653130316817
3.869938975323055,3.630796041379016,2.611194314364049,36.68978454456732
3.1677128482422074,3.6443388154783984,4.855673663534317,56.05495962606621
3.5106207487641274,2.17808833785018,1.9060888942641925,14.5747983893604
1.3661642034108223,3.5654335756176576,1.62130021778911,7.89730102633016
1.6830513010518589,1.3616320384456428,1.0011889198647177,2.294421217440401
4.022849802205999,4.7349908548890935,3.795110591868956,72.28986247750892
1.672959684573012,2.002078370064494,4.562135288807379,15.280399505680508
3.3817049262040166,1.370071273148087,1.6820512282862272,7.793240682994444
3.1572444212046253,4.37998241309136,4.741360392034878,65.56673210284708
2.149865081739621,4.46652012806881,2.296090312216652,22.048013571313923
4.743488230162248,3.2160333350556805,2.197712478408297,33.526579163211565
1.466883402944969,4.705573616556608,2.6554897263371435,18.329591763449116
1.9061365998325592,2.526914126367657,4.179482655882985,20.131077971596877
1.105506485440933,4.755211335180899,2.9175637623407096,15.337390455303648
1.1525973374849203,1.9388518300464792,3.230951130913567,7.220256433352824
2.437970832920222,3.252524983134893,2.990492467419109,23.71329256672048
1.122031689943051,4.655088505574568,1.949827576908013,10.184255211502082
3.8293244901987418,4.749383179612767,4.426023812723351,80.49578226404354
1.222683269435942,3.423670973658347,1.1325207279315506,4.740805629608641
4.018766649693547,1.1167946666676123,1.7800635048916131,7.989169165171723
4.526704206008828,3.260473964203194,4.468316319161593,65.94877961255072
4.289556287278214,4.877697207308344,3.2694384420657285,68.40697291970204
4.131867040641509,1.707600953652466,3.593198589289728,25.3521004582204
4.950040548103489,4.340490877366964,1.094967056863851,23.526030593357056
2.50577494501576,3.502795256945923,2.132945616990264,18.721325660080765
4.137188164998432,1.8189798465472653,4.570496767826,34.39509926066694
1.887309193983984,3.381653267190805,4.985879463796151,31.821006066737407
3.230554448094942,3.084223500751623,2.524457110757739,25.15306445816626
2.633627027900812,1.4721857722622935,4.064157419392592,15.757503351656664
4.539851436408949,3.8177517022253777,3.7543006224927407,65.06963430842386
2.1427565318893644,1.6613785530901215,2.360403888112916,8.40287201522389
2.550287352904792,1.7806000155767268,2.738907316019346,12.43749233532087
3.9158231198657982,4.935907153095429,1.7303551981512482,33.44454639071489
3.781496862485168,3.369093557277498,1.0319707863531726,13.14753146299264
3.377665228135468,3.017803927944071,4.023587362895483,41.01295466019136
3.485043635908761,3.030608040623795,4.332389123315968,45.75783292272038
2.6486695527399085,3.278831328544334,2.306585892792443,20.03163908357347
1.7069652318550794,2.5238152981710966,2.499951243205155,10.76995236656535
3.633442950545573,1.4791693277763276,4.034807070818864,21.68497928100467
4.468595476612987,3.505649522672829,2.206474144454518,34.56514472588931
1.9856699220745704,1.7593428366514128,2.0740015219770336,7.245470711047907
1.885043040760316,3.123138532422101,3.83288412019044,22.56514916718669
3.5916031420518104,1.576651693215492,3.9304913401926256,22.25722151446137
4.683390498505051,4.507063916574545,4.36652333082643,92.17006049557926
3.061024132933947,3.802727232401687,1.4265788669910444,16.60572014725342
4.928223350151471,3.540011748573024,3.721231217800677,64.92048282699663
3.019756013615008,1.938046075736719,2.995925416195736,17.533432674222276
1.2558161997283754,1.5723087363524813,1.8618308182646248,3.676242261699676
2.9767787421720437,3.0265897090299427,4.161374202373002,37.49185055326823
3.1607727696015644,2.449500317115905,1.6446383086364702,12.733306039846829
2.358823419683438,3.669984948785896,3.016970755937225,26.11745256948514
4.101454079178105,1.3887577876856816,2.0116869904789594,11.45842082294618
2.454721558853301,1.1024745845271204,4.447495866094464,12.036116323949562
3.4743450831723424,2.11829146593033,4.3182027846859,31.78057140853963
4.01001005996185,2.3203260289819623,2.929482066776332,27.257455879934565
1.2450966114449162,2.4813427569437008,3.945551300165081,12.189825951975326
2.9862390302874013,1.6855787805693685,3.93931412891849,19.82869974374465
1.9161553345936195,4.087287464216503,2.6505002112552423,20.758393441591117
4.084769582140003,1.7452307460523122,4.852776074628991,34.59478776920814
2.127357985875294,4.2462592944062525,3.773713247122236,34.089135273401205
2.486436846856833,3.647525391662529,1.8437369673903552,16.72148025552647
2.522091398335964,2.934003340869398,4.265839572570318,31.56646456053695
2.519580850593626,4.59417759084255,4.3306725489120055,50.12927517349221
1.1111079390049547,4.64857378743903,3.1982721792382893,16.519290858462902
1.6305624924738789,2.165340227249345,2.182072590359443,7.704292917970445
3.252544531351372,1.4356084080001985,3.3164062101435348,15.485561746848235
4.512298502391458,2.407316587079789,1.1078801131606428,12.034382107461086
4.158415344353735,1.0823302108616932,3.865515764066898,17.397830460743865
1.8477788982497807,3.938225782431694,1.7836138833041684,12.979305607415712
3.023599277293307,3.5705349648856823,1.358710895013822,14.668462031653544
2.40382015909843,2.0202339451520714,3.594203099215257,17.454453332395612
1.876495047221543,2.52394201830863,3.358553320127076,15.906661667208686
2.292290204391077,1.2010389176972285,1.4167435955320076,3.900478935498081
3.94776587867404,1.4506737271026409,1.7803368614974455,10.195847207809685
1.2250205127064229,1.6272001431490968,4.322047899535322,8.61536953952578
4.785869772638288,4.977363729609392,2.298359484267909,54.749254878976586
1.7609579663676285,4.758096029529581,1.2634835446214074,10.586484904441978
3.4461190008633413,2.910332312423154,2.8017149151856557,28.099383633026807
4.851984242277739,1.6515523490633357,3.1441676863013006,25.195177700601164
2.775956582243719,1.2177859194800216,1.9825435057282057,6.702029635227858
4.9533132760218495,3.702169859174186,4.487541440044893,82.2925668498283
1.5162330230009395,2.7597618243659525,3.388172369724645,14.177610813604366
2.9126807803301,3.128834795372291,2.258145190226436,20.579147727382704
1.7545465850670756,1.7555339615176626,4.010821519601104,12.353996546611754
3.754608874615326,2.329082110234389,1.0229674784062817,8.945638190507777
1.8347665128401,3.083734080066136,4.555832329233241,25.77658963431831
4.0943503714258505,3.739504801901172,2.110863874511622,32.31910511234386
1.0995473381918397,1.7264499938687845,2.205970089364133,4.187622790823387
1.6841193525016571,2.625280324055015,2.1025380502911424,9.295920783609413
4.556532714379044,1.2821079307235226,2.134026599085764,12.466912392167856
2.776927596632182,1.5107861253000596,2.3677268774466853,9.933428000625833
2.272172787767273,4.844298978576135,2.083596097560857,22.934317924110413
2.0901775890357293,1.4750384868027877,4.529353315720124,13.96441473062326
3.0314703947455137,4.288700836636928,1.6484209996010954,21.431236175892217
3.4651995176055963,4.411530655208839,1.443720146742547,22.06991007892877
4.30315229473031,3.3087083100099743,3.9461878589943225,56.18533244940375
3.560717578000664,4.415203413776682,2.1037905376775976,33.074306203559686
3.0003419715176376,3.2469901221923814,4.190877401877451,40.82786604029986
2.796717537049392,2.3404662084596413,2.0851987083504158,13.648924395724078
