m,v,c,E_n
2.641897879925415,1.4322061982172514,5.55725017686559,84.44226629323155
2.267303437071478,1.371363175573452,9.43144970172367,203.848127542077
4.664244845611366,1.652472886102977,9.36913439554436,415.95136622747526
4.445279747374874,1.1981251081708884,7.555047634742589,256.9830674387989
4.720160196378538,1.591344670068409,4.010880962909422,82.72365001573469
4.860180184965098,1.537492733659373,3.572742555959957,68.72713316057752
1.8245649528387635,1.542819202080771,5.484671064290339,57.19536184985843
2.3524694471466834,1.326894455621328,3.647442839612768,33.599015067659835
4.124198052435019,1.731302029741424,8.049617446992904,273.6369516232957
3.147578649332239,1.981000997522682,5.628128548193913,106.51864924482926
2.341153088365847,1.684645609678188,6.225320166929158,94.24697050820043
4.942863164563796,1.6959776432419096,8.490010406194607,363.6117057055511
3.8772836756385898,1.4515962727812224,6.841091757645106,185.6872580492484
2.3093151072981333,1.394356194117549,4.2607708378002105,44.36669082000064
2.9781465515565024,1.4220573654776754,9.48721921685991,271.1180002285972
4.522101770316783,1.2196593208890794,6.174212593411096,175.8518157651919
4.938334497211787,1.0156779132847769,4.565900798633644,105.59748666492632
3.761633905806309,1.7287958603148808,8.160855716583502,256.34100991380944
3.847553213197141,1.019456302901605,3.937519110640067,61.75853123014492
3.60484872293999,1.2686920174575391,8.57344694655357,267.9204519365913
4.569383227453809,1.215304792104178,4.540582211661505,97.7737206618948
3.9748008698896298,1.4520209059450782,3.806041998099836,62.28995846467168
1.849513362772748,1.3225991552466465,7.397058043896535,102.8563358105236
2.8946247302893244,1.7569148640353118,7.135385782456054,152.05761104846013
3.5715654988266485,1.456982347707298,6.667265391331373,162.69702417272407
3.521025903282562,1.7786649144781512,9.418259830277684,318.05093568866243
3.1838039077756317,1.2092157776599903,6.025687456454911,118.00088042568508
4.266946903596489,1.475516118802361,4.486446015536927,90.94517207709946
1.1640834506927753,1.147818693656428,7.914586017522029,73.69811453955307
4.413355600956601,1.6123070761352052,9.549247193523154,408.307577076482
2.5460012668585423,1.252509282734518,9.62803609297654,238.03474042369973
4.6562945639827,1.8079097174307308,7.63430169902959,279.32621285302
2.93513894713469,1.102074244732686,3.6363852434835664,40.72769063959869
