mu,Nn,F
4.89107571350429,1.3403514685814306,6.555760515538444
1.5206951226215195,3.23208859024929,4.915021355072758
3.673530370339428,3.266488561065702,11.999544933441197
2.77625040509198,1.5648160937940978,4.344321314290314
4.143166466862192,3.3093180235766564,13.711055463465469
2.97905738834681,3.799734479577865,11.31962707514256
1.9812617628477385,3.937649369672641,7.801514131633903
1.6299122699004611,1.5927421215056956,2.5960299266294244
4.002390869149124,2.5746968107970765,10.30494300636159
4.644316215909503,1.6910006807257083,7.853541882608416
1.0504111083527716,3.9318565965515737,4.130065845467895
4.901091963047622,2.530325912740558,12.401359994823888
2.876739453640192,4.484675587005718,12.901243197916337
2.111536669283633,2.596359361124147,5.482307997651464
1.3906108514924735,2.5290243121174014,3.516888652118747
4.013889764256733,2.4511732274228013,9.838739127972524
1.9189152100331208,4.773128930036603,9.159229703296354
2.0534990534122324,3.9094612584146144,8.028074993506205
2.0825597709634804,1.1953087958142614,2.489302012041582
1.9649667610283597,1.2947343048099285,2.5441098733146696
2.8053592421030995,2.805157949781927,7.869475779979711
1.0786783467575844,3.1501460339913248,3.3979943159907235
4.901861755768498,2.640804836331862,12.94486023166364
1.1758050532814042,4.709887680456438,5.537909735068511
4.250682335016384,4.317997516746331,18.354435767078243
1.6668647030714672,1.964291545987022,3.2742082445474505
3.235004647024986,1.715994243389456,5.551249351633015
4.376160292260925,2.28782093826449,10.011871145836196
4.2196293588651415,1.7629045173586282,7.43880365832245
3.603167225393757,4.792148901502152,17.26691386109925
2.38528957626796,3.846256052345312,9.174434469316823
1.655256818490738,4.810462359902795,7.962550621322148
1.2325122210689767,1.4740056576964355,1.816729987035672
4.448539808751356,1.4407054401869952,6.409035503356494
3.7068707712688593,4.622494242050234,17.13498879621461
3.0531241179926165,4.341899913987743,13.256359345306045
1.300883557261538,2.324174103299316,3.0234798751951595
1.7506770362197832,4.251651623898983,7.4432688639665
2.9065795260408205,2.3702231475818314,6.889242072909381
3.4485298376820714,4.774715508658094,16.465748898050766
2.105794182946383,2.394238309263883,5.041773104235268
4.40669533488331,3.8452985262483,16.945059076852047
3.3034759661703186,1.4884275924043893,4.916984778892651
1.0562492193289197,1.7560531858385384,1.8548298066420184
1.6344147142431793,3.979883768231996,6.504780591775965
2.3389680196494758,2.4852518701910817,5.812924645150989
1.996422418432561,2.4680040097505773,4.927178533847505
4.731182486790795,4.893250725932118,23.15086213800638
2.054944431111026,3.348282198988514,6.880533858599627
1.115595105984573,4.423042157714795,4.934324184710071
1.5304856781128482,4.185593867069009,6.405991467946091
2.6744172213799478,4.558872006935943,12.192325805416449
3.845929172942928,3.692998573174137,14.20301094820702
1.650635562038545,1.8279556833945008,3.0172886568414343
3.759122382394489,3.3045952293954937,12.422377891574651
4.846889594157983,4.322019919990401,20.948353375945
3.6778929270784286,4.404388087266214,16.198867794264896
1.7022252292341569,2.0920491055939645,3.561138768338799
1.7278931184879007,1.191463772124974,2.058722052782379
2.9381100203304182,1.0493134944739833,3.0829984925819374
2.841672946320252,3.5133904821554363,9.98390668300017
3.721753440656856,2.2670020355028195,8.437222625608715
1.150375243192546,3.0445534435604222,3.502378908048524
2.9793716416981297,4.651983156687136,13.859986694691
4.684568044527598,4.899767288898091,22.953293267193622
3.3972509141388296,2.039719813516722,6.929440001056767
4.894002148248034,3.1525405305216245,15.428540128811829
4.757243472023184,2.3326779539190707,11.097116968613896
2.4663567776276505,2.770885051199235,6.833991126052372
4.250153006916525,3.691704330650298,15.69030826156012
2.738733101769212,3.830041271411893,10.489460811157992
3.0260618081576234,4.2987184590388985,13.008187752919802
4.6448301029591486,1.5295479338551463,7.104490287089353
1.1450996445091377,3.5389423677430267,4.052441647240866
4.599188561221418,3.1358971390775454,14.422582251212416
4.01279914510464,3.928727327341384,15.76519366050474
4.93720373979305,4.129188959259663,20.38664717196898
1.488939773640289,4.464571779370029,6.647478494576033
2.2049970604303804,1.274613901747475,2.81051990653688
2.2483444923851934,2.885566116216934,6.487746684809677
1.135792767451218,3.848189220212976,4.37074548410164
4.212421289750488,1.577859214608014,6.646607747843782
2.367908496323123,3.01835535079691,7.147189280074363
2.38319482186896,2.333377512631096,5.560893205567901
2.9668484700796407,3.96814636910653,11.772888984235792
2.7234245461824376,4.6895011434349065,12.771502523381232
1.161097253551307,4.094758506336558,4.754412855663231
2.17854100518752,4.320643743826594,9.412699564733154
3.557847629046495,2.7607197333930498,9.822220157914334
2.637302861486481,2.133444844036143,5.626540192000099
3.0788776741043438,3.0314645242118115,9.333508443435091
4.344503597357946,4.399616737175695,19.114150741656037
4.746532579977364,2.284041328068663,10.841276577692676
3.100613603500938,1.7475295219567335,5.418413808298539
3.296913258782998,4.240069934621004,13.979142785619148
1.7211586257333091,4.10867486565413,7.071681185354252
1.3223894243986267,3.3778936089827907,4.466890785262552
3.788760719121987,4.1465114427843535,15.710139675811195
2.99688044485972,1.127547309338615,3.3791244820110884
4.241353560075487,1.0081226113059687,4.275804426455166
3.966415050608414,1.6647365503692382,6.603036108682479
3.1066656913349955,4.521460948299852,14.046667602794145
3.8840726024916536,2.9109406410679566,11.306304791451542
4.0836474819164525,3.4511210020114023,14.093161589652848
2.694843047335803,3.6541917820477896,9.847473317483114
1.9025462686139725,3.3392945727124297,6.353162429116923
1.1686331534197771,1.9686847801261496,2.3006703026883426
2.472851061643983,2.9177630974590243,7.215193573177185
4.549814593252199,1.2269971733455511,5.582609645166786
2.4938980623835536,1.0585344218760264,2.6398769436829173
4.771008738835644,1.2129645901662975,5.7870646595816
4.907137915136547,2.998147802565694,14.712324757153436
2.087793986043527,3.229028951737728,6.741547226198462
2.282280037383327,1.3850096691361924,3.160979919452419
3.9006135276087406,3.758573017760992,14.660740757583737
2.517119586583353,4.468657564498313,11.248145481332568
2.081219583491161,4.59279947720244,9.558624215001686
4.408268224315611,1.4844677697788162,6.543932099536618
1.7111834979502452,4.154787015005093,7.1096029775746725
2.986421306388815,1.3797341132216383,4.120467352876578
2.2155502475695763,1.089647616654701,2.4141690468429213
2.887448398349109,2.776379646206809,8.016652962648916
2.207737204024655,2.0247701503175124,4.470160390454565
3.278650997412133,3.6820689714727752,12.072219105859482
2.233698313935464,3.7861223174461296,8.457055036832848
2.440143493427885,3.7272848013302062,9.09510975611855
4.4477252513460375,1.0819282172434783,4.81211945197762
2.6274508178545046,3.731217396109931,9.803590199001992
3.1875464689812567,1.131525988086194,3.606791667884675
1.9252686275081905,1.5264507769899844,2.938827792374318
2.693711325355621,1.2403117589465196,3.341041832045991
2.920387787598122,3.9675120799541626,11.58667382544616
3.910345164174053,2.91139946257426,11.384576809456194
3.579535158121557,4.69264537464336,16.797489103132413
3.596212798122348,1.7010101249649838,6.1171943811347695
1.740548784722992,1.1833781296607606,2.059727365448804
1.5726785717318363,1.440692605609062,2.265746389293877
2.760131442053509,1.2317391298819982,3.3997619007949345
1.1398221984258754,4.894799654596167,5.579201303156019
3.27717436249262,1.9938325680315496,6.534136975055817
2.131037100816256,1.4689770570654876,3.1304446088544324
4.477502821415003,2.533036151071651,11.341676513169515
4.247262013951186,3.892114579040149,16.530830405502837
2.086203350065516,3.983726870704316,8.310864343409358
4.3564516579276535,1.5352319649240398,6.688163838896863
1.2937848600791728,3.1557515927261752,4.082863632839861
4.827725976427272,3.638722456220744,17.566754922906135
3.554725508334601,4.647085607845632,16.51911374962347
