x1,x2,theta1,theta2,x
2.002846345597224,1.7007451212076123,2.617142747444638,1.2326143203051032,2.3753468098472577
1.19037248582839,4.411890136708567,4.978697030831709,2.209051974444956,5.537790620014908
1.2479910001396697,3.535054325468717,4.500902041536044,2.409346910824938,4.294658044582049
1.7699681338755382,4.235009870285177,3.4704139780196157,2.107588231394207,4.239421800954133
4.353259860164865,2.337027381434168,4.698509595197558,4.977822245782038,2.2031233704574973
1.9761405071797735,3.0347497391431144,3.556918505967359,2.305701746504851,3.057229993340889
1.1616879923811236,4.948343839609567,1.063280954957318,4.567568916582991,6.048516209563066
1.6880460776740684,1.8107810836892293,1.7050324358309,2.382486630148509,1.1683629608493389
4.636491285179185,3.4086249362773997,2.2300074643767966,1.1157905889767812,4.379540047742503
2.746751203440489,2.9533101168190807,3.9672692943512406,1.3937763203264302,5.471956737758712
4.372407289566007,1.196730644493154,3.4038683515636863,2.1026521731045555,4.2146115015368135
2.235388574386564,2.1361399712824847,1.091591501360675,2.195407999145013,2.2936072587102574
4.958798456655172,3.0762900627735053,1.7701166858436346,2.8297205017172504,4.373500101731412
1.5142308715466664,4.724921341068841,3.030138317015373,4.652841416339735,5.035890186755051
3.827827358733904,4.2178243213190765,3.801266538595326,2.003318805187234,6.301916885917977
1.5524017021947056,2.3178856686943825,3.3713786008876125,1.8045465426433545,2.784603368487015
2.478539618432308,1.462244542318031,4.264841099668136,1.1126198349385796,3.9407322144000103
4.491788361622643,4.158366769390497,2.4039139460026333,2.9145768886926,2.2084273612676006
1.3585201818756407,2.783474355736629,1.0721996990884008,2.491235834228969,2.9068837754350727
3.3493552025856683,1.2731026643030332,1.6529981036657992,1.3394441924772664,2.1740809441110343
2.5528047843338757,1.238425864916473,4.121359446919813,2.8666514528968365,2.4667842968948066
3.484039884920417,1.601969705262274,2.8804404878166183,4.082520150181992,3.268273655903298
1.3931631922720893,2.1780466278732766,3.854408838991084,4.696840618133164,1.6263849120041831
4.24168288426455,1.06627210808672,4.51085189547727,3.6260442949510128,3.6604637144137424
4.002167067230386,3.853331930739996,3.180727355875655,3.1068481969755517,0.3260170931128257
3.563074915980105,4.605184344612167,2.9226793677092577,4.3135295691214655,5.294309192364642
2.5308992109447117,1.2177962434129848,4.712304900479582,1.0646012389821011,3.644166095384681
4.889292467614464,4.256262164771212,4.125649415047585,1.7792240934102883,8.435756231629714
4.966295230199642,3.40651391499815,1.5080603687163672,4.498266974484517,8.349668033846356
1.0956436696298288,4.437027399831149,3.324791367237072,4.196651283073248,3.825174378597585
3.1492694917843926,4.164090636774995,3.2610595429144085,4.0632870861077,3.004413275527675
4.400697007052081,3.7352435298492273,4.242937805002546,1.0307436142741806,8.130905705451598
4.945429411861818,3.073623714525239,3.5092451751263694,2.0506852987377324,5.522636917338128
3.1635782358335347,1.2317979132854333,3.624849586850189,4.3222064982308765,2.356118251490362
4.507222838516384,1.488790962087998,3.413445866377744,1.6791246505892996,4.971558588334729
4.901311752678842,2.2610956008696226,4.094934164425436,2.9671908511751823,4.430961907656119
1.7417353685235315,4.802049436842145,3.121401741798367,3.561398790104994,3.3104072512653038
3.1617982890110428,3.1319260638353086,4.878350381626126,4.921957566732651,0.1404274275192419
1.2694918713026224,4.357479341261312,2.8499083692532667,1.5467844573982847,4.203933935160965
1.3322226464058469,2.7107595280622503,4.316313992628104,2.343002499613449,3.4572240363433604
2.140560375946011,3.849609754224192,1.888854801859928,3.8118678462937847,5.008689936082433
1.0976833070330598,1.2147124207673432,2.6408271024142045,1.025754871749371,1.6728624025876009
1.7662238193305906,4.815274952413924,1.2615266653410382,3.0869737820781222,5.530939495679444
3.544466126439532,3.237573939590865,2.989967771553491,2.06757239050459,3.0306370133996574
1.4894943758955588,1.7207524235819172,3.35031902225694,1.128957284854934,2.87821759925349
1.3923099622881132,2.3234195003511675,3.3186859795638037,2.115696671179768,2.23840229506796
4.866466796273154,3.584812246074747,4.675950515722709,4.311425930113361,1.983731796988001
2.007686073569298,3.833620975782304,2.0122419898335044,3.1432941157235423,3.489176555698182
1.9501475088806937,4.841676235631677,1.3020556632646625,3.327593133752488,5.961485062418185
2.152870901520864,4.608845872367571,4.637469967870338,1.2220998796058995,6.706842351743868
1.6243372477424465,2.4494475546253494,3.231787747860224,2.097034336694998,2.297255989630666
3.177216945857666,1.7327219842629016,4.285344901349307,2.4641923572278497,3.9780480410135
1.8478228647470212,2.33553038981492,2.8814785953782103,3.670738853627757,1.670186386590777
4.7871094527085525,3.4811345286648674,4.347537783384206,3.6534283182715312,3.0687367274301587
3.874991102464899,3.096123813379243,3.0358644398054,1.867625295754676,3.898845687870665
1.7560064606581904,3.34109700369962,1.3385890574673809,4.223730888644571,5.059320059655802
2.8218093280586314,4.902569599359788,4.509917678019292,4.639542623103878,2.1358107364172647
1.155762549274907,1.7999756311480977,2.189704911669183,4.3851730532229904,2.6474515216248315
4.639304119855304,4.823603905713626,1.7055179412252857,2.045918727086641,1.6130849101447702
2.7272752081166383,2.5600251567530536,2.3143131929911323,4.712515001222129,4.926620534407214
4.759305448275214,1.701940013657548,1.9884877616257797,3.2999457705934225,4.625280125864455
4.039118240260979,3.6088947956730992,4.718328016846282,2.5430207777186147,6.775564659022696
2.212014239521356,1.644342112938462,1.7958207869286902,4.830138536474899,3.850930620780297
1.785849849382021,4.6972290321803065,3.4396532426614743,3.5842124410985,2.9412790010099226
2.9617945180477623,4.913811058517367,2.655746222791461,2.505257464287921,2.034537462788597
4.773595128684196,3.458333926089027,1.752934292762819,3.5415441466529383,6.471644604065971
1.270928431803955,3.4945065311478998,2.164767238005813,3.305155182561667,3.181299793121494
4.666686270329557,1.3968047940828168,3.914571546325529,1.4932267827327237,5.790346179147086
2.4038290108958726,1.272929497033211,1.0606488783029513,1.3735466961052771,1.255419289833294
2.103203969008407,3.076350979415214,2.436405273604324,3.1372541560932112,1.999281986181655
2.267837647632424,4.109093271590737,4.636385556839777,1.1380004300559985,6.284225766175815
2.394560060490409,4.083792437385383,4.3620569461627205,3.560949875518628,2.966612147781842
4.777808184847436,2.405486136654754,3.055574912343261,1.9501342402958717,4.277745357133466
2.0839363528219086,2.4060286873684515,3.9539364077188086,4.488319888683539,1.225488554822491
2.4371895379475057,4.678844215689401,1.410501792081102,4.337758721791061,7.0792709145985855
2.681003363643474,3.164430665044809,1.2525943298997215,3.9110179942645535,5.676861571119559
1.0226506268225029,1.3181284045128323,1.455710812695003,4.541535000873928,2.339883578952814
2.809143804802268,1.3198147427671183,1.1374989375744955,4.824401017123515,3.996606492817451
3.1445507794702907,4.418967145200279,3.609318318267702,1.2332633824672667,7.032303717136666
4.23388043485715,4.513396796186299,2.1447823080566124,2.107866988343803,0.3227495967476401
4.873364330308668,3.2030822495037787,1.5915272789038557,1.3297931848107465,1.9629304315236071
2.312935214904122,1.4762910297461982,4.604518624562546,1.133525737242846,3.7404649052776513
3.471835303989068,3.530173588431126,1.8526413227797385,1.4738644557890752,1.3194308664000165
4.014518807035406,4.388273582507035,4.680494428514798,1.2429256260153037,8.311130354196923
