I_0,q,Volt,kb,T,I
4.2879051396736845,1.3283085199061726,1.9547440812160135,1.9855654797772184,1.0383802833963311,10.819022737662264
4.466630540385546,1.4415672298187476,1.796998101545439,1.8065389345381844,1.0737158949255274,12.515136326049443
1.5369329309725654,1.4753783888371927,1.6129748243160094,1.6631322300023157,1.7326004502056271,1.9731779707537345
1.6422861848156685,1.1838143059046708,1.2514949934258488,1.4877876640761505,1.0605707840253462,2.557429580471507
1.927160598316992,1.3209953130941412,1.7530615729327803,1.7247932170937244,1.8612507449908973,2.0374797791939194
4.612004035506992,1.0892486083442985,1.0367544946683798,1.5826708060451589,1.506275324403041,2.794566362549764
2.6631977303697827,1.368055398908009,1.5988852685860788,1.4080192074444509,1.947569148795696,3.250023249053653
3.6596435627637502,1.0627499508723213,1.821241984643892,1.8877573642174,1.21237772529085,4.865862935460752
3.952131037506424,1.6548855103403532,1.6958160323348808,1.061240300029219,1.3155300221515525,25.548810669456465
2.5670407904279915,1.9267631904463889,1.4076755815153743,1.927259213553525,1.2913425709817594,5.066563395174494
3.4833898354154837,1.888881890473037,1.327405987929762,1.3367341174575942,1.319065135889088,10.95655617005252
3.2744873002487243,1.4831071087464165,1.0126846835993573,1.6448267360039155,1.0381755836436564,4.61634567782122
2.187651509420038,1.9200038430608768,1.6097572231173136,1.180737477810506,1.4873849379905542,10.526549101512394
3.640098718030063,1.4730092204994882,1.552678828664974,1.775472053472,1.8740712971222608,3.598121702233718
2.463381164742407,1.5670683761719943,1.465972483831043,1.6048650590937863,1.4738218235064524,4.042998213785626
3.449000332756589,1.900743313054014,1.803775951039908,1.462820458589514,1.0104265819689928,31.632338847548112
4.445903267365933,1.4502344405129717,1.0931818673699611,1.0716184260306625,1.530325275736966,7.24389394914806
1.2706998556268925,1.5241483647024263,1.8872151489497704,1.4917139082674558,1.0012548521001765,7.447390362221815
4.266539513810519,1.823135491569098,1.6705461911773138,1.4695073682293742,1.23253472180542,18.66103638043543
3.361259642973805,1.077325768100512,1.9255112933980456,1.1704091528684375,1.120751756386305,12.98062231801776
2.405504585021672,1.0744488603847304,1.5826978254568205,1.1706947706754276,1.5675397170623515,3.670953955503132
3.914299481293692,1.9604006669575909,1.1104501093327654,1.0572550622043797,1.9032217710123889,7.633622385843828
3.8860895811355634,1.0808614555593374,1.9257879598532008,1.265659820014772,1.8995043053884884,5.3508503994322485
2.4641464785335763,1.1752353096136727,1.7863628659527673,1.7116359037159392,1.8536075978123303,2.3116075612954146
3.1211051832568644,1.376777635643803,1.1301039842253646,1.6457857017338715,1.0071970864426536,4.857927880286646
1.8692525935290016,1.5556390609475934,1.9494245210234609,1.987405670627433,1.0692668426250562,5.918871362462474
2.3424807558941354,1.3666669588330334,1.5165190186803956,1.704655649476471,1.086403920970335,4.830675460931015
1.5238883131700294,1.91291653374536,1.9578590295562692,1.7624749356596003,1.7854354758509652,3.4861262229438785
3.384441402354992,1.684980621050114,1.9259759008222848,1.9996891397261447,1.0918185172611676,11.57853649517012
1.6039635328641877,1.7829980326117891,1.638930722210472,1.2645895379950685,1.1153482379811734,11.130280737917944
1.5660997995363497,1.882672518953084,1.880459103580403,1.703692658434672,1.872600078749108,3.1845440210746983
3.80637024913558,1.0743042491115238,1.9755017225186704,1.972002793151664,1.9907155387611024,2.729404528598967
1.3212977938239447,1.0152007128889204,1.116031291279894,1.2343119814163273,1.294609658778494,1.3636042540101705
1.1150466507498715,1.34237800198102,1.9062119438468232,1.6734040325615196,1.6630115896755109,1.6815198530645634
1.0673498337105722,1.2810841909848611,1.2895901427314658,1.855195663274232,1.9532604752811675,0.6165108448797807
3.155149587998175,1.3511036998495218,1.2693978736135858,1.9351848470449264,1.330684486857958,2.9862852877077186
3.4865034367996475,1.7318342412093335,1.4901435957602993,1.5051259952596516,1.95264831767015,4.9030422341101145
3.099703792152652,1.450319552356898,1.4626788358572829,1.1188992932469677,1.5828564879065896,7.168940988189309
1.386265099038979,1.242644928709474,1.8600987860036635,1.5754603410902348,1.2988061841678844,2.903492380177777
2.410835418441494,1.4974992695312652,1.7180711877618582,1.779852396356744,1.5243314617601085,3.812277967275089
4.412811775587832,1.9842908003997293,1.3407683148224725,1.501176110739705,1.0441733056820617,19.67719949776608
3.2498698518858062,1.9355311488011837,1.4466260654833325,1.7974049532467056,1.6896675526880154,4.920947517393001
1.326384599074537,1.7513715504504477,1.6670496948380509,1.560044616104558,1.7516118999907282,2.5345192109034924
2.203449220949327,1.8190349781649005,1.7348128165005392,1.8974668210567769,1.5741583011122873,4.134325997006271
2.5693342944384296,1.3584174035398386,1.4586172381353115,1.1909009868427534,1.8780513008500124,3.661814090463575
3.4473875527952487,1.6143475226582344,1.4676032408524486,1.5396461241269224,1.196978064859085,9.020984199700887
3.8107300766476535,1.065139943219823,1.278252343397399,1.5171948011555745,1.7987793468558682,2.465126044332674
1.3224099208064586,1.6291693978348136,1.2315263481528418,1.337731091685584,1.8355980324539187,1.6713611659106826
2.4696252100512863,1.3442452856891487,1.1670202752975718,1.2306344176301458,1.6503069750989705,2.877202928813124
1.2438148530577338,1.552517090921023,1.970722587861187,1.9618255408171212,1.1540533745317076,3.560705877191808
1.353354917742681,1.8965176017000505,1.8059026740522337,1.1897312272571876,1.9709240923778435,4.477656945177026
1.8661200120411128,1.1921662295578277,1.1958128624511577,1.4318660662083342,1.592328745907562,1.62117910604376
4.359698901300882,1.623212382060133,1.6689563673923806,1.2563429186458477,1.9333507851481253,8.939823056010052
2.948536254582839,1.93520666837518,1.578923905691758,1.9763933448396576,1.0586456793117391,9.752509937977903
4.536092560720364,1.0237405586548851,1.6445317821451604,1.2612192694068778,1.7928965810988846,5.014498782096579
3.800559650358209,1.0969691007329103,1.8250653282637173,1.4596302883526553,1.8511051332691788,4.172874756522309
2.7959377418927387,1.201342542872672,1.5234900932426965,1.5593198379671254,1.148019822490593,4.976392731366003
2.7724326530173737,1.4033738096892354,1.2996284930921114,1.6724084617968495,1.7918323802367322,2.323050277689222
3.307375236140353,1.5610059243540784,1.4363493398117573,1.6454458845458344,1.2295612226412571,6.71066368540851
4.911901295587115,1.581750422510113,1.4482522546714311,1.2859921310192108,1.9167785753543165,7.529071529845889
3.404514551338328,1.6369735338552556,1.0173527254249308,1.0145955155228172,1.3442778091078214,8.139258482471265
2.475285178227259,1.29741983742701,1.417268966426824,1.4898255240250085,1.7810995733677832,2.4743667894840624
1.1726504701189049,1.0543153457152854,1.842726202984783,1.3401442575460525,1.9006068948021688,1.3417284085370194
3.1310800088809243,1.319317758280384,1.870677153644408,1.6663461246208309,1.2380938578296714,7.225775777586873
1.5350340487010712,1.734163787159075,1.122469804860246,1.4658952173300317,1.2038381094765849,3.0905327726905365
2.886411001293605,1.915502391425008,1.1248496547401703,1.348774241316995,1.020918364309541,10.915000177577292
3.2346972798582185,1.2594866750558933,1.2742785324368606,1.4832561084384193,1.5755323171381708,3.1936042449383546
2.264414017644187,1.9742041272264168,1.7843343569387164,1.4336106644478024,1.2113772607543174,14.949791338546577
3.0167802314364924,1.862379870022821,1.085610600861207,1.4127438704779351,1.6600586776104684,4.127312353355329
3.7583921304789554,1.6035409908055145,1.2214215826287314,1.736270083793309,1.5670582349738913,3.9618310839451834
2.5504732921198583,1.243645155288375,1.9068049980781432,1.078158582087815,1.4176894220186218,9.483495291634162
1.9261194576232628,1.3150960709639825,1.165028320797735,1.5167368130819776,1.7935565650611505,1.4567189768401678
1.3944070678298477,1.2097305558040017,1.9075370390697597,1.7367150417928188,1.742586608180409,1.594677734006183
3.290519136464002,1.4605374416192594,1.480004468223786,1.2593810576893278,1.099966659188646,12.374912647607148
1.9808239146317683,1.1305958722705238,1.0858792402717534,1.5696106888677843,1.5836403765232283,1.2651468198094682
1.2205815957300583,1.9026488013082328,1.6082118382953978,1.3019416925673235,1.1037899344307571,9.042612031237253
4.397363769325711,1.1822462406329532,1.03885034584181,1.3224404057859829,1.5188346848433838,3.707578517435757
2.422187401995903,1.266257144849095,1.8160934772265849,1.4165256104863604,1.0414155502329598,9.091622635900771
1.787174836222318,1.0383011872255217,1.0618876256260814,1.9100741081910464,1.5463632044373936,0.8086926856434579
3.946611424894542,1.4280832622446469,1.418669878021673,1.0592048399314693,1.2704068158273756,13.840355732643843
1.679673224185834,1.4081107930173666,1.4361852801657693,1.0014969972582386,1.851518987835437,3.319183686345593
4.7209556588286095,1.0474431611938415,1.892760026123532,1.0950576277783366,1.07771279324768,20.607315799006965
3.838980954272173,1.1610110279747192,1.967616577442588,1.4346306666143955,1.5392616734844613,6.962595416691448
1.7449457498551315,1.2459380025488116,1.0399345173661645,1.0124336634714235,1.6359756684856557,2.070271728371253
1.6516775796370489,1.4133215076156749,1.6524908560891869,1.136569843960558,1.93019287727316,3.137618667259773
1.4653948030145385,1.858553153791069,1.3220687902361936,1.6495014230327576,1.5621269895642491,2.3373039353467
3.4749738513357897,1.0299734971066767,1.245254753403506,1.2315100031659667,1.7289895148077328,2.871782961826112
4.353820923393188,1.265097075858587,1.9580766156806144,1.1878303195957385,1.010151585685046,29.959815814634187
4.872859743785062,1.7541980924646552,1.749715378377921,1.8701631745638028,1.0007207258786086,20.24848787740588
4.370803953041369,1.8653835857616496,1.4068463748725772,1.335825510693058,1.0580019763765949,23.61800158469007
3.2741754715176,1.898237182610887,1.9749245683079053,1.2563624475020423,1.523745546386055,19.930195848462297
3.445149522852686,1.3247217845275356,1.6940835244230876,1.8373547346827983,1.7560159201315575,3.4618326571906644
2.913425177644545,1.0857288947634305,1.1680941351420295,1.6505690171346483,1.8567257120480471,1.4934041197033665
4.992760405920961,1.018857221468604,1.0629593373318111,1.6197994195488632,1.7147144335728468,2.380870341756224
4.296849228016267,1.0283987122623115,1.3767930153361083,1.3891920964718745,1.6326868073875147,3.724777803954942
2.2169747072569344,1.6734750484498164,1.2033400908788552,1.6868504216883955,1.572569740930362,2.5194484083520545
2.7987824168451385,1.4354909201181032,1.6634763932147538,1.0958082013559407,1.491419200651646,9.26604196367467
3.002957892577112,1.1522476056447726,1.6766682778674604,1.6016710960865752,1.481359847214188,3.7761816404498574
3.930806778837558,1.1752189181028465,1.0504874338560162,1.2923835901732494,1.3402465116055091,4.086388154767493
2.508407478234242,1.4799725834469477,1.0645968374632484,1.2390226847394603,1.0902335286611176,5.544458442489326
2.2393548802834022,1.424976538252416,1.5509234843271376,1.555185499150861,1.4646100133350526,3.669551071740361
4.5314212731962105,1.649652657227502,1.4076540115622913,1.7563984606817655,1.9750543089999124,4.318748270593293
4.843060218463494,1.5158997926248026,1.2132866441174606,1.1577438444566577,1.4690639195453858,9.437979789861927
3.896576844140048,1.624358671196905,1.5530829531308612,1.7226407969390445,1.0984118101350449,10.884739862216682
2.930054073298663,1.36615739231722,1.6691225678141346,1.6020110776005152,1.9753662757730448,3.09297486530826
1.1485616182414518,1.0430649236139793,1.70167835960457,1.3432661470412648,1.7016360826562829,1.34832262390006
4.447998366437949,1.0034947212343095,1.91735638370852,1.5280588152322776,1.8735409956947968,4.262460131216909
4.963419951996455,1.4568025997354743,1.0741023785528228,1.838364934049224,1.737737599468271,3.1369374331550883
1.7437832055581617,1.8168680369958283,1.4253269467286924,1.8309278731359135,1.5287028561931342,2.6547623515308008
2.0091620155055128,1.4278101067953552,1.5876706958006477,1.616531676745093,1.6109746054878191,2.7888231049108856
3.369084774021851,1.5288348956904394,1.0579123271355295,1.1005076263694409,1.6481636490792466,4.849000498913075
1.5340146312507827,1.6612226719548926,1.6588817976606771,1.4783593784247773,1.057370570828832,7.4085483391605775
3.460817713355764,1.7612747265546294,1.122444748740509,1.7473463045994315,1.6113574585576655,3.5233150106993527
1.7552839941134,1.4443110642663206,1.3417500654908956,1.5780252088384088,1.3657913829112127,2.5583668862622067
3.239487424914069,1.6605329377710567,1.536113816961131,1.5711643974866916,1.1065440829819266,10.809993643654373
2.9457441498540446,1.7961479989031433,1.8347958587762616,1.248980198956427,1.2253737218751208,22.4267958172562
3.914058359217822,1.9202153913861937,1.3764001354642763,1.3327318366356915,1.144598745289418,18.221294266933924
4.241129975614664,1.8034830537950437,1.1343524744271758,1.4911390076629174,1.2307547135423151,8.68901867345668
1.7487538316309887,1.5130000292040833,1.5419129105926834,1.856295898906922,1.6718684807646425,1.9596885538318407
4.240717229365552,1.0572003691433949,1.6094025366407212,1.2759772737893855,1.2148304831611785,8.469181441472998
1.9668972525731707,1.7668823183834672,1.5868346102211537,1.894032923817593,1.1947876846618763,4.822946826350952
4.857084138409469,1.5000678307696,1.5128385709893732,1.6097118107797117,1.2283934203155806,10.446859032697972
3.971179812596715,1.017576820163654,1.7283481181018918,1.2462517138038685,1.1325817418990698,9.834467698550826
2.996691165771411,1.0682276191582618,1.805613875031045,1.65095888841796,1.7495259482041123,2.8465558053407523
1.545736273639791,1.8847903410807203,1.626775170368322,1.80996750600482,1.3647588301343876,3.802482588331221
1.492497811534963,1.37736031888107,1.346576128038036,1.9212621360622515,1.0040956799536596,2.4110236201980806
2.0169510177266847,1.90819945870469,1.867412276542048,1.2092251925430797,1.253990415877248,19.13132435632198
4.973477613513495,1.452798797575594,1.1394370589532423,1.588305072365554,1.4341241465979149,5.313232181616947
4.724006305302188,1.35327781296249,1.739307709609216,1.2628675159245375,1.263294892768308,15.932428884391896
3.6216446749294295,1.4155116710550772,1.9477525269684768,1.80848968284023,1.942359304617706,4.317497993845302
1.1436328063375822,1.2956948289334411,1.5464153525806783,1.2327217668532016,1.4018263684547243,2.50264460388818
4.077859406812111,1.876274117955028,1.0215377662064675,1.7307290396897093,1.0793575324772924,7.299135569696685
1.916169720839187,1.8639274329755489,1.76899117628384,1.563493377196199,1.7837882814103092,4.33391217832237
2.0795100118813794,1.823005147944717,1.317213803652387,1.6741618807059853,1.108524188425127,5.504444554066064
3.675813363903369,1.712735710057729,1.9130794982024988,1.8111238429660883,1.271713043683997,11.57122404254882
1.328176195474438,1.504769464640966,1.1503654635434737,1.2043216494427085,1.8882346387251512,1.515284151676196
4.471551737550813,1.6935464983376023,1.282130479360042,1.5868842628170223,1.610960299940769,5.983759187679061
1.364451027802775,1.2517445170632835,1.16074299818921,1.2570847086822678,1.5237910233560736,1.548780782185646
3.2570623904990854,1.146209026498252,1.4970711115144013,1.3034914426968929,1.6072061596456222,4.131299049820188
4.610164741120845,1.0385642897633829,1.6083700496087965,1.5404421749664,1.5235905078033911,4.782959069484761
1.6660158169183412,1.785856246441143,1.4691728692267287,1.7771755488112262,1.7552151944443768,2.1974183444415734
1.3301189205142143,1.0718829875620446,1.5578980085777667,1.6941714941384964,1.3340067918497127,1.454590083872663
2.8862895019745305,1.655343037143619,1.3813619634083834,1.707032883594855,1.4551743141354452,4.360098485190373
3.1740443330868917,1.8207893824204748,1.97712280690715,1.3943980640010003,1.7825005250123651,10.335114912866606
2.877440917391024,1.811320875702751,1.7454016831025734,1.626910250750003,1.48374918600895,7.783491104532139
2.3211332719691056,1.4498984651217333,1.4728912958111904,1.1482006042415085,1.254153348368225,7.906070235323461
3.2587106168572366,1.777282784393628,1.7639811881275185,1.262518410421804,1.6367190751272171,11.598969008990554
3.772300341531808,1.736751599910578,1.2805215953273927,1.7927939181771064,1.3159350167218564,5.910539541601013
4.883806489224586,1.254859052217446,1.7482848695612487,1.028201216713058,1.593610805036389,13.747078720344332
2.673002133263914,1.7081242357713762,1.9856834855724657,1.5737012073789671,1.6478244241227669,7.213472884122337
3.765657632184545,1.554627861527298,1.0611470262377178,1.0427223408066315,1.963222407812676,4.664288319241066
4.797270519843062,1.8469047402005587,1.3786045349156464,1.5172748512198475,1.6875768681426409,8.170100242822006
3.3858569210704665,1.9506406931898428,1.8051165105008715,1.7643458420552367,1.5210089884535036,9.189099884347357
3.348056333863638,1.5170136472549545,1.4907918407216498,1.3828619978602523,1.4798162563565462,6.761958444705839
2.305434989600368,1.521525823466383,1.6234357595429034,1.8164578348572304,1.4313652765371492,3.655946550051565
2.6267387855440014,1.003285873957997,1.0598429413029002,1.1834106836518938,1.5337482909848874,2.092180686860566
4.404536640691925,1.7884799981128887,1.3454989887542357,1.848370717722296,1.083269194781978,10.245783059750972
4.486576104965639,1.6440272839557075,1.5731239075357752,1.2492271272479782,1.909558365421788,8.780167284109279
3.232956713292456,1.887777772931328,1.129162332472843,1.1517249184954546,1.1955687471310874,11.96929211055388
2.2961660350117348,1.2356121768869528,1.204287426093469,1.2287130688976935,1.5947671698390111,2.6106744787650062
2.827155021070576,1.8018594691316057,1.2821467752327933,1.8783157806801087,1.012403459702523,6.700126729954288
2.1607651259819085,1.5440260445174467,1.4390728821943093,1.1644508406550105,1.4636395494600514,5.797219216526209
4.506679616019754,1.396269767717758,1.6441513383057322,1.9160295630499768,1.9002877971021543,3.959396342458412
