epsilon,c,I,r,B
4.72252434233439,1.3036140117033503,2.1390447488949187,4.801792221778181,0.0088341423547332
3.301280404154292,3.430278052691304,4.908258000092921,4.890381853840118,0.0041121001196735
3.448995646222582,1.0445051236627356,1.4450758166099915,3.8911738497315578,0.0157078351445475
4.741470158565072,1.34652294750805,1.672503859834204,1.3377779748951029,0.0231452927968036
3.245477244468945,4.009102375109752,3.2716606204088943,4.492269573131572,0.002222028921911
1.4201196479561955,2.1188922117355684,2.35091678587688,1.860873896987822,0.0315353589828166
4.9839050292111935,3.056156437958581,3.1188308863736216,2.1543021251825114,0.0049497632638814
1.4648681026779435,1.1057422787952975,2.6168103276648256,2.228287102380931,0.1043553879507519
2.8483804793435823,2.3863981618646357,1.4375062303423012,3.833008407630377,0.0036796480635156
3.0589648056294467,1.323211058752423,1.6806801249557095,4.043478983589413,0.0123514311481659
3.17378005471448,3.611203526121876,3.9278477107742673,2.3020854196026432,0.0065610384125675
2.9886668020370344,4.232806827797452,4.288628215169801,4.786803115533877,0.002662922747212
3.1190943666973445,2.7460547170364453,3.1657644948731383,2.298450414383548,0.0093200171003288
3.1457730050624764,2.814367743459878,3.259793955986096,4.823488228549126,0.0043167807218738
1.0759670966717083,2.8421566689141726,1.4458225770991833,1.5422584167979485,0.0171665477577928
4.368038571883698,4.185943395199517,1.4653658685818698,1.6535301651877283,0.0018428115007843
1.194553180953247,2.6505061488451984,2.7968908662547034,2.398558995209512,0.0221147546850045
1.7301878865972768,1.105123880044386,1.481504727077457,1.374336814903378,0.0811922915308222
3.090049310586874,3.789290866276741,2.039333436255976,3.1806790445134268,0.0022998908632886
2.5516290205040004,1.2507668603336972,1.514990405453653,2.2536316757193235,0.0268025929758713
2.514812387484909,2.4949883950107754,2.962351764689473,1.0082964553753713,0.0298693566136301
2.638102099397811,3.4987679383411523,2.8451886238662563,4.2843806052320215,0.0032728136269601
3.7870022895621984,3.364154953619656,1.8605238496462289,3.655143081188526,0.0018901812063946
4.252751861988685,2.241118420401832,2.354925561860498,2.272773189125457,0.007720431323562
4.122763763749308,3.884758425274953,3.5611073077005857,4.167843365278351,0.0021856333980637
2.393570714070168,2.683545268817382,3.2311572718973003,2.0812083856130044,0.0143350280668217
3.3446350667903704,2.92397491184997,1.8050008155098036,4.508802181118115,0.0022281289928498
3.9878229993492593,4.9018900035051125,1.6155416862914609,4.243190437447296,0.0006323867759443
4.573776566443684,1.303558620289624,4.648332862261474,4.343652101371754,0.0219142312801243
4.859614484159303,4.526700377844058,4.665352661143648,3.6426329553949817,0.0020470284599465
2.215099791723356,4.045580969509611,4.9152021116807285,1.6103295049660238,0.0133995949444067
2.8530674525805497,2.746288246523804,1.7421169123878446,3.294045016586006,0.003911682730309
1.9715719737371988,3.384244636129803,1.5932073998787617,3.596902518614921,0.003121962226624
3.863264350504161,3.795164671394988,4.925125768781248,2.933506815704178,0.0048021384782064
2.324435906176708,4.562786186751483,1.047779490400854,3.1798081793218502,0.0010837055336525
1.1650309063486932,3.963485351571392,4.826001496539101,2.6214176006602408,0.0160095605608334
4.061816859566726,1.0373486355449717,3.402293989690415,3.237689982692717,0.0382636935836039
4.989810570494114,3.669027763324735,4.822261543532705,1.4567762164651317,0.0078431766336984
3.148520840689018,2.696459268853017,2.2352615316786464,1.345300746981676,0.0115514044767335
2.7670610801599453,4.200132948348655,3.529664195757549,2.593401454938422,0.0044375059683554
2.909923721799021,1.1321461796646115,3.014222816921164,2.87893830659938,0.0446762292238762
2.272914714529083,2.8263284247977083,4.681109170029497,2.0502625117735342,0.0200138682979991
1.0811270762608705,4.511672871274504,1.1155274247259528,1.3263562567316902,0.0060825857963427
2.756032349667327,3.890406559221672,3.801283162711753,4.208057872550185,0.0034466275981101
2.4850171740008773,2.293751818557619,1.8805022744214372,1.2819062101882204,0.0178572877504444
4.47220077298816,1.008609572323815,3.8742480578543863,3.46627835255892,0.0390999909834322
4.158435101290412,4.031752508566665,2.5340134378878325,1.5749523873105966,0.0037882964625161
1.244808027470765,3.828290862733574,3.859202151900717,3.468499346188443,0.0097065257050375
1.2389754579189116,1.1955051434860184,4.721412032865189,1.8024205799459088,0.2354346037363028
4.26830900148523,3.045562857208392,3.540406904542333,2.674254634936424,0.0053220575505233
4.7637877923453145,2.958514368577762,3.9314761681854447,4.581477339630151,0.003275446146446
2.171017966354585,1.6898337338339782,3.26780610218956,1.2033559068629611,0.0697157571278556
2.033851787292708,3.306746629901652,3.8976067386850457,4.604650722681176,0.0060575961367223
3.265973942330094,2.6125749330423407,3.663559589359941,3.731657485363306,0.0070092474179301
1.260845863644395,4.2722971615135625,2.4936329150251635,1.0418868715056728,0.0165518744928315
2.35519559740396,4.574611628142398,2.70710524932956,4.443451601576486,0.0019672945032942
1.2906693836193883,2.889403694144273,1.8721560381863327,2.364200077100428,0.0116962459443839
4.8792399962842286,4.673698539655566,4.549646180808397,4.761218701498077,0.0014269411140608
4.830723318392417,3.2719563839016783,1.0380189021056323,1.4310610415152647,0.0022322357510086
2.567765250827231,4.490346396117551,4.159088359007772,1.9189937367227885,0.0066623848262508
1.3549351760535648,1.8927695666962787,3.2390850698887594,4.903003579079325,0.0216603898509148
2.568046096157657,3.0555092677042266,2.7073914755490534,3.2927347610605624,0.0054581367780703
2.247207978631101,3.284980937943116,3.069103747405229,4.088949721082967,0.0049261876946422
2.6871079185546503,4.56353037592141,2.558059558166092,2.198869286602924,0.0033086007982322
4.926993424799631,2.924907978040632,4.86134286225526,1.395948401795494,0.0131492390603388
4.26882588689155,4.361693726124258,1.9691478227797363,3.5056505853095485,0.0011008066628595
2.170233557160754,4.009198273702477,1.552630805875566,4.261153960328551,0.0016624154275019
4.202533792192126,2.636148404367247,1.2419077873250497,1.5146922509490812,0.0044682159332202
2.817434142651912,4.5336508580205575,4.876949111136136,1.1982285374529282,0.0111861021413545
2.49099041938075,1.9528100941269164,3.3302490621140373,2.669714470729501,0.0208996951314444
4.185184133229073,2.5732755218758623,1.954208946029328,2.917367759400792,0.0038469168722152
3.886355046470303,1.825384562307538,3.026218018196081,4.056785020676172,0.0091682644131198
4.73273064826849,2.865488347705873,4.2267404395719765,2.67913662469336,0.0064613276940855
1.8274872735283891,4.231374048268103,2.3924156912407057,4.956885877938372,0.0023476354346452
1.1252936417755848,1.3495035264994586,3.201312596873924,3.345209461463938,0.0743209044477359
3.2032384695486367,2.9008036706158067,1.6209213731160013,1.3644900989746571,0.0070143227895261
3.2131811037735982,3.949961288224461,3.435656808137191,1.7325872987896314,0.0062952632746782
