lambd,d,n,theta
1.8546131273776347,2.8192356788973774,2.344859158837137,0.2843636488155165
1.69618302558677,2.4153120540643958,3.033179452699492,0.2336468835536705
1.169258326770175,3.17701182804704,1.3140934715271992,0.2838662141914599
1.670759968386848,4.729196147938516,2.347740883791817,0.1510530084126606
1.127323580694083,2.840706245002162,4.946469125486316,0.0803145000080299
1.3710281643531783,2.7049844995474706,3.294170864818432,0.1544771057961976
1.6664215727507814,4.07078491102017,3.4638510344275613,0.1184578047978916
1.526308840899744,3.951109236412581,4.250036622869395,0.0910186775410013
1.685400516309977,2.4147994301941,2.249327483741912,0.3154992683278526
1.1564808533493405,4.986487434774176,1.7877141393163685,0.1300982477740487
1.512743027823379,2.956939761571032,4.445755474600144,0.1153294678797748
1.3139804383791027,2.748475970930734,1.3608165823666971,0.3589758410182211
1.901091542168062,2.7273478764779067,1.2938890587062488,0.5689205208953155
1.3212042043826822,2.0545630389188254,2.5706581847731846,0.2528385302530778
1.181789270570973,3.081978093977499,1.43576156675396,0.2703532632361977
1.3504820451495272,2.1500344585825744,3.1583541944599283,0.2002109636976369
1.6485768698543508,3.935709279835452,3.3354669263647203,0.1259150825930026
1.9063557362629635,4.440518332208628,3.0812309170754744,0.1397852345884945
1.8242342978211463,4.7964339398957865,4.9426903364714825,0.0770243884939403
1.0798456371999705,3.6112476739923047,4.294607921579737,0.0696838948458824
1.1899665833692057,4.780233437550302,4.613914807151722,0.0539792709420363
1.9055575646353835,3.26960454166348,2.9459003566294304,0.1991514056506143
1.9359578254546077,3.9319776794454007,2.721551576340042,0.1819140564609598
1.36658719158726,4.602374733764661,2.550030057679752,0.1167068646066343
1.7666583703698249,2.3413372044056437,3.470158856155398,0.2191908523897196
1.4614382439853502,3.668578343128443,4.749118761692676,0.0839808483620823
1.2137228961347826,3.185985066704503,2.3068734016306047,0.1658998687217395
1.7596109039138192,4.223066526447633,4.286438518800711,0.0973595243628218
1.7157813372407444,4.840110257895112,3.5860102823975204,0.0990159216844753
1.1659496257963746,4.083410505747079,3.576659340826835,0.079917438980179
1.0403598445903146,4.94112110319438,2.7891934335542543,0.0755601450456375
1.2231537459299608,3.88430692667824,2.70274081769401,0.1167751940845302
1.487600298008655,4.0932507200501895,2.6191891793370523,0.1392049171277558
1.316131449297542,3.0805350596471204,2.5732070589398406,0.1668069946990353
1.7220510212020468,4.629319538592349,3.082115022113861,0.1209873768302609
1.878571864693186,2.827691582201968,2.186726329370848,0.3086886096234517
1.287703357254434,4.655293785618177,2.12447170101362,0.130572750147053
1.6277915550742397,2.9029968205059093,3.400179907612169,0.1656680481170646
1.008023800191521,2.556053420752935,3.2105535751956955,0.1231456748151589
1.736425114556175,2.265259255249341,4.068835874317536,0.1895270072482619
1.3329805499226557,3.962842961525901,1.2140395006220968,0.2807398114462427
1.2141324720677875,2.600033982039845,4.425502055558571,0.1057142944523871
1.588801699027781,3.5766581267110813,3.5393166601107717,0.1258402818385174
1.4708884998877336,3.5388745521934872,3.0409420277850017,0.1371096488225316
1.8657377415088816,3.644718405069951,2.85075486252877,0.180546370028058
1.0361951380393664,3.598497935079922,3.336941236418072,0.0863996923538634
1.9355182881742536,4.020061552045872,4.986796534481268,0.0966985491958693
1.0037499733014137,3.24358185877505,1.5334795319264884,0.2031961135957303
1.2519999519173233,4.8008303568838135,3.9593123738207807,0.0659147659905925
1.6448289601521608,3.284317544159232,4.327757840757096,0.115980972777024
1.4109010512714502,4.940346077041316,1.377262647392095,0.208874274171142
1.6880653101409049,3.274791046358388,1.5279379341939552,0.344116316433007
1.8831022387742191,4.009028106820847,2.06262593308692,0.2297426008664181
1.056330050037436,3.988672519715076,3.162743096239657,0.0838332225179406
1.3600257700167906,2.527181672449259,4.289329981545492,0.1257961206135804
1.2996401879186616,2.1311673350525604,2.8163296845382617,0.218260787296241
1.94900598851196,3.7214786641672335,2.9579287484071117,0.1779940850181308
1.2805934895475242,3.8571921635013218,3.8074181265479177,0.0873094692045739
1.072265116820472,2.4485445706424565,3.900712359261576,0.1125036918757181
1.7811583564821791,3.544553581390645,2.126737276534713,0.2385357585269119
1.7350577658630857,2.343739762512812,2.029896769007142,0.3733059335582819
1.5856273485913883,4.385900183252529,3.745048869836534,0.0966855883323399
1.4017576494005604,4.900898156322357,1.880796972661368,0.1526664733058647
1.0150121082576695,3.086773011823107,2.7746260820542714,0.1187911145468794
1.607437793262779,4.447564304311047,3.670041977428163,0.0986382550912718
