h,E_n,d,m
4.737884488245554,3.259810071842658,2.907518690935649,0.0103167255231004
3.801032163090941,2.937451824775949,2.471884379131557,0.0101949781127653
3.033671313203014,1.035745698658972,1.22324793415491,0.0752082004043145
1.4651736411496028,3.5105471863009954,4.928415309705243,0.0003188592723696
2.8683847926096897,3.6385518336134974,2.8642921090199427,0.0034907754346519
3.006758914097923,4.913139643084502,1.306583315997277,0.0136513046087396
4.7672578138579045,3.576528117015766,4.537687434977968,0.0039085596791394
2.0212846704400205,1.1431713710575917,1.107259132733228,0.0369194608650771
2.0746996635115544,1.7948593149157983,4.159600419417736,0.0017554444891418
3.799493592110642,1.6769031040483529,4.19757186388084,0.0061881018266798
4.002124798145751,3.448489330558818,1.2168878241208216,0.0397247839425764
1.1267004157248883,4.255887634004251,3.5566804860544567,0.0002986395479033
4.904348894947882,1.919225093216704,2.8976846157326857,0.0189036140055976
3.771039739168944,3.745979464851471,4.148188972845779,0.0027941520018302
1.5639687178339066,1.2688718032443558,4.9831739841388725,0.0009831879432813
1.548679096234982,3.3163675091542237,4.433679374905609,0.0004659527954354
4.5833819570140815,2.249289289324476,1.6315770181948346,0.0444346634526247
2.28269863652803,3.996440197889066,1.2339461153520586,0.0108453036896312
1.8997474628762576,2.0516256592027906,4.128773518968378,0.0013069584191324
2.4389447056080824,1.6094922965534662,4.971511566613978,0.0018938621547525
2.323799732730334,2.550024577691909,1.0162672420130594,0.025968534551822
1.3978752324656003,1.961505954610293,4.004176460274845,0.0007869208287399
1.0637915528067663,3.0123882455456195,2.8318261211721265,0.0005933066707568
1.0285831937102867,4.343450855438329,4.796625363266811,0.0001340857435052
2.0160633282512923,1.7322172121083064,4.948167029834858,0.0012137452841431
3.0504112010163054,3.617892086532352,4.689678480114948,0.0014811031140228
4.390259298589896,4.623494581111281,2.284336478642232,0.0101181265588996
2.1957199944795467,3.012916244758811,4.294655081706956,0.0010988047851844
3.19414101634876,4.089823548955364,2.828581867032544,0.0039489020527902
3.8066629854137815,1.734509010542562,1.7215977578330164,0.0356992579582046
2.64987298296498,2.016264332019372,1.8904412873743477,0.0123420279966296
3.67747981244453,2.2832891138962745,4.197465124394864,0.0042577069206351
4.853894967423635,3.13424892452393,1.738440247511052,0.0315019904173197
2.4516260128847565,3.12669000161671,1.135799799737193,0.018872538010323
4.355079838504189,4.062718935071626,2.320231612153305,0.0109830523157875
4.768506534625538,2.925244474335176,3.6685972529098496,0.0073149740728847
3.554988945408702,2.9120793329225494,4.649340755734698,0.0025427333547369
1.4193133245013585,3.818075500933736,1.843911280230857,0.0019653607251418
1.9813347906251493,1.885244385679881,2.848246702309232,0.0032508964479533
3.1559101555402624,3.943463258433486,3.847951327819801,0.0021603424055771
2.825680498005799,3.5890820362926217,1.969467196805891,0.0072639941814535
4.539507129625572,2.971138502065669,3.167148174272337,0.0087572553022835
2.55498074851145,2.785753292058742,1.2046548396488226,0.0204511446276599
1.609054788306608,3.542153177635992,3.944865410990692,0.0005948674588616
4.426644606916854,4.077718398190516,2.6661334605156983,0.0085620661380342
3.726302532090852,3.643863191096171,1.5889204988139922,0.0191161351339775
1.89762308110012,2.7747646011497986,1.546138789044596,0.0068755442102965
3.285379515199342,4.080575727507674,1.7456966709971695,0.0109931549158123
2.1933131252428626,2.971932872355741,2.974104683805852,0.0023177150727983
3.884229178058594,4.518070346898087,1.6384139804104163,0.0157550462135546
3.84019532447422,1.0381939266156528,1.9530160200447335,0.0471657561476421
4.845086472918817,3.691469462676226,4.658460971141299,0.0037113262212921
3.1712788674692347,2.699125682329143,1.944843786764652,0.0124763221351054
4.941376135063146,3.580878321612309,3.4031344476646166,0.0074568999529759
2.1547901423896696,1.1741683295294294,1.0295352202105623,0.0472506132024577
2.309892325696744,2.7693724925587317,1.8078755644619924,0.0074657818517129
3.807389469481315,2.796719741952403,1.1074743544735997,0.0535240012293357
4.7093142375256285,1.4785445596169429,4.533402205313445,0.0092436328626542
2.4206579330729587,3.580571382318746,3.218075243018235,0.0020013930563464
2.060837009024579,1.7709804876559367,3.083903977904728,0.0031936115251141
1.9970651543466489,4.933257770051196,4.97692413522568,0.0004133699340517
1.3143910935936884,4.395210304654787,3.245974234208932,0.0004724868067779
4.540801915033539,3.2991706595716064,2.678725230646305,0.0110309842273103
4.0454186435538,4.074358799437272,3.5010858588243203,0.0041502324014423
1.361350420659457,2.268638848771916,3.873965304412177,0.0006894032222647
1.1952736509073545,3.827503167868199,4.085079919044609,0.0002832880701293
1.2233768585189817,4.597587662456503,4.796539261678209,0.0001792027886836
2.633269783043897,3.966446983884605,4.1373362239323725,0.0012934739712677
3.346272706603888,4.969259362909593,2.3956177423934117,0.0049728598936715
2.063917025697659,3.684835520972907,1.2893219691851048,0.0088075245448714
1.926492003715616,1.1006594411324513,2.8579198555034733,0.0052286748351398
1.320742075977786,3.8935299214003054,4.358048260165019,0.0002987574253479
3.871309792823741,1.5478693542397628,1.7819174747819098,0.0386203890407154
3.3798757276244564,4.7223731756087,4.951570990483317,0.0012495838657915
4.882950927848518,2.3629472683674635,4.138129490095418,0.0074629890474296
2.0722741832181097,2.970011987326372,4.309695668617774,0.0009859463687328
2.060501891564948,1.760836011078888,2.979256876002555,0.0034404994326445
2.384516503916743,4.9268373625289605,4.001433187506899,0.0009128755327009
4.2429920517880735,3.902620360362025,2.143373747253005,0.0127175245313403
3.699448607874732,4.811268731533174,4.944875584320513,0.0014733770873587
4.758062588020863,2.14362927499876,3.0703141866211427,0.01418911310336
3.537810652249644,4.277023286328861,3.307800799078494,0.0033873426298818
2.9693473821703487,4.644680772807692,1.274192634103307,0.0148083351032343
4.764551456381316,4.54701746712828,2.7084543123015363,0.0086195513287725
3.317006780363732,3.536450256041503,2.946470532498297,0.00453869739491
4.281487426260503,2.9355711571537624,4.890372029656201,0.0033069163076491
2.742677746501329,3.384916143041321,1.175891295851088,0.0203553028261373
3.4720785308774134,2.804092688186762,2.007610572288669,0.0135094613566829
4.219681130942699,2.8708644397662537,4.400138419771691,0.004057179027624
4.414859400267055,2.353574973724143,1.0541065830933656,0.0943945528165577
1.8355867206301872,3.157942155844516,1.273309824690105,0.0083346569866269
2.6562007742485125,2.897432107249795,3.3137801639064204,0.0028084804771502
3.9739611583379246,4.549078947446144,1.347462818479046,0.0242158907838374
1.488842801936454,4.708102716721819,4.134317611936817,0.0003488625528825
1.3904349678202652,3.774540858644823,2.0347985916151887,0.0015667678183621
3.5997978657482355,4.910008720026616,1.2306373712426208,0.0220711029134631
4.454542041661744,3.648052053050586,1.5208415308270036,0.029784302773342
3.203116882528666,4.358037740298281,2.6584960316959605,0.0042188377256217
4.440534698208483,1.0211371393392945,2.077420190607993,0.0566693243941726
2.99071410552787,3.87825912559634,3.4018067383129806,0.0025240849569281
3.3552268131742164,2.535359713227771,1.705896178183532,0.0193245441299324
2.075593088901376,3.314094807692717,2.645321700908961,0.0023527337465994
4.987151127058548,3.210151617320102,3.3556441034408957,0.0087144100853348
4.864219442227753,1.5875173289291045,2.6936114941575178,0.0260164597325879
3.6585488441262046,3.284612357805468,2.1702116606678774,0.0109582114137058
2.387884140005078,4.454441391872403,3.013855092658754,0.0017848379256887
2.937628001602924,3.085180461959564,4.678036286521515,0.0016188109050333
1.0524481803009609,4.446577774276478,4.397447218876052,0.0001631490491076
1.0053688721507106,1.9415727875258049,4.025043486289778,0.000406973664636
3.5922032131359902,2.1167129327601244,2.591398732680118,0.0114974522412557
