omega,c,k
5.745065280389348,2.643015284249591,2.1736784174596613
3.462045177024464,4.846888969460851,0.7142819236912638
8.624022215857742,2.393441737047252,3.6031886978360506
9.011808067824251,9.30062903415402,0.9689460825424652
4.684760558775281,4.619545452972365,1.0141172127142843
1.6236343518859504,5.163472842909395,0.3144461879208998
7.582969620388665,8.033897712909905,0.94387181557009
9.330867966444776,6.80249229591068,1.371683724221787
7.450009985702694,1.0767312484138405,6.919098889976018
7.439157479414843,9.589791297916683,0.7757371613531305
2.938644027615446,9.322188447222842,0.3152311331456609
6.959483803242532,5.864689076331589,1.186675663903353
4.746047856438459,9.738646344000694,0.4873416375122986
9.532186313739675,1.83542485384171,5.193449513221938
2.528647925035999,3.318991776486381,0.7618723080154565
8.21357931935902,6.308123328589383,1.3020638455392617
7.988789666560928,1.8666672361300964,4.279707444334312
8.404792197784683,4.161147338087742,2.019825667035167
3.133117712607385,7.581237800773469,0.4132725809349671
1.648982947275125,2.910446028742643,0.5665739652927049
4.418600005564249,9.835673862415584,0.4492422245158774
5.961118570604086,9.899083097817757,0.6021889615128304
4.145257588140524,9.47713946194371,0.4373954403421171
7.119341071084361,2.4476329933672423,2.908663631507184
8.715488110361079,6.710033894929471,1.2988739322087564
5.9073769170765775,7.862378769579052,0.7513472818090722
1.1326415093185318,8.206782799684806,0.138012853144113
9.05464944818005,2.0188694434961083,4.485009903612177
7.932475177449728,9.042702436526874,0.8772239530306205
3.7594312257816735,5.207992734893304,0.7218580011822336
2.539933161826908,2.0407957016722893,1.244579827243663
1.3071125262111938,6.638642353421857,0.196894554130853
2.3031509868931064,6.987742541663161,0.3295987184932733
7.352203560061749,8.191379714386049,0.8975537475267442
7.265191781499393,5.979447469972903,1.2150272776846247
2.509671349492635,2.5666296219511744,0.9778081449807162
4.660942728866564,2.971796799689967,1.5683921354760249
1.2004922119688637,6.514247644479146,0.1842871621539113
9.834587323227776,2.4857122652540284,3.956446391924902
8.519787667076494,5.935591905155865,1.4353728833136097
7.2273183647024,7.618861737218758,0.9486086785636708
2.502475432752896,6.925494029561704,0.3613425153600589
9.356400247762236,9.034190242370832,1.035665621018276
3.756385951154496,2.8258306553274584,1.329303277276254
5.2196041712827,3.6593424211063135,1.426377630357062
8.51768589876491,3.1781795845562986,2.6800517944784583
4.407082203117236,4.351592153988522,1.0127516658650682
9.968668961551252,1.0263064390478125,9.713150558423852
3.798619488811125,7.018380976340587,0.5412387132611517
7.0496924320227485,6.041145120929807,1.166946380347459
5.207490521869662,5.33752422992928,0.975637823369405
8.617839745693674,8.829855264288293,0.9759887889157028
9.314522097255582,8.42930820672553,1.1050161969191925
1.905342469844112,1.444055612889361,1.3194384294049304
1.5984526385462203,2.0228160700567317,0.7902115581380519
1.811841521979824,1.2486448207633307,1.451046359902567
3.053849031064515,1.1114101081951882,2.747724722446192
2.4086884674842235,3.972215116428803,0.6063841954384739
9.522273791402858,4.08619158813911,2.330354215167721
8.344333525729859,2.436451721507966,3.424789193263962
2.5103279109961054,7.405505582561988,0.3389813001974187
4.676076604110741,1.558919194079627,2.9995631729144616
6.711037878976682,1.6750131146390612,4.006558408602553
8.910497297363165,4.457920343021185,1.998801371880148
1.129988368733951,5.982795135099412,0.1888729838173164
9.852681240391291,7.147551925740694,1.3784693476529404
3.864613693231465,3.594885010733874,1.0750312406912084
2.350679586440561,3.895467696400977,0.6034396302688775
6.626198188293065,9.207866258826114,0.719623635056774
4.173115740962088,8.458142443425274,0.4933844244023054
9.771366118121682,7.298360077337844,1.338844071076018
5.901171084143112,8.40803972290081,0.7018486209181684
2.181139871960005,5.172484433603484,0.4216812829421091
4.573314594685574,5.78088291647137,0.7911100537350286
5.659514985063819,4.246377233276873,1.3327866730051314
5.121238678767892,9.65388519304869,0.5304847298635222
8.714829759583077,3.134775385701487,2.780049186086393
3.190032016175244,9.81383112351333,0.3250547086073374
9.21323778737658,7.814024460994341,1.1790643647670624
1.4330068213711968,9.015713140743452,0.1589454765253354
3.3315619525082827,5.076361423445198,0.6562893526693053
6.128307186921086,4.174783851072076,1.467934007013884
8.442066158057015,2.411335414186876,3.5009920678761133
2.032733077877527,9.160763180262403,0.2218956038790755
8.276333948576024,5.790930138161792,1.4291890510016014
9.580798102627195,2.72416038786285,3.5169728424630287
4.722787405047196,8.419295508838763,0.5609480508302754
8.518064453322257,5.454062211452049,1.561783515310228
5.327574207154438,9.143026360212438,0.5826926443456794
3.436667428526258,5.262215101517652,0.6530837987856299
6.419323654062795,5.299216074911826,1.211372316832657
2.665673008921555,9.614911925412905,0.2772436221569528
2.491812666621384,9.68794014082602,0.2572076860921773
1.9318079614575616,2.9433277716065205,0.6563346359495486
2.1881864914118543,6.179608843448739,0.3540978962983461
1.3343485349640876,1.6541462376744078,0.8066690263371579
4.920820264154757,6.673397969045051,0.7373785119635111
1.2795424782614948,6.521671037825919,0.1961985618164583
5.021061171680322,6.2635716875083,0.8016290739825062
9.175246075052268,1.4896113020051387,6.159490105037224
5.547933649821269,4.342089296744218,1.2777106297609346
1.6641665239491323,4.560223396530873,0.3649309209753023
8.128645644427504,4.697486643159655,1.7304244294689384
7.096009501657225,7.132542589944193,0.9948779712386892
2.108677123841013,8.325696322436341,0.2532733650347641
3.3931868046260933,4.165007495305342,0.8146892432848635
5.248465357138297,4.264051647700933,1.230863458224793
3.239571063607237,3.5672120605275444,0.9081520830943104
5.519950016613056,9.583491660292564,0.5759852684469852
2.711116950875551,3.2613043011298157,0.8312983703901342
6.669984540585955,2.330275332871419,2.86231607334016
1.1674293633829895,5.161687191118697,0.2261720480450059
7.546744174070532,7.57825168883125,0.9958423768364472
3.455784989956755,3.636848619836913,0.9502141417455322
9.473640126355072,4.7511613236041,1.9939630505260617
1.9577646011268024,2.3183678761521485,0.8444581299047983
5.694406525381884,3.5105456854808503,1.6220858623014625
4.256445756800786,1.250189810515781,3.404639616319331
2.8514450542561884,1.4278925984365194,1.9969604558342813
9.77181561496305,1.2148405556454032,8.043702171081717
8.2311870019877,5.993304044149016,1.373397201502471
8.774386184878733,3.198174382222499,2.743560899509542
7.968412945501669,7.528613787133827,1.0584170168377405
8.258404282924326,2.3828257166350566,3.465802901685381
2.4264133327595507,6.129862562552375,0.3958348670951656
7.47714824571152,2.4716141352882044,3.025208562678673
9.558331756764952,3.702990796506713,2.5812464253980827
9.600740281919196,8.954392821407092,1.072182165044948
2.870478821219056,8.918359610127018,0.3218617488758309
4.860330347957146,1.2138110981854724,4.004190071439337
6.811416115397334,6.626532010264339,1.0279005828156589
5.825658024934787,1.7270311511591396,3.3732211610802465
4.12793270637847,2.552317972919081,1.6173269749996555
2.044431861504877,2.813793767097196,0.7265748774523663
3.6765741399924456,3.2076710537235007,1.1461817868526878
2.1243607039303747,7.847284833671947,0.2707128323945814
2.0927978317434217,8.684208361885368,0.2409889012945181
8.902843526516696,2.85259797166485,3.120959775947945
3.3625573946157865,1.5207551997737978,2.2111102399097136
6.451178365640758,5.41748621575703,1.1908066045239178
8.226225279212832,8.447414868115343,0.9738157066563182
6.280220878338315,6.789774811568091,0.9249527491896162
1.2575486845655393,2.6214048417966023,0.4797231867870006
5.111809591988768,5.2974172468194425,0.9649626136317444
9.01022999746504,2.093852555174257,4.303182654957851
7.47655031901534,4.668788255041297,1.6013898918937388
4.743844809109536,9.823125192737573,0.4829262292836044
7.67370280277245,4.07072642764523,1.8850942059526736
7.973994871324296,1.8784037310432933,4.245091052334857
8.664620332600943,8.513763557552522,1.0177191642719037
7.4144862998931265,4.4051264209807846,1.683149492504762
3.852834202311715,4.771139784406679,0.8075290971150699
1.7933489750379912,5.639466092837429,0.3179997796805068
3.2886126300888936,2.3148446054771465,1.4206623728900496
9.04173488662089,5.833003649671707,1.5500993021202338
9.529293871959185,3.667899853654462,2.598024551424108
7.313971477042681,5.617597101638561,1.3019750873392677
3.8843258957367257,4.00678086181822,0.969438067539854
7.161979801586875,8.724710660935656,0.8208845060792892
9.006936477351555,9.15726284805343,0.9835839187761408
7.552025097535719,1.0880431787499003,6.9409240782269
3.397643392340417,5.077283321649287,0.6691853058215271
9.841982515992074,3.413438363595412,2.8833045942641267
3.718511080243869,3.494943321223801,1.0639689226610356
2.21968981477135,9.628700724089958,0.2305284875266638
7.012778658276669,5.852951744730244,1.1981610244080152
7.825476127780815,6.489445742179463,1.2058774260053602
4.517739250245005,9.001788765880631,0.5018712800025409
1.425535527766273,9.178730224255338,0.1553085767788675
2.391805339055209,4.536882074340031,0.5271914279154234
9.66471021690306,8.802652072295857,1.0979316389568905
2.35686644304014,7.217109735590285,0.3265665244658182
9.63448547040867,9.611856630855234,1.0023542631171585
3.75678497915272,5.622550323492172,0.668163869242059
2.9423149861089586,5.359955027233713,0.5489439689622723
1.817462791155688,7.082515126220647,0.2566126240136274
1.4968515179533326,8.074312245480222,0.1853843983790977
9.529930695352544,6.262661608884673,1.5217061515558628
1.7345242272103247,6.852373017007949,0.2531275257352664
6.611170759003148,5.443655954857377,1.2144725555449545
9.0437105594448,5.947385877281306,1.5206194361780507
2.1212089328292185,3.5083925103259963,0.604609925082789
5.487329102112939,9.385594073423036,0.5846544245559564
5.82881409892472,1.041184197278162,5.598254481927656
7.170419623939497,6.8389239670714606,1.0484719026654117
6.384020744537956,9.189156461650793,0.6947341435724226
1.4446871551186802,8.840035999869414,0.1634254832378534
5.40669342120918,7.76430138940316,0.696352852632475
7.988202437532956,2.0915521845341933,3.819269964479513
7.059412297025696,8.356569399535628,0.8447739687793396
2.705009367819546,4.658928889488279,0.5806075671003974
3.03791963155755,6.382068763786448,0.4760086022255843
9.943713140057694,8.116192887645711,1.2251696426773928
7.404803524573954,3.671238805811383,2.016976807080087
6.574915934767676,3.6320450650294887,1.810251749922683
9.505750441912989,5.666218002606854,1.6776181992185406
1.2398164418040594,3.958541012922971,0.3132003527957852
3.834617667748125,1.2842981039294237,2.98576915749994
9.373137322804716,3.4874511933678614,2.6876755553252627
1.4660315605905745,3.327756569274953,0.4405465153690587
1.0426320351431584,4.350653278068497,0.2396495350247818
4.6792594469045135,2.548605211549924,1.8360079567046168
7.340387939654255,3.5386396109049763,2.07435306975977
9.345357936009744,5.156585803369381,1.8123150263306709
1.1503295909954685,5.134070127370787,0.2240580207237185
8.622201573363721,1.4326334789729482,6.01842809058529
2.6194725667861336,4.474213333929539,0.5854599169247806
5.577914617810087,5.678115614163313,0.9823531250220958
3.733178832754104,9.647417043762038,0.3869614857344594
7.278032423509575,6.323814144670621,1.1508928404613408
7.579648158595655,4.359048783345838,1.738830771418394
2.3100764793793496,7.133143689004807,0.3238511069025786
7.892123321313637,4.899600445187261,1.6107687574944702
9.18057861454408,4.039560190554141,2.27266786023176
3.0669708951636783,6.412660349467403,0.4782681021642448
1.933660140054942,4.944563551586139,0.3910679112284145
4.941653863282927,1.8589433689716484,2.658313290101251
5.732036314474686,5.83579753255895,0.982219873546784
7.546531971669475,5.80936549775224,1.299028607270343
4.66648760034278,6.473987100273187,0.720805823067807
9.044292351674288,5.534555979865859,1.6341495839190143
6.893676614518784,5.311995309203644,1.2977565327617469
5.414182281626815,3.627551097758035,1.4925171653606717
4.489209699075707,1.7897580608537165,2.508277401993848
1.716395775628841,1.5243815062780584,1.1259620826938568
3.289462840589385,2.614048765367664,1.258378529188121
6.566867996044862,6.873391352204435,0.9554043498394332
8.083881129587938,9.925299434580028,0.8144722668440072
1.9688018217192265,4.925264998371665,0.3997352066071834
4.293196464308901,2.7566172635091064,1.5574147783010568
2.862609066665069,9.610098235473163,0.2978751097567865
4.02234062584883,8.66547305351712,0.4641801550829649
2.5289942240749714,5.975270798550912,0.4232434494330012
3.8969778464903673,6.2255435604329055,0.6259658789086335
1.8812425772115589,9.367534153839792,0.2008258039219883
1.3022747649273017,8.476579401712957,0.1536321083318274
8.541594964503691,5.562258711201333,1.5356342464442618
4.009194165701999,6.524184246673418,0.6145127136386784
5.153263636433827,3.966302190665981,1.299261475477375
5.537340858420858,8.560681885309986,0.64683408782224
7.079872288039413,3.8258712002540727,1.8505255188855405
3.137065328943583,9.989254192334265,0.3140439985350419
7.176022206893091,1.4538074476763918,4.936019703546344
9.032583247375946,6.314185287381487,1.4305223613610154
1.7149375396836328,4.959320223535354,0.3458009288339732
6.385087050893023,1.0760233096965162,5.933967222972044
8.219401784164877,4.662048196798259,1.763045219011183
7.823258576539563,5.169260465666252,1.5134193040766508
8.46813319455789,5.967392432507717,1.4190675894595506
1.0488335714702428,4.8160544134033785,0.2177785966353025
9.301109994439766,8.060590018871505,1.15389940099471
5.925954428550387,6.452249266616242,0.9184323456335004
1.2652372287217113,4.831854048711094,0.2618533622842386
6.170302746679183,5.304033918929942,1.1633226410294155
6.543905342119595,7.832354295496432,0.835496594667878
9.915911039056995,5.010289183476228,1.9791095236098049
8.566035582855395,7.661981086360339,1.117992264181444
1.4773005640637171,2.5080582511423657,0.5890216319301352
4.9901165789053135,4.020493930075324,1.2411700317656802
3.1103436219722345,4.939019587338671,0.6297491975827948
8.54998952651981,2.038075447004889,4.1951290562303205
5.410296636269614,1.291636771988396,4.1887136953687
5.887349386359389,1.956784067741524,3.0086862845088653
5.516013637464463,8.774698973386549,0.6286271078010083
7.90853902823616,5.503195729396304,1.4370811828464114
6.786364984992631,8.954810127523727,0.7578457709710551
6.74119848355847,5.643226004015882,1.1945646831725754
1.8946143381915903,8.87660079135437,0.2134391737022697
9.585227440573725,2.866185875098042,3.344244880924148
1.1600407539712247,7.448114939710162,0.1557495773576726
6.341550498205577,8.96372922409251,0.7074678785656421
7.559113706802224,3.1523102306034247,2.39795995756269
2.6201103197551907,3.357170047386707,0.7804520720643092
8.662627816348074,1.674640465531697,5.172828433712603
1.166681893781949,3.663467902542196,0.3184637957309115
7.453394412985183,7.926712095505658,0.9402882712507196
4.289797163136945,8.380756211133686,0.5118627788549708
1.063512424988983,6.486097463261775,0.1639679994037826
8.661579707058463,2.466339634660916,3.5119168444330247
3.0249510149724297,5.725580022962125,0.5283221966754511
7.732117845872743,2.136854439700418,3.6184579081375183
4.696674036968986,8.009215391276168,0.5864087563539266
7.14245123599475,1.844624035718661,3.872036305334203
2.964586840663109,1.996872706660944,1.4846148333712874
4.001749686672229,4.844125082023341,0.8261037068433293
3.793099082628282,2.0738388794538247,1.8290230355924515
