d1,d2,n,foc
3.5849915818072406,2.153735381135562,1.1983156272810054,1.1971314932870458
1.0015773638019008,3.414028828116091,4.304953758831643,0.4425982959584136
3.0752342039794374,4.698136298293023,4.95084179519403,0.7251805465706309
4.736164649387524,1.6052758802898972,4.161188030308514,0.3567178204379818
3.659371216779408,1.1846302477895474,4.105707540264538,0.2674451445075392
4.255732475424527,2.6349260301036512,2.172633997238888,0.943815285427444
4.845966701264737,3.4122588340882807,2.4448855521457205,1.0835905714291574
2.7866854091917683,2.394966804994138,3.560936798521893,0.5418024778330853
4.108848548163171,2.039103780314674,2.6373897088871634,0.650709744174154
4.989612606211077,4.657838702604963,3.2883276864019657,1.1032735667081686
3.993943160801722,1.0788845688257025,3.1082154116411207,0.3193529320337725
2.0131106297233727,4.657381031744102,1.594268114600352,1.1918188430173169
1.659722916601265,2.8298923521339154,3.9089882594271,0.5040752754015253
3.829912829748959,1.6885452337797535,3.9297312292527655,0.3863404469237529
2.3668299925205987,4.663806346026341,2.735661834101332,0.9910028540373425
3.828058729906989,4.610515920655913,3.466083157475506,0.9871602686426668
1.3688044059697415,1.8880804860901987,4.98488419948362,0.2966698057115825
2.1842667353430416,4.407517211924869,3.255744422908517,0.8357713795057202
2.2255711708228274,1.0278488059093918,3.9311981974360135,0.2339724136589618
2.257547788817734,1.284476614669631,1.8715811906409996,0.5263059842229683
2.906387095607258,4.244241634472509,3.0423613049751785,0.9426041391154708
3.51346770834749,4.200330061401052,3.4403466069122914,0.9060557274128204
4.01777676716121,4.046506202085778,3.7835705588821305,0.8446549245145102
1.2929126504323545,2.7697184890740414,4.299760848075671,0.4299474829297617
1.3119433038041963,3.056407972587618,2.4489949168378664,0.6395932086186928
1.0884061568262289,3.166347645639266,4.079298941289547,0.4530823857186259
2.7793743399304955,3.599973597267386,3.2861320979230664,0.7857839915795773
2.6342156459597903,2.281888258072118,4.512421542483089,0.4242475876036676
1.836066271228492,2.3109351195946224,3.4829323431766084,0.4873780173301443
2.660849795304572,1.808181328993005,1.9230783149307984,0.6947519538339246
3.717124875014911,4.079211033895765,2.7903109372909087,1.0492550289528455
3.513714325698308,3.1451837663269195,3.953580946873372,0.6486657051427245
2.863374656440952,1.8910330461022564,1.422391721322795,0.9079227018909228
2.628882647595722,1.507154776396551,2.98660183433739,0.4233690176622531
2.8452416529892983,4.699116570174953,2.966321930929267,1.0175890535270624
4.208268003237503,4.493324615752333,3.019711142664427,1.0992981819405008
2.3080615006280163,3.034956837839202,3.119735627298457,0.6843698928814524
1.226936603127641,4.157955506044809,2.626337255677605,0.6912380898764119
2.1670677760012214,1.5452853162698466,4.857653120413398,0.2773936978668856
4.619177890782112,1.3086212018866346,1.395773006577652,0.7793704199713212
2.3928061394082163,3.680093710658016,3.913856449741301,0.675018799576793
4.573950054813238,3.7308629920265535,1.5731882422725891,1.5617724704118483
1.8865677287074143,2.0238204525546437,2.7328902041780645,0.5317946407580635
3.2035397772761693,3.621720192937713,2.252383917349293,1.070589676855924
1.7309101819337809,1.6759604716800491,3.03587684032858,0.4185578832179737
2.313495010382457,4.137780376808401,2.4879507213687235,0.9675642496090096
4.894146812097355,1.0844258900160857,4.303742810240193,0.2396352423158205
1.65721708462634,3.122953180954768,3.747044255387912,0.5545508072750307
1.481534555045068,3.809427137445042,2.903503248593158,0.6958144433560293
2.4957679105222708,4.854112218983108,2.511146943163449,1.0893223518099344
2.6092692142625515,4.278045295370435,4.868684711969369,0.6573273647069633
2.100195918580998,3.65338771545117,3.1022684961744784,0.7545492724628743
2.759786406521176,4.641306007368469,2.794826786506421,1.036795077569873
1.603740494128341,1.294493504344477,2.904783180358728,0.3487363507963464
1.625800926824216,1.1198599352988667,4.941690768691054,0.1988918854854011
3.494241232261877,4.640268128974659,3.4782168676905565,0.9654769081798252
3.274350714716404,4.038557841391102,4.60962550047906,0.6911767540705599
2.7696543545916787,1.6056680994923616,2.6972064366271966,0.4899897305330934
2.178884109128942,1.971966357776881,2.625209977801795,0.5585919322308723
1.604965540353691,3.39151328977007,3.61305190941713,0.5922809904106262
4.541345178178126,4.625329736584254,4.655151054162268,0.8152308163812735
2.194764308476112,1.5936712649923193,4.409766279791544,0.3103008721337434
1.408243649388563,4.150932114256136,2.073787305808544,0.8266512603511514
4.466011056465277,4.337670402234352,2.697215666603193,1.1824167545393105
3.577525055161226,1.6194385101160962,2.30986214525444,0.58621524930125
2.799850148544509,4.137321855380099,1.4746492518116696,1.4013688306081955
3.5622997277368498,2.965002142473098,1.0008273097183245,1.617430871674344
2.809393221564275,1.5629705218033738,2.766584194322589,0.4703603371952381
1.6510039914181367,1.0533045383282729,2.904783811508397,0.2973116844551491
4.715622662937808,3.534271359771011,2.4046832085026293,1.1205094932880264
2.038259007095334,2.849071873501234,3.371175128127385,0.5974184644805649
2.246914285252352,1.0618734094714577,3.858936385170842,0.2451498289932265
4.86009268641888,4.506759677836113,3.883744998455484,0.936752930465862
3.2870056932216043,4.777294647557658,2.266565042557592,1.284235200343558
1.9503822288590864,3.7473422575655935,2.497525570797405,0.8480331500974249
3.07645026790358,2.5286187657528054,4.798329172454412,0.4499116248102227
2.6109760649334497,4.611323335462112,4.573628393892976,0.7273657763274436
2.4180179313421672,2.9073490631183545,2.3886325217716458,0.8096207403199785
2.0988967513539065,2.9584108224158663,3.9523707002629616,0.5517489736049286
2.8425568452558365,3.817560042465908,4.55946537303053,0.6467735752200725
4.433454794237126,2.793876261050729,4.116329173038734,0.5886170090469917
3.391732478532972,1.655435835521056,1.103478619859246,1.0401351901192455
2.66195309345776,1.333435512529018,2.2347951982926344,0.4874168509924311
4.185685504474963,1.0644101755958228,1.959336869826895,0.4808427698636652
4.771934472404579,1.833205867337187,2.3095920372289958,0.680538913062524
3.737787077259259,4.366656316654032,4.247505231606572,0.806288140490959
3.3173839804660163,1.195683026176758,1.505844495702441,0.6406792536426762
1.1896317915326438,2.0496297037323967,3.028834189889165,0.4313425110817188
3.30866195111352,3.026461810783905,3.387675553929827,0.7034382903022677
3.2984475144283816,3.960154389370773,2.6714068984795456,1.0227622564406993
2.861212237812357,3.212597785789992,4.427100840687208,0.5788557443947997
1.385805850596272,2.47538427928431,3.1807436119828645,0.4983675398110448
2.466819593065818,4.098428310436137,4.363856981823656,0.6802055691511789
3.860945702533337,2.0885567036425767,3.86129110609127,0.4744309412393728
1.7973929619554083,4.870142813040863,2.695735759854897,0.9009948135125736
3.742645380672807,2.9747562760458823,2.9256283635811133,0.7995677520373938
1.0702990227316391,2.9599891553400663,3.2092078027117656,0.4954139207290101
3.2632834783529465,2.1543541266268345,4.029759355066471,0.4593565106531195
2.841723417022145,3.43394989601681,4.733920564637344,0.5778798967351167
3.0982706527322947,3.56766029780871,3.843998978257183,0.7141748872396376
3.685510123094152,4.763981349862438,2.407933024774372,1.287368480025077
2.6307105740190666,3.23821160893951,2.8756782492458552,0.7885374249210407
1.1361928737165994,2.627537197816475,1.9350341379639708,0.6185912747687772
1.2414999417969703,2.286549224979172,4.279960510720685,0.3735139377310566
1.3169552636508597,3.22813175302082,1.133353381013047,0.9005652533174738
1.9751828740543464,2.3132861400295197,1.50187168106948,0.8654115808723791
4.064134318293445,2.8210749775658868,3.2102232960371526,0.7225443268988258
2.550151522710257,4.617068983214237,4.925288064255796,0.6854526385189438
3.515593799915818,3.841283967197013,1.8358056118367632,1.3117135855406552
2.897048102680223,2.28006568780536,1.1557233501012605,1.1736255197062762
1.2447975218222895,1.9620251722643636,4.617215957029375,0.3167931020936584
4.552399701123927,3.1675894503803863,2.158926369253052,1.1095922313737494
3.3984513849185736,4.823511125176539,1.2705119334833768,1.793234710517856
3.919284205645305,3.264438542672926,2.910860510742836,0.8719638149079492
3.876029585405281,2.717603653116253,2.6917098830902746,0.8009818089357396
3.8194177538699687,3.639092224697462,3.816268649896105,0.7630634582060779
3.074076956695999,1.2972770920901118,1.6384700190125625,0.6296008565651334
3.1186466868374265,4.497710422254247,2.1219586580668386,1.2619278752823395
4.510133928476478,1.1239355360601275,1.198761345954162,0.7762180878819054
4.521568988163729,3.818441229753236,4.038305454843848,0.7820187345200303
1.590226531781294,4.7809482051349805,1.1143144823958475,1.1602069778216264
3.692115864556495,2.616253071446178,2.695229549497087,0.7686192618488531
1.4714543792576895,2.4263044340915734,2.7246174703736976,0.5547698535243539
3.8376921050356185,3.670449599095504,4.698452313621113,0.6490772380672045
4.142340033154227,3.4236068444370624,1.4428798167385102,1.5086149813425334
1.051964092804198,4.564222858870354,2.9310572018148258,0.6278316033515965
4.380771541962259,2.657273113823154,1.2105856912465571,1.4623202660366763
3.188981472315662,3.562407901285672,3.390488384328588,0.7903136701333252
3.0401129301922256,1.1319986641178272,1.0984976914049662,0.7696211356811662
2.657786374522087,4.69721146243754,3.102569328980973,0.9645378183290826
3.819596025690671,1.9389153902464729,1.7577910246595416,0.8558767781037183
4.410416092872514,3.745994063668765,3.8977466233888256,0.7891123945118358
1.99803683021472,1.1793755600916316,4.444979066728205,0.2342240087005367
4.667430211751015,1.7972690446949122,2.2816573040353334,0.6739615578382195
1.213395557822297,2.040448615105722,4.563633114753145,0.3267208549940682
3.403119507202958,1.3758627183938057,4.64059328553281,0.2727241435985417
4.889794412309005,3.597787812393362,3.160244646541274,0.9234522065022774
2.4227691250133474,3.1972264688333403,2.3575558335744287,0.8694698435865106
4.70460639935341,4.088030286471351,3.449437563845789,0.9466583905549396
4.894613412418417,4.502734706197353,2.864248273709401,1.189882283736307
3.5581834329557176,2.5306330466726843,1.4963940985639883,1.146323038757365
4.437861921166418,2.184577769439884,3.8890247036125,0.4986159043200397
1.530151859467559,3.671485022161398,2.323798384089425,0.7773261016985747
3.8164235989031736,2.1605528513890144,3.149958552720588,0.5814067044746148
2.7986969181758727,3.5000457406305,2.12221103789322,1.0377241465035785
3.11771946696105,4.362771513811484,2.2049543014610995,1.2104347273160525
1.7762078066264286,4.71377634679935,2.2034526888839427,0.9704528644442428
4.456756970413675,2.948917004418596,1.5527293222659917,1.3316986716463872
1.6248387258675885,2.350749080894357,3.686281764175869,0.457964287075352
3.627449132247445,3.5579346146318054,3.4919501795182843,0.7954626157682286
4.288309714057124,3.9378518876741033,1.894196926974504,1.400138593686446
3.5052251016291853,3.3053131568830403,4.445854032882853,0.6133647534410199
4.957967887759966,4.683054760800921,3.160813269714938,1.1407159436079228
4.2039913982711,1.7559357390830153,3.280948901779413,0.4747527695989169
1.3757946166885229,4.734890693321846,1.4241237428762856,0.973117691710534
1.7278696703874918,1.2304435136786371,3.579684145998613,0.2866963727298928
3.931176772050897,2.408174018595054,1.0009088364621237,1.4925227514501715
3.898277969788113,3.916748396060834,4.038949270039289,0.7765644675438875
4.518307430724699,2.195735788600955,3.489683236374878,0.5522964014096693
4.710598685099997,3.719229757792161,3.0034081551892,0.9805630549219864
2.1477266937377526,2.5071398031384007,3.398866346752593,0.5490633604540984
1.0241877593098376,1.5272771986798848,1.612385384879218,0.4920996098067488
1.0457668885922566,1.6287624048718543,2.7041360469307327,0.3821934868104829
4.958279430314988,1.8459410782763768,2.938168534037153,0.5576080917326758
2.867793153595049,1.1100316363959457,3.1529693510004777,0.313564929524283
1.7109185142933905,3.438500387143305,2.9330336229367413,0.6956622032651946
4.542806204733681,1.1914249571826376,4.0902860506150684,0.273730184562584
2.31655215887028,3.178252692992344,4.362238032680446,0.5542613127367828
