n_0,m,x,T,g,kb,n
1.143651410592564,3.668683779411608,4.784831368824608,2.9452674425437886,3.906929645998945,3.751601332542076,0.0023051222648234
3.2517454154103604,1.283765384126662,2.188745739302825,4.707278711673888,1.6603387210410148,1.3326609534469602,1.54574888472022
4.4984972708821065,2.0865217584863847,2.960713154792883,2.236978922182113,3.444251997707546,3.5068572705176213,0.2986346035345928
1.0901027412578683,4.592092821328105,1.7495227210774984,4.280703749861062,2.719710478178379,4.381159844823618,0.3400070231832683
1.589836847155789,4.465318834848992,2.4409169824063,3.6583643599252103,1.1008456169687708,3.025842113502059,0.5377872621254596
3.624115308462868,2.3139471882034908,3.949591635067738,2.601615809491616,3.1838661540672204,4.125482307297547,0.240876450221789
4.865339192524826,3.8956890259814334,3.467861030778014,4.056164848273698,1.6561356203679392,1.5710275343213147,0.1452995670011185
1.394465133450895,2.60474183679506,1.3914917855149764,1.0111165141459195,2.3550026654210328,4.500992361809384,0.2137318535762795
4.163213548443599,4.252580345082804,4.777735113011005,3.5453513453786023,2.537641575233365,3.425392426222206,0.0596491443953934
4.055498586981031,3.1165814639216576,4.307137138907321,4.779214212303974,4.310663074501237,1.9136829223967535,0.0072501273171791
1.5863183939249317,2.879841953833064,1.315241345335715,1.3912593582656343,4.343469445527151,4.651896729278933,0.1248593259614107
4.53509815174072,2.9064955451257206,4.372007246296274,1.325652917802358,1.3188716662053692,1.2784763983856635,0.0002301784378966
4.555306039811752,3.1929936269213672,3.9658079164001134,4.97161942312071,3.0502080981951214,2.6915562349887407,0.2540774249493086
4.165191596904037,3.41739830516572,1.3394843927546582,1.1018183046695929,4.960686087116027,1.6376375657845812,1.42598296227493e-05
4.254119527598425,2.89838117618522,3.069065582751186,4.450526163765316,1.876959220685068,3.741376999510141,1.560773716189907
1.8144100519783497,1.7890392247001206,1.464694137232057,2.037747336593468,4.663308193095968,3.066070780286173,0.2566460161175937
2.7365387852553544,2.1866620352709893,3.93843900568894,2.7544655031220486,1.8956059734201944,2.700626478080933,0.3048641434433538
4.446378290798625,3.8128430259852144,3.8289191625891688,2.2250911353807163,1.0240978118912785,2.3681511006250666,0.2604780121830714
1.310665996774377,3.026194179827193,2.494574733341884,3.534094171107544,3.838252385050601,4.533147116104443,0.2147907086572435
4.904492136204137,4.566440986342274,1.7683392045036528,1.2250575356522648,2.696986710636493,1.3933548333643375,1.411210410481667e-05
4.353634403255895,2.6905900232080224,3.177423671827854,3.4185060706962296,4.467858029135861,1.2987417893661983,0.0007989237465886
3.368893172633205,2.231085819820024,1.1045322256760026,1.467922514496295,4.2733049072455005,2.8380537228266487,0.2689661516159683
2.1515062269346004,2.318573230196829,1.5918600353807002,2.3029906036362564,4.52402149051876,1.478412337543483,0.0159552230883722
1.2873497328766033,4.164934469700745,3.4774394369715456,4.322830057080873,4.950679590582526,1.4959622462560094,1.9694459458186397e-05
4.329946045185533,3.1208025322155373,3.688767070933146,4.351537847172715,4.219496360621642,2.0854227993692858,0.0205042188112367
4.197213466552262,2.515609283495618,4.874622136801679,1.873149791702247,3.465080229540899,2.7846911036358546,0.0012166613468413
4.9525745481296175,4.551218506103502,2.232492653480321,3.122347660352866,3.4221803636199186,1.9168937140897424,0.0148519091410182
2.0900225020877663,3.580693694679589,1.0381458490743207,3.819636767634431,2.5370521834226056,2.717967715621414,0.8426116224220287
4.7990232715662,4.830748621114671,1.336636095550992,3.455925753103845,2.5292050068633727,3.843209152255685,1.40332228231048
1.3195822982222771,1.2167091590847674,1.6909367674816362,4.072989326201338,3.052189732393202,4.498507305538356,0.9366849165466647
2.7805716280118187,4.220316890935453,2.719513234320026,3.837774818598805,2.589754621592423,3.8392984993579446,0.3698673127693042
1.8599235271046728,2.772105059117669,2.8183752787675136,1.8046108352408607,3.477631580935994,4.578107357836469,0.0693803463495403
1.4207610231724512,1.948065941582013,3.158069208047364,4.216830339564409,1.4230134038814612,4.360459344098301,0.882561517363499
1.570686942623977,1.2396131984358214,3.530556351075747,3.594620122701039,3.80311176298388,1.759329923077928,0.1129986535001086
4.362074244837446,4.859131421884607,1.3636272612798708,3.776238119940789,2.672077325769729,1.9173196000360304,0.3781555049402845
3.619039769367152,3.72436019389037,3.361943205989698,3.2326488993937272,2.39240917115779,1.1946279306432095,0.0015482073770094
1.433851693836432,2.3232013343463134,2.1819753350176803,1.2146249814039232,2.284868586824087,3.775025751054297,0.1146753865047306
1.2923247546164176,1.2722668984531595,1.0159093560298005,1.905261235833844,4.162743511766374,1.017533397510599,0.0805517570615545
1.3920350391421894,3.190293843918125,2.396228784977466,4.812698551158519,3.9877364736463288,2.330648990532541,0.0919005527558843
2.10109265009935,2.5080520980527674,2.4587787901522224,2.31070087661612,3.1085165123351635,3.085316978969217,0.142789053425576
4.338719353996771,2.179145308796924,4.187712178033033,1.1283689751783763,3.3738583059312317,3.600487067935041,0.0022187313655314
1.834122687772425,4.027539145908771,1.6809417092686734,1.4892882737536048,3.7784844159478657,4.575987784729952,0.0429800051480262
2.374665524540807,2.756493531516433,1.0959372516227577,2.672624693569639,3.2165130574021474,2.2506472801963646,0.4721055599167252
2.392635319956308,3.3528510686313537,4.51840874047849,2.253492085667504,4.703670284522744,1.8911832932893384,1.3100672652523286e-07
1.8861103186173471,1.4370655654400268,1.1313292887116335,3.4222602436414693,3.211094997509611,2.43087629297082,1.006998939437341
2.2663392936384543,4.064009512043166,2.1596636554926008,1.5397514240719756,3.630333763766517,4.42213288018384,0.0210386561611947
2.0920374239619,1.3284300851942803,3.5594112204296,4.138257294532748,3.809235785752121,2.497277254702801,0.3661348580033527
2.5940907631852577,1.1138031982427377,4.480837702521104,2.1383690533457345,3.94911291714205,1.7569240334062162,0.0136665541446899
1.7491728588824684,2.3870067570307105,2.6222470082160383,1.2687735659283272,4.900112430784041,1.9973399538142207,9.694299255290858e-06
2.229075109702123,3.335959768427972,1.7971872660810837,3.5670667018206643,3.385784038141018,4.202789153770194,0.5755485909841737
4.868756631333918,1.24273742312982,2.786914039838116,2.465173237384979,3.8379516671130047,2.0782515287737917,0.3636073639972046
1.399614988375574,1.6193448710685634,3.656819813608628,2.6019563610439684,1.826806897693641,4.45636860752655,0.5506012763136464
4.519419602228028,3.341184745383995,3.925332032121982,1.969954805742256,2.234413037680402,4.410802480343806,0.1550156609262137
3.613606569983075,2.746499641647258,2.264596059108227,1.77707606451523,2.5750553501016262,1.444880483847237,0.0070627995692983
3.791582521024502,2.143482969801652,4.295943684343381,3.7557788817729856,3.2229086069322723,2.366226667188632,0.1344409258979351
2.240045372953384,1.358751307738033,4.253351740703621,3.6998849209667104,1.248014951812364,4.467490532016268,1.4479400280970114
4.126611510353545,3.2851294334732923,4.606836912803089,2.882126584797833,1.138039995700304,3.705791881451698,0.8227407662150676
4.427841660330405,3.840735638591902,2.1794526839957267,1.9450485774995712,3.97034400776018,1.2066609037755676,3.1363588135926755e-06
3.342306021445749,2.340199794454064,3.348459682172069,4.249150981365535,3.240715457500193,2.890221660166628,0.4226862766408246
1.6146356721728474,1.903579068904047,4.13305959310186,4.55685843486572,1.584181914352146,4.762694430723878,0.9092109119712888
1.3428408871014963,4.692871972774515,1.2311001102833452,4.546610967095397,3.668796073302557,4.925378819045691,0.5211438755943484
3.795870701039445,1.7936659549163907,4.098805450487648,2.881985235220879,1.885200977659624,3.87164185439143,1.0961198466707824
2.0501318568199123,1.197780583136327,2.251682407966474,2.130084574957145,3.7814691171305865,3.491914180900616,0.5203547047300593
3.3485225938477114,2.260389771366707,3.2526375254026885,1.6273576367807556,2.0318827180962518,1.6382530634783188,0.01234003043136
1.6842026945287731,2.1139565045033115,4.585427916737396,2.5925769885626746,3.002129986831557,3.781123255600911,0.0865254974924242
3.5585973022247512,4.885068565827754,3.624716778133995,3.447197943087353,4.0562209199247725,3.2993758025179885,0.0064378505278553
3.549352241123314,4.758044824348001,4.053447703586138,1.0399129322492722,2.0843349240576567,3.749061801942914,0.000118069083288
2.9220492624669374,2.7677853130205325,3.2138704014721733,1.992255633167591,1.982273252782369,4.071863034984628,0.3324230029472452
1.8149872994681395,1.209624625272156,1.5418992521283408,3.409421609450677,2.006553652173319,1.1504171981767453,0.6990159090403426
3.093712536624168,4.377716388406641,4.596864157000672,2.56439809856996,4.571944283110534,3.4891812027243545,0.0001058816992661
1.5386306758507726,2.1439181370344094,2.437977904024732,3.8661369081726815,1.1795355817983504,1.4694631570592716,0.5197978042904359
4.61193023707187,2.3714723494524845,4.924170280082334,1.9955053939600265,3.066702383068182,1.9796060538431093,0.0005330798843752
1.9007979720580293,2.094359073939178,2.703437684292136,1.0118109468630316,2.5791450926924493,3.88849583203645,0.0464520053302131
2.8443590049635006,4.878353162284993,3.0371105136862897,4.387199413707794,3.048739703969375,3.033559135739984,0.0954949601121553
3.1894661681262018,4.042096853238017,4.6361675404943234,4.258027828542371,1.511629805801928,1.3367029592334043,0.0219904024240411
2.150137197368081,2.094918804895696,4.889114796751355,1.2844236577135957,2.850595818483729,4.287111661897309,0.0107085190927773
1.957267549141695,4.381645686714222,4.32953897068961,4.066889330574876,2.1888334633624646,3.1159435282535126,0.0738903266262647
3.9116630107324495,4.883742024281222,1.3544916449638036,3.2345905080600077,1.8994028147952755,3.096739192754743,1.115834595473915
3.957103749524987,1.3956763758589088,4.5342571577181925,2.316516122445999,2.181753142222499,4.386001439922918,1.0167355801523577
1.0283942990900607,4.824246776133815,1.0264836645725195,1.8469991710481803,3.708407145034681,4.419699292125406,0.1084329449152128
2.238862589205224,2.285481184545762,4.359174927733958,4.738343819701479,3.3953814519045658,4.826347712545644,0.5100600915616278
1.3445162169996523,3.32251552363244,4.77622428578705,1.6147508561339947,3.1712793957281704,1.4749363236431954,8.948613566176173e-10
4.968633396877293,2.6686565230034534,3.548563423167447,2.306787254495996,1.0601436706074514,2.433598375393222,0.8309303367515589
2.63592498334712,4.536486056250565,3.4129256926782867,1.072173215791853,1.0730132532513732,4.872331995559236,0.10959856685069
2.389367882879125,4.622769721581434,3.916830288068052,1.7755304177547495,3.637353936689868,1.5490673938177473,9.525303276674095e-11
1.1134648125795392,4.377325503430171,1.787101167096679,3.8579518642431783,4.34893515931276,4.898088121116528,0.183989651806711
1.8309887562311928,3.198394456787208,3.673141523006051,4.517167107585917,4.623629759280856,4.535662221845621,0.1292037672470453
2.2631399865323107,3.8790601966038527,3.937382875392066,3.357450190290969,2.695929359223016,3.319005085262885,0.0562281293153249
3.4208345018790807,1.0846857751872934,3.2078196579953744,3.048267219133004,4.357117807989784,3.094673952259771,0.6857623164541063
3.2641083099707404,1.200897273422151,2.0730684834806503,4.391882951415923,3.75798627721987,2.6287725449100305,1.4515613977922388
3.74897262378052,2.921181088922268,4.048465669257409,3.771809501888289,3.387896955375291,1.0252178171154869,0.0001185952562129
1.837977718118052,3.3118977716066804,3.801007572618921,2.73811227410679,2.196113635983931,4.2828225986728246,0.1739790945336744
2.518691096235522,3.047726088895661,3.831539395778462,4.853473528294687,2.8414937931356894,1.1857714957136825,0.0078925903485401
3.2752831972587004,2.487872492760918,2.131984234987589,4.000505598166284,4.973096143514983,1.9994863173499384,0.1210860419963075
3.721860290990093,3.983515260805095,4.915820854786087,4.350596366274646,4.157448142893143,2.2761460179380046,0.0010006797813307
1.094285171007276,4.564445166388396,2.786725570168438,1.164975193536066,3.569028699173132,4.164563581290628,9.448193597861076e-05
2.414950344125776,3.617992743929379,1.801536583662689,4.486632058723339,1.7770115647478375,3.665642590951913,1.1941359666406473
2.4254813336557013,1.7045960281750574,4.047245188061211,1.7291970579592113,1.5058137983655238,4.812080278320067,0.6959824740235561
2.5695755003311422,4.866252371657918,1.9697208292357835,2.496810344328217,1.0543284274731417,3.4017826484337457,0.7818562857534956
1.3870288893906166,2.4008449162608736,3.46332188202813,2.965551490633948,4.954879955926701,1.6942839440519537,0.0003810633294765
4.584583490784132,4.828216225571635,4.235388755460006,1.8951447850283576,3.48379001676731,2.0902589804702174,7.093994372975315e-08
1.6265314649285538,4.736238685027374,2.024995709451995,3.7989550250158177,3.534467945891689,4.30196654494152,0.2043849958741338
3.1015462010178823,4.3500407425893926,1.2246743608266255,2.909724941895881,1.2519079685136325,2.8277465444968977,1.3789528343774804
2.2900764521091745,2.708710755448118,2.344611538489194,1.9543399717675456,4.065027415737756,1.4554635954829345,0.000261929034878
1.77545712717197,3.383647976305363,3.505333093431436,3.415974919439002,2.287373150325239,4.618779486743392,0.31807394570807
4.162744861874107,2.367521940871943,1.8125767252827056,1.657056970805188,1.396669904560718,2.67471830637266,1.076686456483805
1.040533829431877,3.631181854149247,4.703201264793799,3.005604085931145,4.973605537890771,2.8848800695515435,5.792452810350516e-05
2.3844806635887936,4.678031905843511,2.066563620968095,1.9831382039129712,3.981538071821305,4.265973196631146,0.0252024869577577
1.0971493137901729,3.110049283953424,1.251389935068512,4.664640122356026,1.1446349961155815,2.654939954402885,0.7656761078879774
2.108618017356996,1.1049496377764625,2.9388991934585618,4.2772354716243886,2.5667199039505286,1.9198351113257035,0.7641459332802865
4.69255177623284,4.346720860815553,1.854301779275715,2.532635903669205,4.859999754227081,3.901743424131173,0.0890867301635568
2.947328960926909,3.926959082212704,4.022559640452606,1.5789658957288646,3.927276774278524,2.21341757991773,5.7599546035249713e-08
2.135923869364854,2.138580105461797,1.7105260734088938,2.3092919084966805,3.71939746096484,4.177867468135412,0.5213441449375035
4.59148764157821,4.385150327452537,2.00723255459229,1.4030011492312302,2.206482607944206,1.985882191042592,0.0043117464741297
1.550268949429602,4.34784384635898,1.813317085529233,3.8454789026301706,4.477663055146042,1.0206149599389054,0.0001923348455518
