q2,Ef,F
4.674400860668873,1.90188670353569,8.890180843901915
1.712492479282394,1.4660352671716028,2.5105743693941247
4.10106824960058,1.8150159319623864,7.443504211090151
3.980317004747052,4.878482356504341,19.417906280952696
4.362954486116149,3.758912266831191,16.399963137488168
4.609633346879255,1.9074886689220956,8.792823377057614
2.1011531663378027,1.4960242694433288,3.1433761306590484
4.853036912550151,3.7240325739026994,18.072867544688947
2.461661086285204,2.3239920374816943,5.7208807635053525
3.2755055511339277,4.793294031782564,15.70046120932091
3.2220778972774737,3.08508066555337,9.940370223797592
2.5986500087827,4.673634035850794,12.145139128310792
4.143507858157376,1.8694961234229208,7.746271878197623
1.2639190703740044,3.314134624436427,4.1887979536119895
4.239941013094548,4.751320041283776,20.145316709377163
4.05782561013197,2.599422731189228,10.54800413017884
4.122102593382397,1.7015055694914332,7.01378052065523
2.8661862809087486,4.25217922609101,12.187537761787231
1.9225841746239476,4.044024931139463,7.774978334393429
3.8378758688803303,4.149749126707276,15.92622203529708
4.834364569967108,3.377308306914624,16.327139620803656
4.149279128636454,1.5331551639857746,6.361488722887375
1.7898953810031195,1.9000019725009365,3.4008047544762423
1.9877597775568008,2.074063136602596,4.122739279051938
3.7434782406253553,4.936194907955562,18.478538229417325
1.2890866278784694,2.3432415891142573,3.020641398415884
3.2321582929307797,3.415995251355078,11.041037380279478
2.860396472228758,3.542969144756713,10.134296442877442
4.791493370228196,4.770262586114857,22.856681555616944
4.857173573508069,2.4034942163539696,11.674188591753987
4.53931887085791,2.3162216192049927,10.514068505146287
2.754189367425269,1.327710517559737,3.656766190481729
1.112741929345459,4.478664383781842,4.983597647300198
1.3081833583497966,1.585350743867625,2.073929460275098
4.264482478308263,3.171236219972497,13.523681294649244
4.729362009092272,4.3619007031623305,20.629007472968794
1.8494145951167664,2.090464753205922,3.866136025156201
2.095835687794792,1.620529717634971,3.396364015351389
4.192819630619788,2.583656180301517,10.83280435154034
2.949357584642888,1.4588564108992612,4.302689220390637
3.0173550670752607,4.656851972198378,14.051375894932198
2.5805069420265783,1.6145263086221706,4.166296347484057
3.350724861674312,4.383048956524362,14.686391108561832
4.232185205335632,1.344489401064545,5.690128151915931
3.808253798038929,2.7728102600066773,10.55956520391174
3.8967285863380368,4.566858715661569,17.795808907085448
1.844185592909262,3.059569387300062,5.642413784564993
3.3513457530267083,2.5570792269574145,8.56965660741655
2.9769335706168567,2.903139240124398,8.642452664101432
3.1776555550102343,3.7879940369546063,12.036940293874448
3.9651160371757,4.94892460223457,19.623060307093663
2.445706887640521,2.618113206198189,6.403137501021519
4.533569385603339,4.548653254928266,20.621635142267767
1.9998334700145164,1.7683987750351615,3.5365030586479875
4.132666848301422,4.1390264910532935,17.10521756381731
4.871151465758027,3.974377546735989,19.359795012258804
3.284950126426085,4.082581372912299,13.411076197093037
3.652412742704312,2.0845261305410654,7.613549801688299
2.5589259476242145,4.93942418711526,12.639620718731882
4.837552554907614,1.561211373484134,7.552442068548997
4.88859283626984,2.8343790161546587,13.85612495364722
2.9715357199203614,1.713572482079261,5.091941839171118
3.873712169412898,4.853015933109715,18.799186878441795
1.4648512413467225,4.600706505772976,6.739350636053486
4.741364245472066,3.591386317016088,17.028070675177684
1.234834601565479,4.3113908152360345,5.323854559525055
4.584711118490818,1.2680180367336322,5.813496391459582
1.081035562768808,2.065611769388044,2.232999781582277
