k_spring,x,U
1.2484906573608066,2.9783469853415427,5.537399877931717
3.8324517395055966,3.5388066088346,23.99718824472044
4.61124025298256,2.023123531665865,9.436969635799846
3.961203550233148,2.638349788861464,13.786750314758502
1.5020110612956303,4.6571047528694125,16.288277086223047
2.396210606577634,4.061536396413104,19.764038414722616
3.4739883440568944,2.2205433904456653,8.564793355518205
3.890287870433694,4.907795234273904,46.85162003872584
3.833497114855756,1.3856465988805162,3.680188850841666
1.7517126828615206,1.7583127731277295,2.7078533519350065
2.745585774860416,1.7743480539160656,4.321978970781138
4.188884912761196,4.547826021198153,43.318770063072485
3.175902800418608,1.3898548004770648,3.067439949818621
2.3212590993932496,4.766227641093976,26.365935508830184
4.809528732738511,3.030357036591434,22.08310452631492
1.450076335495663,3.917855236732904,11.129038359864
1.6206650460562435,3.2161828670421087,8.381943672163628
4.628687304177604,1.6768841538033064,6.507796565864603
1.2142293748466837,3.503146520400091,7.450533022974128
4.249880872370074,2.952095347417449,18.51857315729611
2.8390195405093563,4.05858010111201,23.38226776086639
4.69619226849489,2.006952472414872,9.457798331016953
4.264273566689381,2.624808726570975,14.689614039892923
3.46777692544868,2.5543379603190672,11.313002207684088
4.083619245375536,4.512830917938643,41.58276563299378
2.9823714680593185,3.7021689406010343,20.43827348414448
1.8813685081602436,3.455149931038614,11.229946050178206
1.4204515295638944,4.996156977481056,17.728360472670726
3.5705843884368997,3.425527218771773,20.949041233014523
2.304075667382706,2.897356269683838,9.6709813046853
1.9914384669083491,1.0469806821364585,1.0914761071147765
1.969451942734596,1.843911614937744,3.348078192943336
3.461741399946792,3.66494848940417,23.24879116307557
3.2958597117973385,4.590107245947715,34.720373432289065
4.795787786257271,3.434452993203378,28.284279155193577
1.0372404376163362,3.971612518071889,8.180562853871173
1.4912830236919756,3.7100298721166354,10.263249606130088
4.5443970550483765,3.747528988945199,31.910695959514342
4.26132388013314,4.948079318657997,52.16603805244828
2.152489287434019,4.654424599894636,23.31540703151897
3.807549397201595,1.4789334767667586,4.164020222262365
2.499137950352853,2.2539594352607666,6.34822667005774
2.452724550992252,3.634951224713691,16.203765816995908
2.881343482461451,2.9178670606528354,12.26580455447687
3.721423546160136,1.9795727153739109,7.291586362901738
1.128525628177719,4.056786142797354,9.28636305442989
2.729412470138489,3.405093450239692,15.82330671273633
4.718582905740207,2.0492133832077237,9.907314771609611
3.5012889608727646,3.6421635832805177,23.222921505050696
1.631528617611027,2.109148750140813,3.6289344211096553
2.3713471087772624,4.189027477358795,20.80614167873572
1.0198577434871736,2.113426276261291,2.277633319467034
3.029351562213438,1.878063648211222,5.342447886162493
2.4625770328958043,1.3669764282588166,2.300815956635341
