epsilon,Ef,E_den
2.4749366050012167,3.326516134126417,27.38692972609729
1.3846717235821675,2.1309316420372744,6.287613822877583
2.713924843491244,4.311813397702042,50.456570893822544
4.403496758538447,2.3522361692068694,24.36461359861969
3.333707758308853,1.3398956112508174,5.985073042904305
1.7191796370108618,4.222483261979219,30.65188107295292
4.199590158450315,4.0862663239404124,70.1229610157347
1.2188119330598988,1.186471206846055,1.7157385297281498
2.1273467418454493,4.6904453109861,46.80221805377466
4.3055397515947575,1.380115046338394,8.200837088893433
1.4246266796147729,3.108837084581902,13.768828834070348
3.0318190415078154,4.410903961337311,58.98729488684933
1.3767739623038864,3.1320603840937107,13.505880312612096
4.793952530992243,2.595346033409164,32.29120629009721
3.1664471514625308,1.5275679878339088,7.388790301123668
2.4722463467693427,1.6554324756864451,6.775084019459801
2.5859746462385056,3.684465067882005,35.10533723055769
1.2435726722006382,4.59601883303471,26.268469445945524
2.5061413043596343,2.9699566690517707,22.105776791065413
1.5838099559684895,2.380061368105264,8.971795770733229
4.055579696888902,1.8120183565804255,13.31613306005594
4.834481199866673,4.2584838779668726,87.6717934026356
2.046554611936332,1.4969705812406926,4.586167046062015
4.80282080556862,3.268907528955858,51.32177331899933
3.38863396100154,2.6249991224197653,23.349790275088363
3.2945452547186465,4.574514422799797,68.94225428089487
1.506605259149342,3.37517407423121,17.16294583842839
3.10034604737443,1.903353945571415,11.231797995864836
1.203112792477691,3.209700595188757,12.394682034810508
4.591790260095346,1.809485658081156,15.034615750073325
2.018166276669809,1.6516221495734902,5.505266431738491
4.840576303714927,3.253678216843636,51.24438317790295
2.381259089325048,1.567741976167309,5.852694079640376
3.299556868493752,3.095588824269208,31.61856517443753
4.42835349918834,3.630778594387242,58.37700559792449
4.499552659685758,4.166760153519171,78.12073912289037
3.963226212192789,4.241456388930856,71.29825050829677
2.886270967440605,2.67282554447356,20.61950937539325
1.8050564401260911,4.159365069844782,31.228050032679175
4.407631714475475,2.121082691695901,19.829898874783204
1.7342136177956933,3.8859612541396658,26.18783067943325
2.090073353345709,3.5537172749378856,26.39534089524341
3.9780420729243087,1.1760758469124308,5.5022463873642495
1.0539689998796953,1.7419176083353651,3.1980338468065344
3.192025886168992,4.6815919726376665,69.96059980228289
3.1190114794336155,3.7258715662674855,43.2984882962944
1.8332289665176955,1.0557559866898174,2.043354960210753
4.518867562569112,3.005021841494235,40.80608024375096
2.349977403506376,2.895939251468386,19.708001243575243
2.390927374688792,2.182904105714361,11.39293710565838
2.7766280154523177,1.4995551177355888,6.243707766641742
3.871432077913655,2.587576882544436,25.92138301149268
4.688683987559238,1.0642078312975785,5.310114230931773
1.0062433432041162,2.7803732629688582,7.778739492993681
3.2699509687314063,4.5197675296022615,66.79953454039374
2.0457265517976824,4.362194304331534,38.927596923814505
4.530593962364511,1.4543593589762636,9.582936313154605
3.294861838264364,1.7368304619165071,9.93921450015258
1.182723869057575,4.36982879019425,22.584589692779858
2.481768071875803,3.316048736541378,27.2899665085575
1.5028700638543229,4.790256183469627,34.48568953099057
3.601199047681344,3.609587310434411,46.92045652272425
2.1381780673052284,1.4541618607382936,4.521362940187289
1.0942348075216983,1.697118921268765,3.151628916014034
2.077838210600064,2.805824652688321,16.35809710619448
1.407510451133398,4.698418564933675,31.07098605362532
2.1893405783612114,3.5626789794841325,27.788602679936727
3.365814797399441,3.1578836860392188,33.56467719193066
4.696284109435055,3.040322384887082,43.41038490086502
4.27637130685979,4.421882848129543,83.61609309778511
2.036866752273058,4.995650973335904,50.8331234540228
4.803716573950622,2.950087030131769,41.806810122899634
1.8084080159542189,1.2706713601868789,2.9198659006109606
2.965712716610828,4.66749228893346,64.60948772891825
1.6838410267121504,2.0491717343642706,7.070624932513433
2.9572261760139646,1.1243756465027248,3.738586234158804
1.1432782827798356,1.3335604124132665,2.033187089443133
4.900096251327745,1.6457767812915485,13.272308652346146
1.7499199563526648,2.884664911162989,14.561594320432024
4.347100800600509,2.181871104142344,20.694640773561492
3.0312551520940625,1.3466001010635829,5.4966714587652845
3.251934613749178,3.8991020882616656,49.43915248493916
3.202083243186214,1.4507838027512538,6.739660410790142
1.4537726044796244,4.260184004302598,26.38476286980484
3.5167987540681644,1.9690639409264885,13.63537715645455
2.4106374571084634,1.838241834798372,8.14586468649779
1.8294489813874135,2.4972098223182644,11.408547937510336
2.729891872377163,3.453062668277322,32.55025281452543
2.88780700729833,4.097504399491569,48.48495791439776
1.5540979541003734,4.775780702874398,35.44599251939352
1.8099457112796653,4.941320730041153,44.19281195969972
2.516408321122715,1.0703093795256908,2.8827021716686207
3.5126652225700363,1.7459438462478398,10.707727350056112
1.2389682138975564,2.380510216744528,7.021020870815378
1.0426359072225142,4.007099249777268,16.741442525586493
1.5006108244173535,2.9664241310408848,13.204883242431292
2.6829204542651195,3.830371963475508,39.36313650764175
3.938823939765793,4.370960427036048,75.25239353780103
