x,y,z,v,w,f(args...)
-11.116602389205461,-34.89245619564757,-15.436435352300421,-8.095190113117809,-26.874542521033863,2.411643280894748
-22.61641785175408,-27.274455112894973,-36.099173302084566,-2.8615964911668854,-45.52034270271295,1.8369722748306168
-14.436052462290796,-49.10216987968577,6.909788607745533,-36.06313596447035,1.910026378362474,3.2785192398564558
-16.938326632289737,-0.706512392541903,-16.185890630579948,-32.203033672424596,-44.79355017888001,0.17753923285547857
5.773083150008986,-29.78167355016439,-5.997584899507309,-0.7889617556404502,-46.71705874158992,0.1876055567348045
-9.236520831989473,-34.06648610010771,-17.92826945790558,-4.348050723376851,-33.16311779809304,3.3355415617441806
-36.265864728120235,-15.235213095754382,2.75168706904158,-2.363269227930303,-36.35383650628452,2.2618172795959226
-1.031081787458632,-7.695079461965918,-7.806111131722297,-24.915317616219976,-35.18788268556852,0.3966108568002087
-28.22901988385583,-39.20377805636774,-25.872904840607546,4.653118835157031,-1.1222843873179968,4.051563809836129
-25.674824842463032,-4.713878619991384,2.539372191531733,-23.116361765251824,-39.27562320541031,3.435205764349293
-32.453297854736476,3.2776205641038914,-34.531978888647856,-28.187197571348673,-9.304598956458811,2.7019323170711247
-3.846060285578247,-6.6587910303985325,-35.48100568417719,-4.641147221031048,-38.54766591009773,1.6788891512229622
-25.405076529173,-3.829690695395456,-40.60835009608978,-38.6152569585156,-49.74180367820608,0.5635295286337936
7.27700457224752,-49.79208110338201,-41.57385679368002,-4.11197114802512,-49.24452794121993,0.8551235040550742
-2.7386516888211005,-27.105843495598332,4.636019913839462,-44.494969495953086,-38.06499436820333,2.199338181905177
5.900275122979579,-8.014390363670834,-26.934871415307136,8.987112620625254,-25.13862389660273,2.585482640272802
-6.266237461257475,-2.1133712814409975,8.932863120455103,-18.339595383034922,-14.681158035537024,2.072423790905361
-34.224726289450466,-45.28410696329885,-48.574372728267804,-49.713024066261475,-1.980713051069543,1.1736867674301243
-27.072311445035655,-21.156729181107412,-42.961776244468155,-5.173878076241557,0.2428175549893936,1.898756663705002
-43.04003867584373,-13.388013849860968,-27.40677624360557,-23.78053993855971,-41.36870091320934,1.478362377495798
3.0802814021339486,-31.2088070039761,-7.525136435448161,-32.47856285513478,-18.39566617814303,1.3396958633756317
-36.57722392151925,-29.706410385531694,-5.973327855910611,-2.662443284036655,1.2893127622550011,0.014539284459747615
-10.00464838460325,-0.8881063580689954,-11.520736301249151,-13.984694623121356,-18.381398382498713,3.572008068189357
-39.23885433253653,1.0649693098603308,-33.04397363168254,-27.133044698669863,9.58571632609354,2.0659139376780815
-15.012491464094978,-17.008308611716146,-16.440366316309053,-32.52033716199908,5.163998982439821,2.7542666816182773
-0.5561305713421731,-7.780442663838251,-13.073013813483747,-24.116827327707067,-8.697896822361159,0.6556362817955763
-32.335755542472924,4.7714863966086085,-36.79678737757958,6.269363647339063,-17.551611433962137,3.415661726076907
-34.921258512630004,-36.888833586237865,-9.820048206759807,-1.6620699746829288,-47.19820613751053,4.046327145497372
-35.39745754861606,-10.846125416208437,-47.95537896280826,-33.328198748465056,-44.487248566924386,2.5002031877262847
-5.1872317839028455,-43.845956527679675,-4.09767233051064,-23.794346504427956,8.315745653589808,3.7384695591075117
-24.264491506962933,3.7531229823304244,-32.22105770985899,-7.390416999860101,-34.758226210025704,3.1094813624330913
-26.964067745394182,-31.62167267856033,-37.14767635108103,-10.420876759963555,-29.059458770415933,2.153845433033607
-40.10544281146886,-1.2270134575069278,-30.141833131756943,-12.437473012058213,-15.470772137634313,0.10978903213133018
-38.591467979963994,0.11812771279952727,-4.830556576204671,7.800177732567683,-44.911831489046854,2.7242470783367128
-6.277836777830103,-48.06885675612116,-30.467444727826596,-28.164877235393675,-18.591573652186998,1.5536969043873388
-8.86554485819157,-20.41947561801521,-24.854463638345045,8.086661841492251,-42.93688022888329,1.342194695603978
0.5350466312500259,-43.701404213579565,-25.41747201517262,-35.73340487879605,-42.83453072940222,1.1913774333723919
-43.72803200959745,-43.98147745465693,2.0922561363154557,-41.197298291421575,-41.08887189778304,1.9948751635728788
-21.101885866930534,-31.607629492043397,-27.452696305383057,-3.1010060550351426,-43.25118650380204,1.4320539210128174
-45.63147342760878,-24.681357033933228,-33.12679606541636,-45.70336393402475,-25.722471024685994,2.8863738233223146
-7.253232261172052,-6.3550294412152155,-39.02891951368591,2.6510094310056616,-25.614888658920215,1.2295218546317832
1.2909496591812655,-41.21770482841094,-5.930623877109326,3.776799403189635,-9.643094614788836,1.9365094949406576
-1.2289300513615729,-40.55123842720811,-2.5838241107376945,-1.1954235252221466,0.1862964032793144,1.5636550289980529
-14.512547010581343,-46.404498813509925,-47.24641543232777,-42.76051266981774,-28.82609360751503,2.30901925806715
-31.84170588733701,-41.41056078000985,-5.97593125494469,-20.3177907866413,-49.368718915417716,0.9475612154912976
-18.265323320750678,-25.07487100118241,-23.06866345998887,-23.67709916531299,-43.66976397675201,1.5387203002359133
-37.89882773702437,-10.913044329115891,-0.05331424504726101,-19.370137566088243,0.9793248004034183,0.46521740308996673
9.552700142667483,-33.53925426846581,-44.33589452623919,-35.623331125363876,-37.912794660898264,0.5932071837953508
-46.48545910013246,-49.97183126205724,-27.410545478099802,8.021053029217178,-20.10175515214788,0.2340557866090469
-45.81150681771291,-20.763943471467574,7.156238614013397,9.62855106259758,-27.96213305621092,3.9597824706263056
-30.284497707094665,-15.683580507507713,-27.271153058008323,-32.53289903965175,-10.667873054047284,2.18685612048532
7.211938394485983,-30.535244742538335,-47.7586867105955,4.114573091093888,-47.15335198592416,1.981453130080694
4.094362547782964,-45.47710035233537,-49.020277926055606,-32.868448516235105,-37.81280530441856,3.4183102608253364
-15.546418233127959,-0.08708806084707277,-34.607522778059604,-6.158435178980412,-30.641656031783587,2.0219054844136854
-29.772261608777427,-8.997178232403108,-20.16255946304065,-40.440852247047864,-32.40400393209964,3.8555351827299096
-2.2664709311815727,-45.54812455469795,-27.129043696731337,-12.027130347746464,-2.6646635757838553,2.6494321728722223
-48.55793427242948,-20.124335837675087,-16.081766279228248,-9.147423854023145,3.9696450702296886,1.842090569958045
-42.60243033849806,-35.33080124755486,-22.637999503433168,-44.80973769602174,-39.103481903540604,0.9287893026302576
-42.06303624253236,-28.24803202589638,-23.374983496364447,-13.803933152225397,-38.11205376288447,3.0858902302300057
-9.603037407815307,4.4386113156212375,-46.686985577506846,-27.30687808454421,-20.391198083240134,4.040618347166589
-34.141786795744174,-40.908081808611975,-29.100579415371108,-23.338626285924626,-22.41448549883636,2.015804933524323
-16.533951722021747,7.293815753841855,-16.939193647635804,-8.166816194973386,-5.372099335454635,2.322712506601539
4.061266893234858,-36.36756275914438,-20.26608499603937,-10.763255332182226,-11.053142148779742,0.9659077551563151
-18.809305375401085,3.8233230403560583,-8.91159274347389,-11.844583842854178,-22.050637001810127,2.417475980314557
-13.480349663562265,-9.48764006133549,-37.107153371387845,-8.188947365998295,-20.76001378650253,3.989679203346894
-8.514220543554337,-38.48854729822959,-11.884612095785137,-6.634544524697354,-7.750493287428185,2.236737280174597
-43.71274623948692,4.660629745054713,-45.333165337011664,9.92495391293393,-17.37896598198691,1.4911612867339923
6.665072610117811,-4.903826133045264,-23.541898599921176,-0.07896470003996114,-6.724281826749078,0.9492473428903465
-23.78810319217893,-47.997914204317944,-13.050731826775227,-5.186511342711356,-43.79656629963061,2.6328697369752376
-21.651921855831734,5.187354689448917,-36.616734382457096,-17.26609814863378,-16.984098459964216,1.9757819808729782
-13.693172882089172,-29.78782222610276,-38.209804479483886,8.951793310203911,-43.67205417533939,1.7070689474913134
6.268872289860447,-45.733445161811396,6.042571669939399,9.542343739226794,-47.56977768091162,1.6960150368271238
-5.76295581682426,-10.791936962938884,-6.622240464325024,-1.3762259602958196,-9.152189837050713,0.7017050969521981
