x,y,z,v,w,f(args...)
-14.574673928381088,-38.71892347112855,-42.98600380104455,-17.26523782792028,-26.863108815870927,-4.129860243291135
-9.328784343956997,-24.672623768736983,-21.991930183795446,-36.60337030418648,-17.138506014927685,11.142955779665465
-36.534967555757085,-5.1681741098642675,-16.466419596083696,-17.791534823177464,2.23066209796022,5.402991780692281
-8.939459014716945,-3.4860565857236807,-19.162670087121725,-43.68340151763892,-22.143052369935045,17.55023781670419
4.029549755665862,-16.075876816456088,-28.289820609510922,-28.39490839445702,-46.461468422038536,4.242481358289556
-18.762363034772594,-35.596246747299894,-35.30981583911646,-26.34586655350983,-44.329807415612045,14.388778982694959
-36.8142992796041,1.8019372634023654,-17.240887739352402,-11.537092977407887,5.460904846913664,4.1138231830773115
-42.18991913551416,-48.13990077989573,9.958106428863786,-39.30486848367335,-17.34113075551638,16.527547492462777
-35.43989508066426,-41.235256252804625,-30.72169714126503,-7.606113666369858,-12.248015220346787,-3.7039699489126
6.331041294910442,9.717817383585917,4.166497706859282,-33.152061723916816,9.990601595950167,17.86989862129685
9.67955109918239,9.073380891101273,7.687102250355274,-12.163878618116918,-49.741316522513614,-2.8997473647448944
-46.59694600771518,-7.842560866497855,-41.25615411661411,-9.378898835751095,-44.21909488062847,13.693505724219332
9.871562313942817,-26.876564183162273,-44.96832447622275,-27.193946618994474,-7.654184265607469,16.498194571267252
-8.678957665532984,-27.38117995262025,-9.325585766464677,-21.84011179337849,2.038519115131372,6.996608091041962
-47.94474223433613,-12.153180379999675,-40.77334967917394,-44.11482701947568,-7.3675202806494084,13.663225380074339
-28.04418803802719,-28.62575673629186,-37.427974497853114,-22.367731779938605,-24.903630438784923,5.662281009405904
-13.18960056422273,-34.01905420126553,-2.2720159503543726,2.2816371815136804,7.180334332110803,3.4373622880725945
-15.449443748829495,-44.213150898187756,-47.89392588362692,0.6948341762858661,-40.2596817459018,7.981398181307958
0.022162391874310572,4.605685314890884,-32.22929429652895,-6.358264493850221,5.079535674717164,17.869999965932596
-22.097595008168696,-39.21908110433327,-19.51279574466675,-5.496065538981931,-35.654244392008515,1.208092661029906
-14.983209592830583,7.357448037878392,-36.824799178139266,7.436240639856294,-29.458845609676644,-3.5308506560107658
-38.14451786032923,-15.976650054229978,-38.706451522253005,-7.870385149726253,-44.12623986569896,10.865682355032364
-9.355645591764947,-22.37284600729961,-35.03362979517189,-20.119778281738757,-13.150549971532875,4.847041536473068
-25.376315792013322,5.771055171763344,-25.130068538712187,-8.194186375693697,-42.343022369614175,5.886746113833873
-18.865020639763895,-26.585048848226446,-18.619111587803026,-27.775014767025837,-4.365162523034741,-3.2095457095492934
-48.967553920370754,-16.19261438828738,-23.964148536083403,-6.375178910049648,-37.142045040300175,10.733444590383195
-14.126081897657919,-47.541068160917526,-28.111827940016973,-14.162360218106684,-33.601703084500585,-3.0131475700216876
-0.8331499031195406,-0.23775277939392225,-1.4951852893114719,7.30797742341035,-49.814631036147254,1.2984736428074468
4.6186741196009535,-22.363280141159002,-33.20146716298337,-33.2710293492082,-1.3341065436665716,-0.8195327949638722
-37.46289094654454,-36.689888689814055,4.697131954727865,-36.18763191321247,-47.51526920633505,17.58676846308805
-0.4214697397098064,-13.802137638498635,-42.63870733258764,-35.890852846627155,-46.529429587632634,16.297439143550957
-10.589096456973664,3.2361450092813016,8.328972655534216,-10.704913250367497,-23.79556105348319,5.791750829480788
-49.02634838526593,-14.203321050734111,-1.6729446038967097,-44.77699352794457,-1.8735399473290855,17.10113659776727
-18.784624697436282,-30.895498105346135,-7.003669481823771,-41.80322524942245,-33.08471770468321,9.259996803322379
-7.006352479408136,-5.35842359728656,-30.761553161040165,-2.4215553148991518,-19.197807117004942,7.716405911865578
-45.69888469815675,-1.9954131196041942,-11.286442000459907,1.7577054672890213,-30.301196136226597,-3.094043946877661
9.16212486323954,-15.5709596419684,-48.31026630550694,-46.61452916537789,-6.890211650443334,17.85714213848455
-10.651301775264045,6.946319762837312,-35.7544122109123,-37.6270717997571,0.40390366810677136,-4.085036248044131
4.77454346753791,3.9831676805241045,-32.75695415248366,-32.28360018204988,-10.826368523120685,7.343263158761744
-47.512170157220076,-12.644270299935378,5.789990639006845,-40.18127980141289,-40.70357237025339,-3.475531910956783
