Y,sigma,mu_S
4.972519230603252,1.834211769853805,0.877231419947802
2.426365316493597,1.4277458280433115,0.499715680378529
3.339528984562512,3.508386714680489,0.3703685149377415
1.108525190547888,4.713072972269039,0.0970165439797996
3.1737576960826,2.071795328924135,0.5165965431027231
3.235980645916661,1.4362553207914543,0.6641300315078232
1.82137933568908,1.5661481180660424,0.3548858545744718
1.658496922329825,2.8780084143862377,0.2138335899655739
1.4375390302651216,3.3972328498965867,0.1634595073011575
3.39095571115302,2.78190212634972,0.4483135202689605
4.965163526244135,3.5277241118440887,0.5483067655619461
1.1713449729877734,1.5388916197484117,0.2306803811310083
4.035040829673164,3.0270951322377684,0.5009865296416502
4.519689285242572,2.467112888530993,0.6517943647282788
1.6361047855805526,1.1891656745844803,0.3736822673074063
4.2009433118100326,3.372484189411836,0.4803840482697231
4.757866282782935,3.018732720861966,0.5919610251863721
4.1508058169668685,2.578671695625283,0.5799366594651566
2.74894520505824,1.446815349653347,0.5617394065816403
3.4207585016589546,2.50420137353152,0.4880938817468027
4.534681022760848,2.8609012212717944,0.5872568039007106
4.405191119412489,1.534264878937345,0.8691260246757733
2.822361631202763,3.3810423564406102,0.3221107446100793
4.8600150032704565,2.336695041943159,0.728267783267388
3.329109708238897,1.2529216854928404,0.738842750210963
3.213982386077036,4.177105754923545,0.3104033931526767
1.2660238638343797,4.671690963627317,0.1116090308828019
4.817440375789667,3.3838762470104014,0.5494498594793747
2.597975505840899,3.495431197350817,0.2889573204203304
2.239917033523732,1.7633714370669873,0.4052869989676733
1.166243139856673,1.2058587499688511,0.2643512735965396
3.681136914337023,3.39896369650664,0.4184095582853223
4.470650644848295,1.7269597377168535,0.8197133575194157
3.333331772902502,3.134049537826232,0.4031557607622714
2.550476913969749,4.207087215899058,0.2449043782272602
4.38751021044079,2.138490856949735,0.6989840675694947
2.0738962110849544,1.2732646680500856,0.4561493081366233
3.278338522077888,1.371072428720836,0.6913197763103571
1.937276969521816,1.699202810294663,0.3588609500058889
2.6275174953537914,2.034200115315081,0.4329835534069482
1.4992401055771305,4.927467599609149,0.1264654829725251
2.9651806221830537,4.712704151386465,0.2595251341226386
4.58134705834644,3.997370337143236,0.4583757805875742
4.808421111325876,4.990913257692917,0.4013095253174792
4.3533632322918745,1.9357890122109027,0.7414298531305926
2.182563198954057,2.387439641916588,0.3221552897868283
4.593455187307925,1.4661989523555905,0.9312823653015678
4.145246319479369,3.5607767362120493,0.4544452139661414
1.516860136221582,1.6328822121358848,0.2880607664919147
4.779456484033558,1.0702326220297964,1.1543283670574795
1.555480942342092,3.3181080884821648,0.1801113949059171
1.6146828032682805,1.09496127572507,0.3853729474568535
3.981001970688104,3.5573404738664776,0.4367681099883455
3.1483717240193347,4.227740763329326,0.3011216380605558
4.572631028670732,3.198690094721895,0.5445306661735897
1.3320255892243442,3.6567706541335103,0.1430203125895831
2.22617804143102,3.0125452804744084,0.2774022329746539
2.1048559072185027,3.628740020324589,0.2273681280409112
3.5497041008117174,2.7781619051471464,0.4697660118768082
3.3799161688076933,4.783763008000605,0.2921900641617143
3.5020611506367154,4.634327831193175,0.3107789656157697
2.6926079594218275,1.495153201092795,0.5395676622667005
2.6705433365996067,2.9004798434959445,0.3423352310168634
4.38971856329715,1.3845984208157187,0.920431407858503
4.240209228182761,4.020335653217964,0.4223033598824062
4.886512682715945,4.721588726642349,0.4270241113243682
1.6539039076120572,2.2071539645839016,0.2578460413618832
2.876036803096897,1.973687428205522,0.4835808861108929
3.9097679409355472,2.441073280528584,0.56810297575746
1.4953143937939193,4.851367087807833,0.1277747893231329
4.194938884000365,2.096463980545753,0.6773756953667203
1.8719053058193815,3.340230274148434,0.2156458514389141
2.0435961735816224,3.250792394271877,0.2403782617489688
1.6835304913602325,3.255892366053472,0.1977881894745126
3.2200714831198662,2.214544041133971,0.5008597552118068
1.0328281122114809,4.8402025192092815,0.0884239980389685
1.8073355957891963,4.155745582183314,0.1752739314789695
2.326641450439947,1.5013854378815084,0.4650705595396852
3.1383623976391664,1.7178338934552482,0.5773646441742785
1.1555807392848547,3.618522431644918,0.1251028609677323
1.1147081343796574,3.5340735128895977,0.1229256794371256
3.438542405815757,2.892325288122385,0.4417079960285734
2.6087082285077106,3.2545624146768874,0.30657773635057
3.353668262578851,3.340260968552452,0.3863440801000214
4.188825108820368,4.053734826849615,0.4144286604201974
3.647443602036368,2.845880735257796,0.4742013407485286
1.292619342814843,4.659666701834428,0.1141957124786054
3.461641352584909,1.556667375844031,0.6769831275846198
1.1356052812960176,3.3639632674168407,0.1301116911059858
3.012752175731744,2.4890766901455343,0.4317406069406399
3.796819539597396,4.078109412880181,0.3738418406235099
3.668110605476842,4.888055327977592,0.3114874437445844
2.1072219838468063,3.497201650587759,0.234281465183066
3.4353148000560423,1.965871468085872,0.579140875965394
3.075093425985639,1.7021366776476192,0.569011451460461
2.5516300557333,1.489564736723247,0.5124650944188226
1.075053052065415,4.794840624130301,0.0927595012353562
3.7732127550867887,4.435567834205264,0.3470854260471639
1.4175766881878196,2.876859721593892,0.1828253780104548
4.807456399704389,2.208160125546736,0.7492544342507064
1.4244162552741972,3.1638298734250903,0.1710464042209412
4.358299776708123,4.622023806249289,0.3876095092183312
4.0296810255547895,1.892988653803374,0.6964564171824561
4.343722340689379,1.3566684804654034,0.9215811168806324
1.8084134836293575,1.3122269275457246,0.3910544986059973
2.7071689900021565,3.872424091923433,0.2778051478000016
3.673274777571534,1.933391679618424,0.6261139286468138
3.0106695429290435,3.003277095122922,0.3760256249307418
3.808136435632904,2.7232512436623435,0.5113993370867801
2.470092942478059,4.145794596410759,0.2400108376071765
2.313040632882139,4.790686811532931,0.1997207505917439
1.0057757345974614,2.3417532566973325,0.1504862354187504
2.075918301852417,1.8604271829066783,0.3628685803046615
1.565596233252136,3.5929113384122933,0.170436148000338
1.0865870712882932,2.5181730168304357,0.1544249054964347
4.028917418455771,3.2972372856557026,0.4687799568230045
4.101822999804654,3.767682677041505,0.4301694636218913
4.185696421052723,2.742048630664825,0.559278731274676
3.154232567551282,2.903096027305847,0.4040680200390206
1.442453778458165,3.0143351443842943,0.1796628490867326
3.01020124582403,4.028031489361595,0.2993419245874922
4.81240352114016,4.305987943941421,0.4534879811247164
4.170777381111221,2.2359318181503967,0.6444476607506467
4.496717779555419,4.4002692842837,0.4163419954484612
3.134760155081565,1.090352246512979,0.7498162475512956
3.9921468485320313,4.242136405141856,0.3807747967618939
1.927300931097789,2.981585912122104,0.2420267920415884
3.1534923451808385,2.460595058253712,0.4556286263051182
2.7493347873549907,1.823009076061332,0.4869511066522797
1.4312260206151457,3.9680495707288777,0.1440430495146172
3.5926797821369454,3.414261459760638,0.4069400753542765
4.298733606727463,2.8208151640153702,0.5625414240412823
2.1702893750981427,2.317677487204664,0.3270796187194701
1.8742721360817385,3.4960425727738267,0.20843576386838
4.281396174854123,1.66541575138268,0.803138529633352
3.0777733996783168,1.166277548865335,0.7103829796164416
4.764558306459875,1.225977944208724,1.0702168722865646
2.426722234374987,1.3505288518975016,0.5162077105362857
3.768027154334594,2.181276681910713,0.5922193400781902
2.1093960790035737,4.870977945740105,0.1796460571389235
4.992215173077128,1.089754187542464,1.1944503336413783
2.6591169074989383,4.114740873249479,0.2599463954671038
4.523758455457408,4.043988842316502,0.4484306564583742
4.77869414113269,2.878563647550595,0.6160391546172703
3.067991753232544,4.504292790013057,0.2786908209896721
1.409630742489007,1.5488752949126234,0.2765201470041573
3.9533662493503376,4.062955187474417,0.39042082172985
4.199565662033644,3.076354524794236,0.5151129074384946
4.901702009951482,1.354891323223793,1.04074909139356
1.8771965997188191,1.5822348531557395,0.3634829336736556
2.266429943611318,3.832597770918559,0.2344939565682625
1.4904807704848966,2.062670254913453,0.2433302716957061
4.935186087755472,2.956272373922359,0.6237166733369511
3.830846575641606,3.8818875449575128,0.3923530130879885
1.0862175278262542,4.904879313361425,0.0919762682844665
3.3705520204478607,4.968102759872791,0.2823805282903426
4.540570629520699,4.078177206609884,0.4470669735205949
3.087481071889848,4.639188129614929,0.2737522672524028
3.707420987094858,2.755420309057369,0.4936093275835537
2.989582364149112,2.4486761558160923,0.4334391269396618
1.7703000478797812,3.93418362471012,0.1793913829041765
4.973743917225359,1.849776265422801,0.8726551585072311
1.381268064713053,3.759959280836511,0.1450924244535039
4.763182131364607,1.5160991830018469,0.946541011487843
2.700508075917825,2.355154369631176,0.4024417028857432
3.104968049546011,1.9715666487038392,0.5224463080611635
4.833029482504447,4.006249140148375,0.4826996566895995
2.037482391718007,1.8000789627416809,0.3638258811321196
1.1112516277916442,4.051736768137967,0.1099870874904318
3.862920531968234,2.7041349796840928,0.5214335537385956
1.4361424683369148,3.319692706147425,0.1662320176494403
4.531870229841715,2.1393656519690167,0.7217812023583995
4.641889449897152,2.760729523404129,0.6171527918997239
3.217441690161058,1.6741562349209549,0.6015807244441278
4.511605532191323,1.3860716978413403,0.9454044353053044
4.261282546203555,3.2724840590283537,0.4986891100504952
4.161512979426749,4.84171199329068,0.3561895026840015
2.8304775281944994,1.379870918985962,0.5946703885521103
4.376003191836106,3.031764930810963,0.5426907653264276
4.2186356104551415,2.039873241175885,0.6938834740397409
3.672260775489123,3.525903358406736,0.4056936797675987
4.004901436556327,4.466163907292369,0.3663356518831622
4.164200498071724,3.4291533442045035,0.4700898991813562
2.3704133700401653,4.269724365830703,0.2249086674637204
4.546426304946423,1.8527663399628365,0.7968451957067136
4.572910739740959,1.1431471335887236,1.0668681277340883
4.946310363186596,4.520689604659914,0.4479793936441839
1.0472283241228864,3.662131998291618,0.1123121701087217
3.484817835811691,2.7361477649180443,0.4663650978333473
3.4047821592410545,2.851595899769395,0.4419962851560969
4.031743097194365,3.8150611584779903,0.4186595937723014
3.6171828202208873,3.7805357378044135,0.3783240015984248
1.3149079322705752,4.006555268769136,0.1313186274475949
3.0433955205629624,3.434711969719436,0.3431333919027332
3.456243850364018,1.4304546764601027,0.7110282458338109
3.0597223703271106,4.0913691616058525,0.3004812922819029
2.9404771741457205,3.459560982934577,0.3296823594741789
4.924808262064031,3.6915648693866174,0.5248577392800611
4.796055952513497,3.175602752749318,0.5742950463086626
1.08553357109659,4.034763158227382,0.1078038367428171
4.545931536737955,3.859994921471333,0.4676889184239828
2.5932216211202284,3.081140855548915,0.3177079293397041
1.018828093391584,3.3889922314460166,0.1160662903538469
4.021620984819876,4.747408165318479,0.3498638750843814
2.2121900667485943,3.2866582272692324,0.2580320087890288
1.7337220984293258,2.217935980400501,0.2693841811939261
1.1471348059773865,3.135523454221393,0.1386928182944329
4.0829373837691865,1.1746702061205472,0.9387486369836392
3.8897523816660975,1.7732823207371649,0.701290372166683
2.350165589916542,2.3864833738047486,0.3469920460994478
3.3039435657033054,1.3305187356324328,0.7088429531133364
3.303747503508683,1.550129724573026,0.6477606750107265
2.9729228105522387,2.1401242225957198,0.4733766245869619
1.2378756334887742,1.6945844287254572,0.229696947012028
2.207639135151537,4.286409576998293,0.2088032626867582
1.5179525869929509,1.0213077460401467,0.3754877479608693
3.469673808559841,4.022965587277475,0.3453810053315991
2.6703059877866164,4.556039252934289,0.2403066164783085
3.069610736008542,1.073047053544273,0.7403620508180099
2.19359480128043,4.5279860257600575,0.198408135536018
3.109917343918428,2.023051029105396,0.5143673252579427
2.9701804293307204,4.850338021123857,0.2538469075296392
3.917220416743211,4.244936718354495,0.373428758733639
1.802991019066702,4.678358225731826,0.1587598868715554
4.801996574082258,2.872029063443104,0.6200878783967861
3.665446574811341,3.5288565315324263,0.4046768261801248
4.475308508777024,2.274587412416371,0.683339295174689
2.908763948986893,2.361879588293465,0.4326097756617482
1.5903067348574984,4.821604343412293,0.1365866384115475
3.148533736811664,2.777955707242415,0.4166980744077893
3.4917040844552,1.382136795456224,0.7328932769762436
2.825307866811155,1.8763972743662487,0.4911192017857911
1.426798254635005,3.769022514148929,0.1495902200505368
3.930208262680171,4.188648692794329,0.3787313899414888
2.7307822890584954,4.8130471690767305,0.2348838921852596
3.271722286345584,3.6531315816951353,0.3515613333626916
2.779687168924656,1.296641547629941,0.605163477033062
1.2196614639050534,3.7518724795892777,0.1283348268649744
1.0400231319562183,2.151502766350421,0.1650043184256206
2.94193838701875,1.6926695682459385,0.5462865592036216
4.85442667012404,4.92823079871609,0.4094330024377079
3.2458035008304424,2.1453737821490138,0.5159646715521378
1.98749335778705,2.54680694996772,0.2801806506279032
1.9496840244715856,2.215616096233751,0.3031587052252798
2.021582069490517,4.3309967044498165,0.1896063889706675
1.6677925633257802,1.5105979570594132,0.3321504661142986
4.862154991328247,3.3791801425902643,0.5551444372019262
1.086096401951028,2.82251489142888,0.1420656861777506
4.4545806909659085,4.542495160348754,0.4018569761534631
1.6489597171529595,3.006744088670654,0.2057730267594962
2.28151337258117,3.9119137966028257,0.2322428148229218
3.386027421086329,3.887661497714465,0.3463852215082489
1.3646849385689634,4.993051998073573,0.1138555896901639
4.272196214189467,3.276481141433691,0.4994990124938576
4.297407781351402,3.254775683906203,0.505009911287034
3.857693425748373,3.138008666566209,0.4661292105206672
2.1308741297996328,2.730908576053769,0.2855704028070135
1.1283556354433442,3.635876417338078,0.1216982004981105
4.756834027010997,3.768755636064392,0.4987500293616183
3.967465205206346,4.226205171979212,0.3795741914686283
3.782579021311121,2.8295316948126867,0.4938696585844731
4.246369259998477,3.968847193462498,0.4272992401120139
1.1013767346337913,2.5574681220236783,0.154797836109248
2.2429972136326515,3.672004128828559,0.2400465787040145
4.103638781372968,1.3702612666753788,0.8656511497420055
4.234475701632993,4.854393192289411,0.3616494111815084
2.693204957650794,4.866528770055353,0.2295399087956218
4.340203869302638,4.881549430660537,0.3689677286972324
2.936393091168182,3.4806461547952527,0.3276751822977152
4.127559052502529,4.928691760184666,0.3481003246130951
4.719338106144576,3.632743495984128,0.509345931869044
1.919876150252358,2.6236810972820384,0.2649068859415321
2.164373351536775,1.168027301093098,0.4991573100683555
3.864344070701922,4.583510157978721,0.3460497036241489
1.6191117803598585,2.280569052803648,0.2467730071062105
2.690029057945367,4.341373532382385,0.2518106102893676
3.910910099723503,4.464582893314505,0.3578415934094621
1.6414910465768244,4.853251219873676,0.1402204505594628
2.6494541706271906,2.6353561989134597,0.364400904018575
1.7528291456791898,2.285080124417369,0.2667863612596155
1.1144375214919109,2.7660228345937137,0.1479594748145145
3.187709774241032,2.2779844076588334,0.4862301612529212
4.248240842546453,2.13121750918467,0.6783688501493852
1.2799600262623263,4.874837332385461,0.1089357844179323
3.312635563815539,2.5359208228012,0.4684261511816359
3.2502394974680024,2.285113297907822,0.4946921464684293
4.752784040207379,3.982439287230641,0.476953532819573
3.4226776928871288,3.694214401841789,0.3645634178473219
2.4482134970327167,1.698200446362101,0.453675244982923
1.1480461422928443,1.4514998107795494,0.2341517909250376
3.34506469463825,1.3112083851948944,0.7236614223247928
2.7270639417661418,1.4891261338285244,0.5477954501188024
3.217518006648927,4.196826311830767,0.3095656669652522
2.034722437273782,2.340052494753304,0.3045943799491191
4.571130993804434,2.967344622434404,0.5760945202435604
3.7908998053592176,1.2313695439323955,0.8494558455517917
1.0356111954388971,3.4334418461523355,0.1167953963733251
