g_,h,Jz,mom,B,E_n
1.7307597294102322,1.9970132213372056,1.2961987294038702,3.354714070915326,4.434967696786293,105.01546807242649
4.891088649601943,3.4470147314554445,2.650209324000371,4.258215630098575,2.794542904951972,281.16475043598854
2.492049216672741,1.3155080456224009,1.414861261598073,2.6414490506864703,4.214927741733197,187.49478938051115
2.083227262216899,1.0028316363491507,3.43977260265496,4.49236220663782,4.899280452073215,988.1554977153904
1.0624002955234513,4.9721258892420295,3.570023377720572,2.0269012186607416,2.9628972232028,28.783669937248952
4.2405521598882885,3.4326554996757968,1.0863446710101106,1.4980307542427975,4.574325752014579,57.781327386585176
1.9173783746805928,1.03620006337509,3.114242260901756,2.606518771150563,1.962456807989576,185.20701682927915
2.0142779661468952,3.531968969444556,2.668970497374986,3.591325614486541,1.28517402038844,44.14107290622117
3.451868843309295,4.49912387818776,1.5699587804120498,4.813770402616989,4.782645119763915,174.24004810080208
4.384486038511746,2.1346726396193185,2.110476012857168,2.2077975188517835,2.18528554357627,131.40598024039497
3.7967673572631786,1.3468485757341928,1.7071200798316783,4.271413979165289,4.37047546181466,564.4682327286376
1.1158703060676785,2.050596205440725,3.6712140313786272,4.824225832152189,3.439725348946081,208.29293580471625
4.416902177401093,1.6229986464651511,3.4660090067721425,4.107937024798726,2.372262756723454,577.5581896764476
3.829560895259556,3.006509962244873,1.4203156061461604,1.656785246126509,2.7193218392605467,51.21272546572719
4.230181129269294,2.236282737234339,2.9205767251087487,4.448582140325499,3.9800000978743513,614.5899258393115
4.990751658521411,3.2195008195375627,3.312699827646086,4.37362563383418,1.8798552781297129,265.28054167612703
3.841446527758619,2.248760817657537,1.4322998532349969,3.745282677142557,2.2809584784788783,131.33102204296435
1.7061440849602096,1.217486830249086,2.105180081337464,2.554138315393036,4.880281163188947,231.05204074360813
3.738770527659574,1.9201614990797575,1.2082584285891604,3.2825387538232778,4.243013107433285,205.8803938046382
1.5267510048591664,3.840817840076867,3.679809105746177,2.6995443613357413,3.853319888659442,95.60380888556294
3.613300670358322,3.681974417483149,2.234746335388213,1.261870343659692,1.1964322135970056,20.803397556231143
3.342211997160637,2.2761730179397657,1.8689022899361247,2.63428632067652,1.456231665354666,66.14372275606831
4.507838812152366,1.8387547233864456,4.474880793036146,1.2562512297826405,4.413179914830616,382.1501627984039
2.62050280749579,2.6183004479414493,4.800374796397675,4.407805477794632,1.861477804223308,247.6854225081972
3.3681964722273694,1.4461719070984405,3.600557655414017,1.7206156559152412,1.8749431419573408,169.9805015166761
4.750583499554219,4.589872428231057,1.405394053583472,1.9900375773351584,3.369201590679033,61.27913063222488
3.92086219613418,2.5870943354100207,2.506379816487853,4.798422346648418,3.907110511257928,447.45589373389066
2.8761777785682616,4.616079830191551,4.0955982692449,1.95210144888364,3.1620858647000807,98.9727591062644
2.238885160326074,3.1327583559467955,1.7993394031782983,3.434210040091893,3.102091732311712,86.07546339436928
2.9408624161253347,4.534867081026457,4.563377004483307,1.754810720759619,4.573995626904789,149.2458923296389
4.380163179611718,3.656039708428039,1.412350010605075,1.9941334394215608,1.1448612352775207,24.27217299132475
3.8278335112473543,3.4625559747237857,2.569869638939726,2.506872109139102,4.2779832559071815,191.43372857042095
2.538885607183265,4.538619462022504,3.237536172573757,4.188994558140366,1.186573467201193,56.56115761229901
3.176407636431159,3.1583524369707883,1.2110355689177976,2.361849293730246,2.139407849331007,38.66857564483286
4.33902471646609,1.3828185084130715,3.222513463986137,2.293306671549445,1.2080520567843038,176.014859274323
4.220907974798837,3.269025697743209,1.905448628644422,1.7246971411023768,3.037134281850371,80.97323670250366
4.220076610105233,1.5597125103351166,2.724806210951474,4.821321677235373,3.96216315753248,884.8909066174054
3.3836560245234266,2.219220043463011,1.4849699317827525,1.16035707796445,3.3585798220916847,55.44095459781233
2.873719860761991,1.9986271661480608,3.0271993912618127,3.6414724298328234,4.192503188995634,417.5264248841329
2.877326628623175,2.724118141337286,4.753572207597732,1.2358627666396709,1.4658805343384276,57.152076776423904
1.8361280502513853,4.541479314724394,2.0018935703824674,4.695854950560779,1.743755154024453,41.64152786855552
1.815352964898148,3.528717858171231,1.5083647869002363,2.722596163124752,2.171286741591815,28.82244410473887
4.497354862923247,3.705737458489448,2.791561136722179,2.714352908897389,4.31414474779368,249.27030545990897
1.3604445139545622,4.197392333180209,1.47213334940177,4.900384244783535,2.60844210861588,38.32124636979129
4.144525063058756,2.839681319915277,2.3792904438065063,3.690510260373972,4.609725299792121,371.1880254316045
4.414410277118618,3.7482607525215816,4.098677012527686,3.1190843479779016,2.004684143030154,189.64418803316968
1.991764513543822,1.2341809736201412,2.5312001366495145,3.1999530509986465,3.949847577351357,324.40642003495475
2.589267829830808,4.943972131563157,2.3821375457867244,2.703222701624411,4.294178618359519,90.9933376288041
3.3018718449149635,3.510221921597251,2.109076968553913,3.742581203630139,4.359313664849852,203.3701867393088
2.7208727923198155,1.9748492845374053,4.107156530517864,1.9081167658748897,2.39538480825228,162.5083356846594
3.882646617597413,3.1623907105836806,2.5507763813092543,2.2832898940865136,2.678087889411469,120.32350503413528
4.425799699881541,1.5736639255104152,2.8101518860134878,4.043333795883639,3.0761143079775644,617.6344239397907
4.453975652103148,2.4237640240778,4.014029279819571,2.879773170259433,1.1322134362184857,151.1139277037486
1.5518093150464187,1.0453655023319688,3.1602640717261647,1.8922921906414265,2.632432229115012,146.83136255249778
3.796062272165181,4.621172498160467,4.776393957354724,1.869302477213464,1.7892361837133683,82.45336997457022
4.977021017426946,1.906698284747037,3.5921781819255973,3.648859018010841,3.22469325337084,693.2194359950186
3.940726089066846,3.878055989082801,3.761269999110104,4.795577387920968,4.645197223743504,534.9603743193474
1.634883364673834,1.3760669462944364,1.8838147402011445,2.009391333162581,3.795674077782884,107.2552870531909
1.646376861665904,1.059636110876724,1.066568732985445,2.0390039638759543,3.0990526387747166,65.79429582994173
3.6785953241471008,2.161635205242358,3.8361923714222863,1.094511421955615,1.6366832176203654,73.47926148153387
2.6043505635979325,2.8127238355732933,2.8830074472346694,2.645635286102159,4.460740983080514,197.9406365591383
1.0605075073623582,2.8900620648923763,3.0721722553959507,3.232757160072098,4.92459182925078,112.76526150026842
3.491872664192996,3.3072863766344343,2.524944133880548,2.235427090971202,1.1680464105621795,43.73597846895553
2.9920871790538435,3.2008537546566878,1.1884918116026864,1.658386662869864,1.4135954800869723,16.364224081578186
2.20248280840269,4.125437504649499,2.9034918673206795,4.728184165347354,3.0095443603578413,138.59198988746743
2.340605441181103,3.531602345127118,4.675867223871142,1.0888033315861732,1.8451002319795895,39.11720869551971
1.4991175837217847,2.879342436485672,1.366973506355453,1.181488475736574,4.602461820823157,24.31655406416905
3.1586007812236883,1.0904375034922924,1.715425654491884,3.914551442109308,4.79608434913703,586.1577950185791
1.2550757955720768,3.635043895069243,1.8175794594576675,3.2973425042031197,3.858719738405944,50.16962634985454
3.4100630081112504,4.004093415725985,2.229611186150768,3.5368459978411257,1.5390673097309135,64.94428940746276
1.703884618880116,4.94617858370013,3.9979128503147527,2.867794159143309,2.5246966489292992,62.65283978232728
1.000928836330074,1.2969076359439873,3.5554568330185923,1.7942367965302215,1.5563454827545975,48.14544454345305
2.749533113755178,3.785510054533822,1.4012209870348502,2.1491301043590405,1.81352207653548,24.9233609177826
2.589293996130984,1.1965032127170012,4.85615548645054,3.243646567242132,3.4420516037856834,737.2093777863308
3.4006163524440947,4.8424927873147325,3.800948419275934,1.203503044377725,2.657124543980657,53.63145816253537
3.575021844740014,2.050225197519957,4.58719894599812,1.3165188557584395,3.6758883005726655,243.2170221793424
2.392224238632957,1.0521447822161265,1.698235868850213,1.8765535645879967,1.493299538836323,67.98485176936279
2.4256203381618344,1.4954400060905892,4.678307759691997,3.876319765621495,1.6395535876866454,303.01749163777686
3.284793499380945,4.007000986742413,1.0214261690259083,3.8422357978735175,1.4842983649906245,30.004106263113837
4.855070576267336,3.579131278170985,3.877045523377744,1.018094296174199,3.832414034726645,128.93152349000076
3.764225857621709,4.27673250767152,3.558501169909826,3.271460254569163,4.035069673108264,259.7785292171173
2.908184866612756,2.727304909540029,4.302691182757704,4.342848764630684,3.858130289565991,483.0142641267885
1.839097846136534,1.696680361541194,2.6358015293458643,4.10279313040062,2.9917342904096293,220.34338431364984
4.050469703676807,1.9916452270655824,3.262058410267846,3.247776899542325,4.879902750562501,660.6361971262611
3.6375981845684633,3.388169963253317,3.354650592944969,3.443345835330403,4.08522639755576,318.3269956319276
2.127839697935049,1.5434005877408796,4.975869130568032,4.784658049991768,4.3481342324065,896.7325030361892
3.207496657600072,2.4042200161506644,4.077760904241749,3.944408598343421,3.417258537798523,460.73729066412375
2.7956452265900205,2.365575125404304,4.422619255669322,4.243188023794975,4.937951261240944,688.0877232398755
4.576530663925774,3.448578075800766,1.623970483027963,4.963340961442346,1.24681388805387,83.7973056826191
1.4428575779862265,2.1149980645866413,2.1468348253534995,1.3135115917320004,4.303798087895678,52.020891255399626
1.9621780576426195,1.5076747553231793,2.6759525825786987,2.376602818533577,4.5967139507120125,239.0524067105376
3.4345514821509755,2.7382223556207745,4.844668181188699,1.2391867969929549,1.5828316765039072,74.88877637563475
2.654177116768962,2.2706354986681574,3.4410827380022417,2.2035885729650238,3.919901024476716,218.30469383560504
4.1798700848555725,2.18659502439888,2.146781011702624,1.3547239579462302,4.442221777288976,155.171904273755
1.5002770252266968,3.3700500996603098,2.4183905352224198,1.7386739238986877,3.1522858559674845,37.075339657665815
4.933423838558084,3.2756573591848537,1.074859390002758,3.788811135509611,2.236211100959291,86.17816453871573
1.0448560756117562,1.3984475652919095,1.2588999279343305,2.8347727124924584,1.980250800185693,33.175677706115096
2.978164188392465,2.773170480244256,1.613154317881616,1.0791970504413353,3.566251808994967,41.89291749373305
1.5272796721375077,1.1541856621476945,4.335183521481479,3.1975401465571847,3.010900752612349,347.0105655910322
1.0066004851152577,2.810222833541414,3.6340769335360137,3.071226205680363,2.862591406679608,71.90540399394202
3.940918695876955,2.116279529749967,1.5825407237237203,2.1088838541253234,2.6501250606014106,103.48519866440664
2.0049430829503083,4.214786327843383,3.2895865866641905,4.731140754851342,1.1220897538774648,52.1964710348011
1.735326804785438,4.133751365227083,3.118051323222094,4.61910518407003,3.099000343609473,117.72793541397564
1.933083630637912,4.883620742053751,2.24911630322861,3.806731231647065,1.808506854242428,38.50994247678069
4.720375075649495,2.7923077794987288,2.360631854983115,2.947137568774978,3.5085986878532336,259.271905321985
1.230584935783929,1.2593609820083065,4.051615928310831,1.2605963474065818,4.857743106184183,152.32812183704698
3.8634678578969175,4.447334595474532,4.122129548676421,3.518232091505639,1.388187388035047,109.88833259757575
2.6003559869238155,2.7826601655528838,2.2070895093874614,3.993551182390138,2.186104599618361,113.13647501312764
1.2810673108808608,1.0418844103979763,2.2912320978160143,3.0054626409930605,1.5280563818564823,81.2927987288122
4.862849585383527,2.505393173034655,4.3898101634779785,3.8643723626339135,1.075924848906868,222.58785280565317
2.636793202198057,1.0202222442594526,2.281357920371609,1.6707209158137912,1.13931853397295,70.51859469869346
2.451403686530281,2.843410246164465,4.117179639027459,4.911851019837819,1.071298264269796,117.35742791696732
2.055292962795752,3.132891977585195,3.355517980508702,1.2769657227844284,4.0005220261109375,70.65837722165651
1.4255732451472083,2.275404175081452,2.7739266260665456,2.3747361871578017,2.266186038848425,58.76473106109994
4.60422499542428,1.4856178477951605,1.2732290936943649,2.000246576067899,3.0345822442742603,150.4936932181092
3.683699693338799,3.187128546033578,1.215487026319678,1.4310552057754715,1.3494433452684542,17.046133195377376
2.3066435209631,2.04107786623015,1.8659937962329791,1.4341449025480553,2.7515904404501312,52.28628648989143
4.328963848797827,2.8259934671653584,3.9652229996946113,4.43780144231831,1.502248673775426,254.43097762291976
4.888046066999442,1.18914206080943,3.1540712507627906,1.0686840875066843,4.117230526212504,358.43255227681635
1.4935271550327665,2.160407904603739,2.0560332430427843,1.4868618920085428,2.114557817877253,28.07873650948685
3.300540530563705,2.8074401873707906,2.442963538422873,1.1350996899027233,1.982846948946452,40.61576239594436
1.682115899465272,2.181153698961021,1.9829459796470863,4.628269578159867,2.880741747363227,128.11010012510295
4.3319697352602216,3.036714563754152,4.488149747134514,1.786367517488249,2.0670061367757344,148.53925033928584
4.905839653034732,4.502417920118655,4.291254898793624,2.8031577042025657,2.431277017534622,200.22287905673332
4.682120322384879,4.603949284269417,1.882240655078105,3.6525572891833873,3.2024164283063867,140.68308997885106
4.454518940871365,2.602795885275748,4.119774562620638,3.0568380370221644,1.0841811169450055,146.82103668070584
1.9534397128179464,4.911599849563755,2.3062939836597534,1.8254196091271857,3.52858607559285,37.12231034031564
2.355059509540661,1.7983684406021672,3.066303597208877,1.2807656179615377,3.4271778325218096,110.7451038035294
2.8795055539384995,3.519830466498991,4.603522428382014,3.247711315400434,3.716164843121715,285.587171389678
4.7305771041503615,3.7601950205554777,1.983345390648699,1.3342025449451218,1.4010246141962446,29.305524939911216
3.449227787774937,3.262127924558613,3.157787846081757,2.1972528633784654,3.25572254234943,150.0759603644393
3.0264871286030237,4.542585547662693,1.4873168642149317,2.099219992053776,3.577260340732612,46.75494910066416
2.00292176745835,2.8932882250529373,4.276264759860302,3.984442499796229,3.393094132034029,251.466544110204
4.58790564486959,1.076237244272905,4.176465607976908,2.6193835399605723,3.501710403059476,1026.0642559409216
1.739527200166958,4.40750559140315,1.8786454379571431,2.566646654226704,1.5075825139446932,18.026450419588446
1.6391698811466582,3.323447748015887,2.773388974708374,2.635645139980898,2.2367129029044728,50.66673787470959
2.5349185267801246,2.298789939769277,2.913783229497521,2.553422925340889,4.160163344619153,214.45440028606183
2.98393772646619,3.1014956577802684,2.7630007709930555,2.548230297438306,1.3078484929627496,55.66414768023881
3.614569456146093,3.282926841625167,4.466127439992366,4.037060135136532,4.30764025471571,537.2927677195893
3.326126355613415,2.8773055677920327,3.8827320816004702,3.2224546036037225,4.195073370233532,381.2382073537932
1.723515730640086,3.440618907398156,4.591169500974949,4.222269874561119,2.2247089839443435,135.7378832418791
2.1601016199986884,2.2999614649301376,3.835937581705661,2.9476672259370726,2.5559053603122863,170.5407798378175
2.68891885676507,1.1232480133330238,3.824733381211617,2.71391322299944,1.8293268788050288,285.60798478757647
2.439204963424709,4.050948640062988,2.597369074797573,3.5743695507104736,3.424712757001149,120.28977016517132
4.006065628407838,3.4336468617643896,3.596789754855329,4.431757044700376,4.735361606639035,553.3328391970988
3.316899265426541,1.9959093125720324,3.885681731088471,4.675939774366194,1.1584541552334744,219.779070332798
3.792843996151647,2.7532511515533686,1.260650582453914,4.944245556401658,2.699715845279324,145.65045145619015
2.420670708844513,4.925810991810025,1.9297569783601105,2.21041304066224,2.782935306964814,36.65363111818111
4.139190066833143,1.9847117688928584,2.349413278561509,4.509835949258225,4.146875211015978,575.7565964308874
3.1740950780547483,3.6207903790626,1.5964773590078498,1.6924317441834713,4.190610808112352,62.36596871843605
1.4304396160547426,2.9220792211204194,4.265418944667383,3.2974582154056544,4.141976931187976,179.18682818151953
1.0636258887860564,2.486614224378504,4.365908487680239,4.734816684672858,2.717995256585328,151.00344187715194
