E_n,t,h,prob
1.9562205643289423,1.2233995263388904,2.2792216092004813,0.0955832708984485
1.3311149706619112,1.891607710384926,2.798922528571976,0.3478053699872228
1.233572859643024,1.9378099733783576,1.110405929453361,0.6708642711647558
1.9577752571625056,1.0113287933500117,2.4722484471770594,0.9012639434872282
1.629606785156858,1.05054261737745,1.5818519636577588,0.244169757681291
1.756331719032984,1.837813092290842,3.403877544498415,0.1019595947121909
1.2100520068841365,1.4471953837152969,1.809469817192093,0.0404090792354745
1.0870102293513515,1.924171487255034,2.9989507821282446,0.894853860620291
1.6575164942497151,1.9266790512608885,3.097712387031015,0.0372773817256591
1.311279071466919,1.8301281078052984,1.659643736163167,0.110854784740879
1.7391198300006083,1.3936678939507772,2.387626765705595,0.0090120313491002
1.3170496217778065,1.255075551662468,1.895628052799656,0.5188148886410636
1.9512744779294384,1.0418889541097704,1.4632249703538651,0.4099874346639185
1.0689283149022368,1.1486713212636928,3.936390971957751,0.8561116304613953
1.820182404842424,1.5678183503418848,1.4832397445481873,0.2113447022414517
1.4770992619936874,1.4478441160667332,1.818061287631325,0.800527527144426
1.0930916273519606,1.5512615567354937,1.595112346512083,0.1488617134139494
1.7946359051579055,1.6259650640687369,3.603089439469787,0.8650653293389622
1.7416926804725068,1.8331504676202852,3.041748539233236,0.0942189808026227
1.7097455790227385,1.8332947135875912,2.036901241579569,0.0583855833962249
1.1167306281225464,1.5235760176874642,3.148464183685268,0.0630571077762633
1.5168261816934452,1.6314464252668404,3.170138943849085,0.963479666803712
1.0382140982056924,1.3295415662011982,2.5440612342161333,0.0698750693215078
1.7029462853168145,1.9329603874959949,3.623481738513264,0.2960006612953245
1.5863726535053622,1.0842003578693342,2.282888622898235,0.9995416381358307
1.396187654150319,1.66988362431338,3.083914648196496,0.9985746230395156
1.1796119547980268,1.650195001970676,2.842384908280998,0.8415575734847263
1.4624767185259704,1.8046411958561648,2.236355430123064,0.8194611212741764
1.2589601810056872,1.4020660662242626,3.906315882035652,0.0886990753819536
1.8623173505484911,1.3773507438292527,1.2058099711908845,0.5141609455166087
1.3184599530172572,1.855467921241456,1.155094287247813,0.4553724658586099
1.5353111914542956,1.0816009097004282,3.065932257707918,0.0668650803186088
1.0351675566363363,1.0436420303948974,1.4559385521093544,0.9974919250313916
1.2632481213987048,1.007078393926563,1.3595611102726313,0.1543713625032221
1.6342312998437931,1.8144886842716377,3.0955209271983586,0.0682580805660988
1.208707705680022,1.8105282098577344,3.3687182624116243,0.6522584495710926
1.5708606033268837,1.082512273949586,2.2491763838041536,0.9985586393877453
1.8591501687197665,1.1679024312135051,2.553833344344395,0.6532264804047656
1.0990675281118651,1.4211368955612993,3.4997707613296907,0.1096134340361717
1.1961268493413122,1.700720640654222,3.855524095634824,0.0298299661591538
1.2669912180042389,1.7749134365353996,1.001927225459133,0.9987950010096096
1.9934265817680967,1.1245278522913609,1.7482369585209714,0.9595174850352178
1.7125360380484262,1.6593583614237617,3.466439443021842,0.8197852378456906
1.635966035358238,1.2001204227229334,3.7394293871656674,0.0245527137830752
1.6567830032763475,1.6039525006661988,1.689007622697421,0.1977871156439216
1.690245285843576,1.976713004826582,3.1547671364658987,0.1315548910810743
1.5732266764359766,1.8670950516338984,1.230172416369241,0.4201330987527282
1.875052071362816,1.7404673881831605,1.6496496141673584,0.0185108476888427
1.4408099350667467,1.2761270333936352,1.5261459122411192,0.921391621299828
1.851081577838391,1.3608880023322008,1.4476091317787847,0.9962054402776526
1.8975364014257128,1.5172323491487745,2.9994919044611854,0.0623609262570425
1.9259668368490304,1.1369273865608147,3.251820141475738,0.7855559470363603
1.096068833180858,1.872337315222755,2.125089303199392,0.0457167056576666
1.7062889107620345,1.886896550458228,3.3496174871177926,0.0583184818234778
1.941121466532421,1.7737520203458337,1.5030630138775212,0.9360141210790106
1.4202060721274767,1.4937190916650134,1.1469665070245734,0.6571065442510797
1.491958445538499,1.851458210854872,3.16971364851044,0.5221954196687335
1.2044953210610254,1.2813426242875938,2.066068900733933,0.9996467652734988
1.2625141157876874,1.255033654712188,1.3348287222175754,0.8515125343530936
1.324216148138286,1.9440896516516972,3.5996643629202176,0.952884261774252
1.139434009630928,1.6783133729240782,2.4430335843409727,0.9582071683629794
1.3365228881669613,1.1481556505622426,1.000067437688234,0.0460806493062539
1.4046456084486092,1.1802662371302597,1.1528644575828388,0.1440916599981238
1.3569037327876932,1.1051964142644866,1.982648479158652,0.9983915074638884
1.8586201441931336,1.2110843776336724,3.571047406226452,0.533477525887574
1.054203801167374,1.2603287168398605,3.3751333531092444,0.3838483886177573
1.929834044079166,1.4059225517427336,3.012054127376848,0.34083978717824
1.646728358987582,1.0140193332130238,2.245425733182401,0.9984097668670128
1.37183943993907,1.731427897924485,2.734716712276737,0.5404755967548288
1.906238304872269,1.9253223986183916,2.504700465872666,0.0468022543194829
1.3810734242670333,1.7675552711719849,2.2839787154484736,0.175529914247833
1.432836967538215,1.257841469337186,3.641457635402497,0.0010127841992915
1.2652534679907164,1.2157937668610774,2.1173648662825397,0.9783747666394186
1.5028078613087157,1.033268527716214,1.1062289678585235,0.3236071701125514
1.5133757533362369,1.1734669197617906,1.4927370113512328,0.8631542423337455
1.925290782733912,1.2869926607708713,3.3631125299235145,0.9931042372891772
1.9169205629416828,1.0519578890990218,3.897753594121265,0.0118427797823451
1.9375154295203427,1.3546759797652206,1.550477200306868,0.8764536260683232
1.3257721960349935,1.2320192763475104,1.6399766599616408,0.0006392164156059
1.814416499945171,1.6239599176583543,3.332163342196444,0.4418722965704511
1.913709391455911,1.8564425162308904,1.2619729176695795,0.8414098252609031
1.2317831851238603,1.0871102089283309,3.748077017894144,0.6104674325194036
1.7704207336808533,1.9337524784961424,3.070394530741818,0.4374665285879738
1.3645409010014762,1.6178884065487735,3.2044649540937864,0.8598804113373796
1.547938109277162,1.7667689423370732,1.5913361517264972,0.9615458864893308
1.6403848645170358,1.3918408777815778,2.6379313881022437,0.5594892362101784
1.439688782825959,1.758506189788874,1.7466733012265916,0.0975622309442916
1.8874721329467632,1.693874986613464,1.053575844019469,0.046423112665561
1.7129001980742575,1.1616089308522983,2.6873765853614757,0.9963622922571472
1.5858275582395365,1.1383777953596923,1.1403054228325868,0.2489856779489071
1.7304557343283573,1.0081471848488914,1.827461095276809,0.0790771970966403
1.1873291046679624,1.9625279210155284,3.1057516929783846,0.99999702375345
1.2498608250450096,1.9288870967687028,2.0212466349114298,0.8760893844378583
1.8067328618737488,1.0023232937977342,2.5738117019254307,0.9173808186999628
1.947183554356879,1.5204407135002145,2.0940578902986244,0.2657625129118991
1.63786854288418,1.7642292916935385,1.3563664010755228,0.5337768941139678
1.3909447226886358,1.904765586750732,2.2690478142250416,0.7552599638845101
1.678043753403526,1.7442852294670756,3.4786021375237133,0.7047477368960392
1.8063172274579864,1.5267481764844792,3.654439476411912,0.9991497524551636
1.0149098921561246,1.7907013220973518,3.4222151886355325,0.0376039243327627
1.1194730854373596,1.6366201315548634,3.5703851351031006,0.006813808044473
1.9928257882121905,1.5051911972835028,2.684267134453475,0.4527484923493648
1.9958490681913048,1.1295433332485416,1.9757961363971128,0.5999005382303658
1.1478398595276444,1.4364282144289358,1.0665517854199489,0.0809159885067089
1.1353697506419325,1.0686468989487985,2.405828190684132,0.0007368773075264
1.1395296774099677,1.7416211499866772,1.3769270673928142,0.1297767264718771
1.7709291399291438,1.1740891404536846,3.088552629131894,0.7846936152624666
1.092177789165056,1.340745300218368,2.2298161554543534,0.693981934705141
1.7654329090883327,1.5615318490523866,1.379925514690186,0.0001955549026716
1.6878029813696362,1.6241143806531668,1.1102820172807597,0.0376792142827144
1.829669300232806,1.2722105098644718,3.478370064532053,0.763654749411016
1.6433621177712376,1.3829518329023986,1.384817697759195,0.6007653637243624
1.9585246888795909,1.8320538326452729,1.6353760939221087,0.8814884033366684
1.4682401549324824,1.5029599533818256,1.2160772024133657,0.844054596651298
1.7408754767459858,1.3220080514601875,2.7273885430084333,0.690879095276412
1.2080503773451323,1.4653656520223328,2.1317392188661297,0.7656899201785851
1.0078096803121726,1.687675579371491,3.584445575374753,0.0254318551884982
1.3215857287659558,1.5671848400111046,1.9803886019099188,0.0806866731934273
1.371193044929957,1.0278081521590712,2.892790225057576,0.0064695280731732
1.8131249796068891,1.8527717027561856,1.9341865694285525,0.9931431634792304
1.3296857187382365,1.559173545723974,1.4959149288160267,0.431634460279108
1.8676360555469511,1.4115842784835828,2.914754322667662,0.3190021480830114
1.8067764011636605,1.256921686025812,3.680204805488812,0.4503119101890563
1.764791516426549,1.674881743376548,2.401100327947811,0.9858545741941884
1.0867964586878678,1.764814085687508,1.330737185842319,0.129966129866501
1.1982661759674715,1.7133842858957913,3.271425364488425,0.5162256422139653
1.9363597751225776,1.92586608933608,1.3403454818934395,0.9595110633250769
1.110669756761414,1.562854111599361,2.888927114009442,0.350585636068666
1.19366293000583,1.4807345634651845,1.92721233475266,0.2475007732039563
1.005523307801922,1.3487430055910197,3.6769435208870327,0.538685064967643
1.8628004698787144,1.6753631197944203,1.994185739808831,0.1576495669194106
1.8240418660186888,1.4119979023460354,3.742578032702786,0.856533285793414
1.7528769531509778,1.405701453583799,3.943245225857052,0.4991928051929961
1.538602772657142,1.3619607606598891,3.98458684790256,0.0262608516796013
1.929806833105168,1.565168744418,3.960186621036469,0.9936361919058366
1.3313405164439769,1.485833266126777,1.2229432962861515,0.4531465893728897
1.694735109347239,1.3376897011378508,2.422373802299646,0.1537570566752194
1.9090803634747096,1.8137636787406377,2.747361031721351,0.995781632375556
1.4840030688055483,1.4160720855082511,3.379725173826334,0.4797918715827307
1.236021082637086,1.1345124092883945,1.4642741514059137,0.0691083766816777
1.5704253642370452,1.217695304068045,3.382539760579366,0.1593066488624437
1.2498570754579768,1.877308962705337,3.565184803870048,0.7022211858627913
1.403115617358519,1.126688839554154,3.4133694439968654,0.0526799831202585
1.567328328269057,1.4188696505513598,1.146919817251963,0.1400086567603615
1.3596169064171066,1.559851663695096,1.2655130259177478,0.7981593931780905
1.44950601026009,1.2885659990642322,3.755486875993871,0.0002776148760181
1.0434780302511206,1.9885609664963213,3.4071616840140018,0.4002502039417284
1.1709475030113543,1.9484383983937028,3.8529535058386335,0.2993987681942858
1.3636341289117475,1.4721216668662445,3.817050054869656,0.0262752176241116
1.1199861661254895,1.892281287898112,3.9703686109368657,0.0443925894227378
1.4438423676038714,1.4827714807612304,2.569569732060871,0.75088850575827
1.4875759847110492,1.1051455236422192,1.309461390293357,0.9988197463740492
1.6345968497546997,1.3674381390408543,3.3819402850520834,0.7181359433067134
1.2016586326553962,1.5343657815700356,2.5519420663217853,0.9704451749912828
1.2891570370297714,1.5937176592830662,2.990883145587588,0.8510492638297628
1.0288019316216162,1.555521882254555,1.727780372332966,0.1998848533731564
1.9911647375662935,1.3729510127468578,1.994848861106747,0.5287898235971007
1.3983613810206037,1.6950402801086533,2.092915884591441,0.5472084590365253
1.2920570036329049,1.387126330896855,3.802736275247524,0.0321573021844114
1.7555944964194377,1.7115113072181694,2.388521038739397,0.9974859617333388
1.0375176242403017,1.5965034144463508,3.4857390129344727,0.0240974971594384
1.4339950591413464,1.3402643984671694,1.7604401994258438,0.2970185842853071
