q,C,Volt
1.82365158988182,2.4919798986994954,0.7318083066534927
3.196588435950134,2.4881363944186967,1.2847319958506347
4.4151612104504885,2.0091187368845294,2.1975611144301634
3.719012085338751,1.2654510589620611,2.9388825897298085
3.384046253297504,4.5956787814435245,0.7363539564517951
3.139584681677388,1.6585010586201974,1.8930254312224493
4.966165673832609,3.177841025058824,1.562748304484704
1.5345522813143764,2.0828137050414512,0.7367688610844033
4.371728532674139,4.994045011594013,0.8753882919607003
1.2021868080821991,1.7080787728038165,0.7038239847151814
2.5876559293046477,2.6523935065118347,0.9755927704361168
3.3770679487863187,2.4221107049793917,1.394266555134627
4.5981977131378144,3.949834824766167,1.1641493675397
4.453851628500294,1.107209930786321,4.022590029821397
1.647983141867054,4.83189031762039,0.3410638556627364
2.4228076637067524,3.218106087078393,0.7528675556828318
4.627274866067324,2.551347042755383,1.8136595251542087
1.0769614804694796,2.646893651248001,0.4068775033563195
1.1552487075728224,4.083652209418663,0.2828959588939334
4.779995136272573,2.6719195018022406,1.788974231090574
1.3139226495874363,4.56674575956983,0.2877153051128476
3.052236914377937,3.5746981224895538,0.8538446631829838
2.627127576186726,4.6915772892729,0.5599668116293312
2.10169868998774,2.729336680888435,0.7700400997445318
2.340152197972771,4.582256222504283,0.51069867862907
1.4438397361814506,4.553849486281292,0.3170591695072691
2.626506165211149,1.0491809957617733,2.503387095097101
4.298316141358281,2.084854519864727,2.0616863672757235
3.835672858909111,1.913931425183056,2.004080610433706
2.532421237578716,1.5041731082548169,1.6835969368691222
3.5056529430631023,1.8424150166365187,1.902748789717836
2.175685338137832,4.626416221854418,0.47027444868887
2.78799678211951,3.966852613617518,0.7028233851060663
3.8610976568879143,2.6946594815253784,1.4328703434922492
2.445538369255321,4.202528135966406,0.5819207605835456
1.4273816409628362,2.748920824541904,0.5192516380317005
2.7566250339059204,2.8867664598480256,0.9549179236518646
3.2869187566745204,1.1704077753808215,2.80835348654877
2.756950395260333,1.8006507745163467,1.5310855576650324
2.100713577257354,1.1019570100202882,1.9063480318698445
4.933726242663016,1.3322139361481184,3.7034038668955
1.7795628989092758,3.044284768282602,0.5845586186449947
2.4511544525838787,1.969548258793787,1.2445262215027126
4.700941037112463,4.153941534068467,1.1316820418770437
4.394694886773452,2.4384214093306915,1.80227046480031
3.4618848982368617,3.742704708984221,0.9249687505206432
2.4742608588808075,1.8142215602356404,1.3638140528764513
1.3320506711138886,1.148079389110999,1.1602426485030322
1.7656964205466368,2.7523975322402308,0.6415121361882277
3.733886619326274,4.436443505318312,0.8416396185030129
2.3123320276608594,3.0443932104531206,0.7595379005975044
3.123703794735236,4.520686067171434,0.690980030093025
2.915299068653082,3.3554499784981364,0.8688250718486165
4.384416609507547,1.6751661154444442,2.6173025881342533
1.7840375777867532,1.8770875669481044,0.9504285304533564
3.7953558839221313,1.683558181675432,2.254365738726709
4.9908242587504965,4.262699609465164,1.1708130330527065
3.803749405053272,4.119358943222303,0.9233838219686312
1.5333511670094038,3.546934181486169,0.4323032479748265
2.9003159293821783,2.192614988762339,1.3227657131995223
2.715699833498668,2.289801710809418,1.1859978183607434
2.7256203207638485,3.1766891322648303,0.8580066249103226
4.628764476668705,4.217173400134628,1.097598803151167
2.260518519451771,2.182402474759773,1.0357936015906493
4.574397008967562,1.1922364883427257,3.8368201725869215
4.648899994072412,2.8548216196707834,1.6284379948784755
2.1329219096974628,1.3062171956681632,1.6328998858466406
2.097864690364408,4.50466854018087,0.4657090020390656
3.4560881678979096,1.7262338601769422,2.002097310003903
1.5298637686181942,3.9159173439417647,0.39067825856565
2.4557005584838154,2.871565026165403,0.8551784605633953
1.5947724864958808,1.471237536178116,1.0839666928555096
3.366427455608512,3.772946188844597,0.8922542986597499
4.3934173192470345,4.677040085929681,0.9393584913809288
1.6617864600564003,4.922745458685135,0.3375731030586869
3.0127746024605604,1.930041024030131,1.56098992972158
3.1222066893126565,4.115610513671172,0.7586254041633334
1.6222496103927837,1.7120318669004018,0.9475580693073388
3.569848253481596,2.252564333114236,1.5847930294386643
4.386353523187918,2.3130233088979346,1.8963723825497647
4.8314629146141765,1.230251739593203,3.927214861091565
1.049723353180012,3.619430818384695,0.2900244281084201
3.272992430288706,4.267456039040379,0.7669657051756537
3.1865480964086443,2.0364629028524392,1.5647464493192094
3.404264441223174,1.9042830964355624,1.7876882106422505
3.414697831490886,3.0515044355769136,1.1190210938839116
3.607694646783092,4.947893948321767,0.7291374238137732
3.13299239759542,1.6176745791947242,1.9367259879641667
3.8898935231025766,1.2022160440398224,3.2356027374508463
1.7399095553172137,4.53291528320979,0.3838389748341317
