c,v,u,v1
4.400682132038451,4.5001106431700135,4.85633919115979,4.39584530734982
3.966533557261584,2.433768778271363,2.4839505866242053,3.5526552101854803
1.1674454615978465,1.2278848918174723,4.577409809104843,1.1329917453187537
1.4849814310668945,1.3087804696121013,4.839577831793704,1.5877728169379726
4.223046910146975,2.238741351185188,1.2971356931863034,3.0407484445271846
3.4223391756516044,2.3910842848904745,1.2721940430362817,2.908014461761109
4.806885905795849,4.282255400697765,1.7468504821513515,4.554588704394414
1.206593446185189,4.032831089390586,3.277163533356492,0.7253477485048603
2.238487262828036,2.5271320896232408,4.997049723705426,2.1374395400836708
1.7344087855942307,2.469231113947465,2.532691451152339,1.6245621061652942
4.673913930720578,1.581329148981176,1.7712326640549234,2.971564720638217
1.6947001280788316,1.0789220720210977,4.8381467639239215,2.1000851753542493
2.544115445185787,3.740241663227565,2.2120285029293685,2.612646920572108
4.856659806583076,4.434269250768248,3.858551494752546,4.806348319840679
4.534100359304051,4.724318758307051,1.8080746905372609,4.614894672415805
1.527598109413781,2.352004969927229,4.119461725659878,1.2561003517772689
3.696332690206862,1.0668607710876263,4.413949329942435,4.075977057091189
4.806395132157968,2.2785179370534365,4.292471611692395,4.61649864492382
1.7628022133109047,4.514381975688983,4.645819289212065,1.1820807630483494
4.720529579122724,3.714655634956498,3.3685031144031843,4.536033432795162
3.741231669540102,3.9836020119430464,3.8497381317299744,3.737877395468349
2.151538980171201,1.8457126899693328,3.2101683578273428,2.217538983176589
1.5396914815295837,1.2792446412938152,4.552177691068527,1.6871201600225685
4.699878375561022,3.914280397395684,2.9758304314319006,4.511197155106857
3.1691687555688275,3.3190294556192064,2.8463222118038685,3.1770356399253625
2.228172051795176,3.758759291479624,4.535022043626378,1.870742710429396
2.466201124642957,4.688298232040335,2.779184441752302,2.376455916231244
1.572537259909712,1.2174532255872816,1.3006474601540714,1.5351098744568867
1.6621674945782967,4.421217048681184,2.189968482523209,1.4676739641622614
1.3807002275248732,4.633816772723709,1.0095034927193676,1.6339219666445146
1.0812849176106734,1.46005436073705,2.7622248222823367,0.9489476172280747
1.3460843750023015,3.9301096771923048,4.519165302505621,0.7821894869368715
2.825326469642606,3.499965873594508,1.51956215969847,3.012448355402937
2.0443376784073224,2.6514686200293425,4.556111178846823,1.8526020229462783
1.85886375893466,3.842017091295628,3.4708004088852014,1.504952247987963
1.879056789640112,1.6890971943279554,3.4298556662377595,1.938423691683796
4.164746672726651,3.629535794571841,4.154191788816277,4.164021042959013
4.366130592356296,3.4469087786529435,2.0594295767596,4.012262539988258
2.774505201535388,3.7468194292691392,2.322687737185427,2.8488235822614225
2.6444956778556983,3.456751606352356,2.0659846674185864,2.732408658589637
1.2685115570638965,4.841126662331529,2.1698657793239926,0.9313028771668734
1.3103442728262045,4.887152550935321,2.453587729263221,0.9194639432882076
2.3411933393935818,4.963957907534693,2.1768228042648965,2.403163646208219
3.3085761248678045,2.9311297068670235,1.9736054810505608,3.2089366407661406
3.572576269968497,2.586064534713236,1.680987927968867,3.1829492178167937
1.1137470759703805,4.142681659350817,2.695761130694158,0.6836355534714748
2.5712522253276107,3.420621093301168,2.0768189839982942,2.649982510174954
2.3076032307189345,4.741115948403005,2.9925411956486005,2.1104873728367077
2.6416003836516584,2.5013987153067245,3.162844016336979,2.6545655599016804
2.8893587710080526,3.391014585661306,4.641718300755887,2.7839151614265685
1.0088312115159417,2.0926754555403524,4.592118683822051,0.6401646934302946
2.1971456310207595,1.7796138799527554,3.406444896584085,2.2990211868464243
3.59060767520887,3.926505550183429,1.214131639655181,3.7529096858654727
2.3806936382033226,3.3699580202999817,2.5538361995563186,2.3521260662142494
3.3195459779173757,4.083708860426446,2.9677085317847127,3.358117679582702
4.178179126803213,2.2368029852309337,2.2378466098525127,3.477516487488157
4.068193086253214,1.0257931900784398,2.1205184309837533,2.780824312986728
2.739862843348698,1.1487612437060966,2.6323943264736265,2.695374632981858
2.8263546438884144,1.3271138071717532,1.6060409577220611,2.31537597176739
1.519368523254228,1.3171879096346697,4.089950639803345,1.621977459174729
1.0717573549341526,1.128926872401257,3.769200836270756,1.041172050688684
3.38966456348786,4.417956556362995,3.551213496711395,3.368946704547149
4.525296872993332,2.906076607434714,2.523615220400811,3.997928903017302
4.0311376456781085,2.159620418877187,1.396190449946829,2.9992858517679637
4.6664660206134725,3.628527819727213,2.864815771343587,4.395218391975305
1.8186445346870928,3.354238426546569,4.599340642915541,1.404139553787404
2.526250765421347,1.0336960888708338,3.2175155006009875,2.7947400043942485
2.07821450745704,3.156456259321632,4.708902959574995,1.7709074743741535
3.919666114821522,1.6945498861629755,1.920584283179903,2.983199865779321
3.708481088515713,4.459339363988888,2.6829492487816644,3.819521908791232
4.524882009246126,4.849454970824264,4.564534091647104,4.523515308428461
3.3112553526815933,1.610071490315237,3.788572309363361,3.468821426359055
1.658871412830519,3.785929216332595,3.447451152888682,1.259531578537913
1.3109666066856365,4.601908826554021,3.327151176901911,0.8001904799411536
1.8025552367977995,3.978611219317784,1.2462895496908843,2.068394469561333
3.1270590475460778,4.846221797246354,3.886727383651213,2.984336749688794
3.4719208610375443,4.783621367513414,3.102173382012898,3.534532724330797
3.9710082786680254,2.948285142378244,2.132073300440958,3.632381883071418
2.7733022821066697,1.183217466391974,2.0707632080174805,2.467816213630561
1.604612518568071,2.9534887173401576,3.0549611378780845,1.3339379213652551
2.2729462142662014,1.0687736795274927,4.906468775657409,2.965345000429085
1.2396477410355011,2.313571342118871,3.9605495838806113,0.90110671318783
2.7788037397039145,1.8139515801446209,4.664351707877386,3.0912003890813677
4.101011745243812,2.585055100338541,1.9590455602452288,3.492466726062306
3.6767436911646345,4.1731004741652455,4.328353354335189,3.639089128033964
1.577295861642262,4.056970555287563,4.255013411449391,1.0470242686357596
4.427536848872062,3.874725350727055,4.043920597109114,4.400917088486337
1.810104621749568,3.1015258987331427,2.500102756615981,1.6638801990800058
2.3081172958008973,3.3163908600233905,3.308947532060916,2.1652351615308736
2.4344481159225264,2.673717174433728,1.408300934448008,2.496119853073471
2.896682075252249,3.5269813221348936,1.1750088582891318,3.147451139174745
3.923865124123306,1.742084655429185,1.3987515034571016,2.711675931753549
2.829339195720754,3.233351320214431,2.3067712250502197,2.8679676244639025
2.188699696286647,2.043083934356964,4.272796234533324,2.2378281265668103
2.830884707247649,3.627560271310757,2.976539171991302,2.813422287022648
4.028638905867391,2.0732285060618643,1.3841065179700365,2.9378941254661526
1.4293505766387504,3.993919150351406,3.0545797785987885,1.0110651899870284
4.037342091654361,4.801240513010686,1.3241488118235645,4.406656542116436
1.9263037544967283,2.989103429395392,4.121459330866325,1.6459509736960816
3.922443306344333,2.015893303586876,3.4999690386849256,3.7816569725385114
3.5641614897479803,2.045795828601636,1.2461671350601011,2.741727979538418
1.8971249694458616,4.6927724390044725,2.947616748850677,1.577504705269117
3.232271889262312,1.215442740065423,2.530836431200961,2.894152403647173
2.2377940625489914,1.5316917831814636,3.625732590966859,2.4454496310163805
1.8706736945870364,3.3134972695505067,2.172585656589607,1.7945047807284438
2.121899511706494,3.7303520135104127,4.5200652820516405,1.7387821122333036
4.396136740430434,1.2792440943033625,1.2924915005049349,2.36905426712951
1.8906399264542053,3.607496638437957,3.047908342043103,1.6328165803973893
3.987847210976484,3.5907678201592925,4.20163935210177,3.998771306847546
2.335700235906948,1.3082111879291496,3.195523311385212,2.5498464716117613
3.306102529276099,2.1970974983064187,2.557027348436244,3.140136011003464
3.998078525188456,3.962925533249317,1.9667749685934863,3.9860725278755376
4.436595301735318,2.4422525017775096,2.3710772574955223,3.719166243164677
1.2015002218410071,3.338843022014684,4.946413280984412,0.6659995261889244
1.902765057035432,4.4267379585935664,4.794536292360187,1.3437795545585745
4.700772165239096,1.8916221379414877,2.464277871477824,3.597084353743431
2.770218196970363,3.376489251256897,3.9683916326389097,2.6747261698331597
4.26147265925262,3.2593705059219045,4.597406718034192,4.304754958359842
