x1,x2,y1,y2,d
1.9791983645012,3.0577634374796974,2.3701433994232124,4.648852207943552,2.52107446353282
4.677771474065066,1.7311781750380284,4.816813096828195,1.2393155240204266,4.63474928699671
2.706383007850412,1.7857359471451342,4.906978029552141,2.5208127387953363,2.557611347565883
1.771635093491486,4.273823192931927,2.4342465182138198,1.077611245695802,2.846296637320397
4.140970368042945,1.7090439937830904,2.5674384244243447,2.5855241601779086,2.431993623276679
1.069371775209997,4.678667769584887,1.71714651546626,1.6853723920915469,3.609435852031015
3.502163617787016,2.3230265492252102,1.7166403722039347,1.5579358375311512,1.1897694548870523
2.338382836872263,3.287467876428356,3.7674594752540016,4.355345809064686,1.116410656430043
1.7716747565812696,1.6412059142578892,1.1879432019223888,1.4357011900035554,0.2800109631340005
1.068360123757884,3.683106390051795,3.3379530877614947,1.6310015129594673,3.1225921468896747
2.15538616469536,2.510666966811676,3.145941776942713,1.7866401607035265,1.4049645306066905
1.2337734043315374,4.141639445582795,3.3024659412710844,4.363941414353002,3.0955476242204294
3.2265381368006723,3.616590996013712,1.39258553058229,4.448633754127053,3.080839492348047
2.5049714186187484,3.966471541610943,4.750933790733981,1.0898890148609048,3.941983188758387
2.3051138554342647,3.633058945510311,2.9107977645113423,1.5280886094873312,1.9171131342840184
4.095831315249714,3.28493834498507,4.034896214011062,2.613009637200654,1.636859446176805
2.7708460645963795,1.8955376302226283,2.66647842255912,2.0600418157797167,1.064861593507787
3.6952790830411657,2.8217769229014698,2.095629066366619,2.1847847884679448,0.878040298934009
1.8044027004183167,4.475021507382796,2.84466407850764,2.1767596673618206,2.7528714308046465
2.1084745693278983,4.777947859893926,3.882554663226881,2.558306105708121,2.979886221172871
3.5761213475072644,1.8708633001606536,1.0028638941902668,1.046846278001473,1.7058251546175804
3.673483943253713,2.6773985350547687,3.845861169472847,3.178314617142701,1.1990848760428603
1.3873936548325898,4.822280623309526,4.982349820736276,4.283385666876656,3.50528163983914
3.72354091308687,3.871831491102273,4.8840754030418285,3.402461557881075,1.4890163470224818
1.8566059319255297,4.550993431219176,3.93800101195697,2.384493887906124,3.110162114878676
3.7396655890187263,2.5867395872985592,2.7470260544994307,1.097720966948612,2.01232344250706
4.471717110514497,2.4770554568799987,4.245671258238348,4.585511256360019,2.0234046399085006
1.0595052528833664,4.736056179782645,3.4394098586971458,2.9238267948070904,3.712526446216135
3.811300795335601,3.885607522655953,2.7757858592496643,1.4533043105936525,1.324567452514467
4.604411127432688,3.1822041871754183,1.0335301938386086,4.771994826961986,3.9998487963959657
4.635560816686588,3.592007086200342,4.906873450793879,4.397449253758903,1.1612568195435882
4.556174118245643,3.523043556583488,4.191280345093366,2.1239218744229387,2.3111317149165536
2.1998670560274496,1.2251005086859763,4.033239357957404,3.208867895392094,1.276619806405997
