q,Ef,B,v,theta,F
2.582148184212119,3.237579530553157,1.5801983282930463,2.1764211276327523,4.305297570682438,0.2051895302156974
2.021864280260892,1.814900323913681,1.2174027906383509,3.985559603121669,2.5773016135608477,8.916115601456468
3.9638778465547753,3.276940844264134,4.8645185670240565,3.535215275191764,3.430395890782196,-6.425005881202398
3.1944622602204915,1.695399254803161,2.1255091326329314,2.318628155317048,1.0474604062376742,19.051931940772267
3.046079030043784,2.2503774635693574,2.858886306501103,2.7450254412153576,4.561844113326927,-16.779559820241964
3.1650774490726006,4.983246927539967,4.571614661515475,1.8815705354703125,3.647556708220942,2.577541146500502
4.74546798773071,3.7555612865985184,2.4970506229631013,4.374582989406955,3.738161382720679,-11.300718502945289
4.623944735562345,3.2448066357355847,3.233352625788957,3.276684037324285,3.196227719493528,12.328610230321557
4.712598319043408,2.2828780793338512,1.076946853534797,1.673950890513238,1.388800071495282,19.11364148507121
4.994811362794287,2.1455527746364185,3.734500927418305,1.1242533106487236,2.069279802262193,29.135501241410196
4.88738451838118,2.1453440745299046,4.122064357007469,2.586637972637909,1.7169699618817642,62.04009652418012
2.056901821004581,3.0671886672018718,1.2153160291730636,1.1728277034158563,1.4414749830191471,9.216242210603427
2.533382112620217,4.555979284473009,2.096668257437139,1.0017581928003696,3.455585255771439,9.898600188984137
3.8790492744098097,1.067987821877018,1.847054600717799,1.598464419432104,2.081489545085282,14.134183000930925
1.877802524417362,3.295816675952456,3.6311032218030976,3.85624812986113,2.219246546090629,27.14560324959125
3.481556659623225,4.2071059263929484,3.0947561491651827,3.334734489595889,2.3829074545507063,39.36618655397152
3.623781998825328,2.4299849535000537,4.363749394941353,4.063675948312246,3.172542719437676,6.8172010360289885
2.750519084284005,3.401485894103547,3.052050369166216,2.1031881368758945,4.483642006263125,-7.839921827080621
1.1394093848994171,1.3873779414498286,2.4569115542900657,1.835957838071009,2.420181686649077,4.975234569296093
3.3117990722301465,1.046589475861139,2.089001738984365,1.867751665050962,3.9549638742099154,-5.922959007338382
3.535261758515013,3.5054509986929303,2.717255812886368,3.127602971139547,4.564645719413811,-17.324416076993575
2.492248473930829,2.9220629323105456,3.70705859126876,4.034907123332503,3.015525069504201,11.969634469351584
3.960057785836871,1.3238232135795855,2.924768512529819,1.8707040425070856,3.4629818011020044,-1.601850707193995
3.500444895825043,1.9316689647747736,1.4870633775804705,1.6036722771563672,3.818317776418036,1.5339921917601946
4.3056573016073125,4.658781691026309,1.9267164402515935,3.588720720580288,3.644376813237733,5.713339023500311
2.403663947715772,3.647802656646513,4.819135204900957,2.185847380512325,2.0438752278530457,31.307135668780024
1.1159710819196578,2.158630262849265,3.620910103353865,2.5601235561530835,3.3744542553986414,0.0217213299176398
3.792463627812093,2.651636636675403,2.635851831371917,1.2569553784826484,2.208686679992887,20.150371561956355
1.308989596725448,1.4982359822931737,2.8852385352251444,3.85887456164198,4.306643978992262,-11.429535489502308
1.5673607691197589,4.982188310705038,3.048777797188005,3.4167181651345637,1.899353016828555,23.262451169133943
3.8693415838205727,3.533808793645853,4.352520402139714,3.2676112276060985,3.1536565129771925,13.009641855308066
2.2984235682875616,1.2030708066661968,3.638925009699846,2.4884447424426868,2.884519262487599,8.056853942438444
4.204226599798988,2.813270631875784,3.121160817415035,1.062319173182924,1.8870826878210052,25.075994652566408
4.307471591459329,2.41638515800052,4.8919993417847225,2.325175901719623,4.525107161189753,-37.73118680971083
2.5336125089095822,2.870162930857432,3.822253855104578,1.044995025361814,3.3940495961354857,4.744107155035811
1.451317041665615,3.0196267280760645,4.237255727427218,4.924824692462261,1.263979534020819,33.25379636373351
2.357218701771919,2.965688616138724,4.476907970154987,1.7960024465104194,2.5309280711056488,17.858830718265335
3.421217179364022,1.3922278594574815,3.972915649773374,3.899068165636181,2.0831049992199158,50.95605156037164
4.991722697664661,3.9193166056286106,3.4227109629022405,4.582096497351817,2.776343876678612,47.526517832136726
3.3577688062466056,3.0482291190324355,1.4562182476640717,3.779040543720857,3.090715259134191,11.174963940957117
3.6289562468298624,4.277656624492526,3.190767292292349,1.5953096973643244,4.167585116971396,-0.2746496780331758
1.049881487948909,1.856175584652917,2.1612362623256574,4.463442815205207,1.052511537402875,10.746428972936483
4.539586020242972,3.667318912777647,4.291929499244334,2.238636575259312,4.873503224350635,-26.403679406781876
3.500971689499093,4.42514279768964,4.515335639397048,1.377317152390153,3.155059064249964,15.19910819327778
2.1365640436100413,4.931411067349767,2.064638282362375,3.0902611464517125,4.406724402463374,-2.46370785729791
