Y,A,d,x,F
1.0583696534263,1.237006130159227,4.3581801712957615,2.299106774182019,0.6906582300521058
4.943333623229879,3.939494621705468,3.496405529441618,2.1008924519397927,11.701524763532523
1.6526063153113202,2.3310832780183244,2.1010390353040447,2.2071732201647527,4.04696542405486
1.22579492893998,2.827050870843303,1.3970782962065478,3.571505519285579,8.858945368453275
2.6358328411435687,4.052754786412177,3.230832560994208,1.1127039329971269,3.679030295658504
1.5040064161962312,4.0099120406073325,2.6628662811985264,1.5125881978893698,3.4257517188006843
2.52575799406449,2.8074886666755323,1.0298987841889886,4.477146998216167,30.82595615358999
2.385047950114407,3.472917888648849,3.4223735592540083,2.9942741087241336,7.246958478805319
3.094899962418202,2.624590162196586,3.669938392854149,3.741243179172501,8.280666168265777
3.286685811114584,1.3530033074578718,3.2586137227190943,1.510154746407911,2.0608463721032275
1.792827361458058,2.27084553449638,3.663705786547278,3.923220064994287,4.359615067260498
4.092259432075165,1.918676616348512,1.8838467895629452,4.907836216092336,20.45546812048826
2.8687363246815067,3.064009192888289,1.5202803560638405,3.3619357244395416,19.4377690939793
4.921849288345374,4.004266139307699,2.997139603528132,4.7730321798464015,31.38619262283909
2.4800230289361656,2.548090030202724,3.522221312956765,4.529047079200021,8.125697989561393
2.537894219018757,2.2026903580281827,2.183839339675688,4.2815476185044,10.959911836713552
2.075103652656997,2.0081779068670405,4.391572443676614,4.187951576909368,3.973960810017408
3.204172148223383,1.4107008261102123,1.5717728154778454,3.6253721838925816,10.425900761470963
1.7335578933273688,3.0010938025533096,4.813643686485318,3.611744903285386,3.903561701626396
3.053154037696889,3.928651825458133,1.8576735378524072,4.784370236936249,30.8921149789296
1.7615273641153897,2.0545886044803647,3.5923669672548217,2.2869003139435065,2.30399116233262
4.708607524120814,2.3557204358629638,3.0851252594527003,3.191795292541841,11.475681073298126
1.9664199554284971,4.38563523608188,1.2745702772517529,4.784523057496623,32.37305205723671
2.8901748498115625,1.9729615699868672,2.678636991133618,2.845762786865077,6.057976404301664
2.348214270019931,1.0481509525121582,2.062986994484915,3.7679192689397527,4.495382548010866
1.4456603583606964,4.314587913764767,2.413202055983753,1.1558830227546797,2.987622993765777
2.037416902746571,4.936675930173148,1.3021120369478618,1.890434574107413,14.602520393634911
1.70972131250408,1.4587137990946508,4.761744637427962,3.929661745338462,2.058185358678973
2.1107002975700424,4.747426502793638,1.988610027111668,4.129210674892315,20.80665364482505
3.195226784947664,4.1761273406662935,4.70382008400437,3.347910961873366,9.497266359048762
1.535219124911905,4.587001219476319,4.026674031500904,4.687202600600202,8.197217897698458
1.3456012784721063,2.507995570237951,3.974954776243172,4.20786263938977,3.572502312193396
4.991588903699105,1.365415270897219,4.839664816031322,1.7352642193810373,2.443733788760863
3.3534181612209406,1.3556998504089828,4.275890724488844,4.558928844803029,4.8471613464893455
4.900997460493032,1.182884267263255,4.818693426433125,4.655682376688359,5.601196133395258
4.497138838600601,1.608953984297712,4.990829480175496,2.0368542489714017,2.9530251161074816
4.028638375832317,3.9261685648072033,2.867016170733304,2.806513444591177,15.48332434431904
4.861558784140486,3.7041693550839994,4.301731838418329,2.6516217972474285,11.100297601955338
1.8227280363875769,1.4298176106967393,2.013826942289489,4.55542505930249,5.895345677010089
2.9130413425889903,2.025562232544686,1.8196687146451764,1.6775469382492003,5.439695521497323
3.1168475324140865,2.0931556261774147,1.8498296005828565,3.479890619183523,12.273005993487471
1.5897453351626671,2.237181510433073,4.485727542593075,2.500360487155493,1.982432990201816
4.54075007954318,3.449772678405919,4.401960447215898,2.6117118623494164,9.29388304942306
2.798181984923165,4.219720467661155,3.6496227473292073,1.594553530846611,5.158824662156487
4.237397936510776,4.379214218201287,1.126020704790673,1.2525010338963822,20.640830034916306
2.7816573696024007,4.608827398452332,3.78015775075016,3.1268935320990305,10.604672210725196
4.409259917170284,3.7008333000933984,2.999762780202992,1.9630521658557267,10.67849754038451
3.353034111117644,1.453494309208449,2.52602331266309,3.3190095595844915,6.403574349309811
1.916145610520918,3.2789810612425088,2.0328319173919374,1.6322612010290496,5.04493533036507
2.520212618615018,4.003087408076944,2.094638128363154,4.305829349062735,20.738630020418555
4.451833355184906,2.495675293521057,3.434496282725001,4.541019389523664,14.689847401568295
1.0825508509106747,2.5352138747751134,3.5101028978113376,4.614924616587546,3.6083418236196216
2.90468009299032,1.2626953571534965,1.8126146686720344,4.562640096562879,9.232251237792427
3.5436254022036486,1.6715137931043005,2.025972916570479,2.948130279212439,8.61927638184969
