m1,m2,r1,r2,G,U
4.942255785820372,2.6440319552285896,1.427416320584352,2.0646318138452875,1.671430224966234,-4.722513663304745
3.63833788610489,1.4787577196608326,4.003905800966096,2.6823260484621727,3.134838127838588,2.075454093349212
1.4387270973550677,2.1752249064493703,4.897065495032453,3.041721648711403,1.395476042394418,0.5439688143917351
3.9034237146073374,3.729181415103009,1.3833856547508696,3.240803701623385,4.975440100115963,-30.005742387379755
2.888026726717531,4.480118944870459,3.5454268623782643,1.737804795932172,2.6419599965531937,10.02894158945351
4.385845371405683,3.4207680959420035,3.971099139979401,1.001379156063357,1.6341451497244637,18.30938694571708
2.124531814075392,4.855491699830787,2.101357281254429,3.3616943197635614,1.7902292757111948,-3.294835144126299
4.82354849155156,3.0002887366631765,1.0621859298708642,2.189078418507534,4.733869832218479,-33.202182531198176
4.273480752658337,2.5354363416403696,2.202558651640492,3.763853873828433,3.7378254323694255,-7.627430733468544
3.8015547477509393,3.5455335176186686,1.1276979822846132,3.846295417328966,1.507234863491525,-12.733073257980172
4.036956002613831,3.5442856401871445,4.927821948582233,3.2946725985486327,4.467129609735374,6.429392149414496
2.355833133572284,4.080328149592168,1.437156908846919,4.522312429107282,3.46905736464161,-15.82936196586652
4.112089531780812,4.166531784616338,1.5852363896553825,1.8584128878417865,4.875716972568507,-7.746095384589623
2.014554223364448,1.409029775738757,1.101002664829135,1.0459668233482384,1.4203471263787768,0.1926783685653367
1.925576628417045,4.142746995793824,4.665424929409002,4.210483584780732,2.114073558573021,0.3905723854385797
3.239549767020629,4.113034537866724,1.8790841134299208,2.2788088263191804,2.5829510928249197,-3.21269931743789
1.832146580151316,1.0391095728755868,2.140558747362628,2.209924922831891,2.324376928240363,-0.0648890172795473
2.2349339041935594,2.714856013559387,2.7191976051086324,2.276030940512205,4.521258538966315,1.9643504974759656
2.502737768330658,1.044165963260303,4.527184694111154,3.8026875183614575,4.27526372778962,0.4701816060050992
2.1576823586703133,2.652324655347989,1.0450804083340883,3.2538617812678607,2.89410617902316,-10.75802570521896
3.784912655429336,1.2261546563807109,1.3947694282826475,1.6072115250740944,3.324676728647255,-1.462229894670004
2.927840070636365,4.715446900751268,2.593684182532154,2.0240168253649187,2.40081215154994,3.596818407001542
1.6331554242399244,4.242232689214617,4.992762646876907,3.725692879910264,4.671062910814962,2.2043993616108697
3.610253948424276,4.1308432063633,2.9215990357381187,4.673578770736631,1.0259772124908668,-1.963238564554426
4.536939554054575,1.9237300938372568,4.892072560605882,1.090800061828325,4.63140883022042,28.79461069323953
3.772041531669395,3.680502607974048,3.712420244743619,4.497922312211507,1.7655673805869228,-1.1530446955931062
1.4804333270276908,1.461295286538579,1.0313556405608733,2.1058106355876505,4.726801239249193,-5.058883097593342
2.851239507926103,4.0564045397787165,1.705981283093898,3.1194412057142453,2.570931892712239,-7.897651475436894
3.546893361931399,2.639250851780326,4.299625762113807,4.875456081795415,4.099830819979568,-1.0542493966830713
1.9396935075934407,3.556944810399747,3.0036850095767247,2.055647909780181,4.680421977577375,4.958124910349529
2.4115686101119223,3.567124951236572,3.788652344892748,1.540268871573698,4.634416661396877,15.360385382066315
3.854407702921832,1.6479561526743405,4.404284707243919,3.094073773880502,3.0664318166098554,1.8727154106586257
3.6081899250969514,2.7046711007777,3.04750098632031,3.900920331501365,2.2093412561507115,-1.547811966984237
2.7898075844706995,3.742819072422298,3.9826427537312847,4.662958646847585,1.212473850033967,-0.4637919074262417
1.0889170476878034,1.1191828942746018,3.4000756247983497,2.020081455420118,4.837885308618409,1.1845986190191706
1.7132182918975372,1.0613573651467525,4.937093640072982,4.384312679168689,2.3839263719977417,0.1106999363781621
4.854457849742352,4.301525991789199,4.524561740447556,4.529939722578549,1.6109387233948187,-0.0088265852489414
1.61788610190013,3.2941716376951247,3.11004955175277,1.2500144561451436,2.193532646867055,5.5934152865002265
4.659496853545464,4.319477624506258,2.8981928877179066,4.144841737218182,4.186499069479776,-8.744402750495448
2.993615597887157,1.769794712286402,4.523276227907424,3.853308762339601,2.98108972257253,0.6071007462321565
4.478571986251424,2.1868268833844646,4.921858952780302,1.246629589893613,1.5484264946796218,9.083692203421675
3.8368458374239975,3.738488163078677,4.850653215357406,2.5035531952762797,4.97347882112403,13.788123956254504
1.3486938524823775,4.238601884349714,4.422648038394444,2.4800200613257024,3.180643099753547,3.2203495222892555
3.937589896899561,2.804292498523212,2.1078038294095585,2.002847525353092,4.713649392083744,1.2940215826475236
1.9560523541810508,2.2301690681298094,2.3977673241679045,4.227802470831556,2.8771629211424368,-2.265793999109461
2.0634008634838032,1.230760417588579,2.0428526781070016,3.831062159561844,3.7403751179186937,-2.170373280409969
2.8822594729873825,4.854437666254583,4.519322514376853,1.81710531190838,3.086442826832091,14.210097634827015
1.8784738726006007,3.1377984912450367,2.845451553610718,2.525267895655333,1.3685082240175537,0.3594331501022206
4.983603358267014,1.2230572645336686,4.519387270947875,3.446511210365834,3.649601215503084,1.5322371055299704
1.6555259535775693,3.906963468104232,1.8375071016845097,1.694515954884408,4.490750501516634,1.3339167673727266
4.472079700051299,4.846653910710937,2.558512172500255,3.0032784465670006,3.022145885908355,-3.791540763970561
3.850195769659825,2.241620080465572,2.9967545406588187,2.4632859752302743,4.895263622668163,3.05325961258544
3.1213060539137443,2.1537076922153875,3.307705003077195,2.336456601330609,1.6542757063152074,1.397580505937137
4.836558907851414,3.905065682952398,3.122605423992379,3.6883536933790895,3.5663664017045296,-3.3087529994628637
2.284999654651792,1.982188959863988,2.786988763438384,2.7174793383640496,4.002172876149648,0.1663677962737459
1.9810373370858103,4.024389801971598,4.249238192196417,4.457427661055329,2.3052276641767486,-0.2020086194107939
3.765907710005882,3.381455491464909,3.310763265271817,3.381303577190258,3.7665434330640224,-0.3022326727455843
2.9882118195589484,1.3601844267043126,3.565779523012903,1.152225394656067,2.1062800203071137,5.029101481393581
4.091204951831603,1.4175707845357266,1.547273273335914,2.350393168950396,2.5578529397301986,-3.276003874564509
2.046138710197864,4.197091921485081,3.5119351145262088,1.4905205797163543,4.683778311826329,15.532837824006396
3.109555075419166,2.0615006141087187,4.114032621725802,2.802252689427187,2.061595308516084,1.503734265548845
1.9140500925869055,1.1574676846510266,4.295485389284961,4.861270549855875,2.273523216570488,-0.1364743649618275
2.48637268624202,4.397937186509257,3.4145855861405163,1.4729625826344308,2.7923281702516727,11.787369496477377
2.302823934507725,2.862334164960772,3.372583720689723,2.182118076838389,3.999946265907712,4.264922131146881
1.797803911828781,1.6049032206734395,4.0358245255829415,4.2475925005411845,2.4094775207361083,-0.0858814190196098
1.4597060491202851,2.9516530002020707,4.039020639519919,3.2973129255474203,2.3733016394610043,0.5694822671775116
4.571130041453447,2.750703270692851,1.1166933158809225,1.616393412175567,3.982502924328399,-13.8628290719781
4.325743823193196,1.341769632833567,4.427837705896615,2.7708614928189053,4.629381960816767,3.628871019248255
3.3281073789341185,3.074709747622104,2.232820066958277,1.6166871162126246,2.784372545275478,4.863215662382901
1.4162976671572345,4.637255492238161,3.019248460435019,3.2762241512600703,4.878757326504724,-0.8324235567123802
2.8265416678070663,1.939905313717178,1.293836910472169,4.907831186322257,1.0549211288284497,-3.2921091315823774
4.165690509385627,3.4079474575549025,1.4105988272607886,2.113156296177398,1.589493991233215,-5.318455113529819
1.125928135214752,2.512650453163753,2.9784113728457413,1.3702701668823352,2.5316272765944112,2.8221221669493524
2.5438486435808088,1.7530321603914287,1.4001317278606815,2.0599511932308503,4.972573621221383,-5.07296269602719
3.1146935262755866,4.425157237022526,3.794449563348158,3.4873063877045447,3.219959069231035,1.0301402555842694
3.4970353230349125,3.4641553163276657,1.0071461086373317,2.8774782431505708,3.607539961746977,-28.204781077932005
4.307096772794697,4.992465325725725,1.342006612018869,1.1540110199046645,1.3096278475770502,3.418461106960865
4.900877503781141,4.20780520744893,2.4638339254510435,3.6981633138816834,4.333701690318174,-12.10659572103861
3.782118922838496,2.888978998965927,4.592096488929949,3.6838990664037694,1.01881893924297,0.5976378743880817
4.974382676782193,4.279601646894523,4.17195511164338,1.2772817149699218,2.8110856819961776,32.507971411251695
2.379208521192432,1.068889333547209,1.3230170692036354,4.51141731297006,2.151780245122862,-2.9231934061966145
4.795665938373235,3.5963921230602027,1.5738675318838178,1.3946935337890165,1.53735556233763,2.1643042154291456
4.960161274547112,1.6834905761135617,3.9862378937361687,4.745493082139568,4.693593112368955,-1.5730956688553075
4.555653177674614,1.109834268019597,3.470794175032453,2.654294025479423,2.1598791323677933,0.9678690708276037
4.53397926866346,2.143562608316997,1.0445245536467294,1.375922475559758,1.7337575286461449,-3.885449110734423
2.431664649042944,4.745056476210896,3.487199423979493,1.9010201374915847,1.2809537464035552,3.536448091183621
2.8363078839112474,3.0048123791616463,3.557139584456898,2.6440501977133,4.303755442014205,3.560910088461772
1.3992106568402218,2.327256695982016,4.8357322563743335,2.7289852933729257,3.7911614299546983,1.9708274584365677
1.4177564209109117,2.1036833508493955,4.817640893358789,2.314922259607694,3.829378272481204,2.563016800820668
4.53609348656183,1.533956710303111,4.167204720188767,2.6996274082008256,1.0126094187329686,0.9191563394660216
3.8453590554439168,3.014993360898075,4.766145948024233,2.412458379465677,4.6185228537764775,10.960945082075073
1.631254241383853,3.429012027368224,2.228598401415813,1.5943081941230393,3.583439592808509,3.5782828231841446
3.969419442536933,2.184075687587233,2.3295757278913256,1.480919681194464,2.6677132530634333,5.689278526057586
2.220673979767411,3.558474773205573,1.1397493201210422,1.5955800285947022,1.6367670636700966,-3.2419866216213955
2.281494295225561,2.6168539195215805,1.673786184738491,2.4507965775382377,1.3545973571882222,-1.531893856417336
4.841885147974169,4.506156165781622,1.3686255547701849,3.8585857600167808,3.723079014859956,-38.30033562192361
4.902863429476343,2.8090730877353423,1.8893009444984568,4.352019179495993,2.217813456912022,-9.148726257704178
1.0508361694597146,1.4374181938735535,2.8818533620476594,3.888453226364162,4.245415404483081,-0.5760317890094784
4.594982408178772,2.38764455430795,2.590414749918133,2.3265418547756926,2.121000483575256,1.0188468398767423
1.9697884069126677,3.466933907294848,2.752831856543071,1.6077035778331763,4.129609657643821,7.296970968054931
2.8404724381009085,4.806066257077081,1.530440596562174,4.399246870903847,1.6997986896797532,-9.887448498936037
4.068734131742557,1.2257778982461571,1.480513227638543,1.2208098382029484,4.129318183812587,2.9591484483329697
4.67501823278746,2.678410405784334,2.4026716848685066,2.1188697558674843,1.1705912924043256,0.8171134749709985
4.348727045189635,3.622825114542112,1.9766542992090823,1.6277904496320317,3.099138600526845,5.293918726821901
4.710548132707933,3.851447884998107,1.5471659930339356,1.8538508317907465,3.5005250143050226,-6.790617471795691
3.2033428947587668,4.45755950127643,2.159090856824589,4.6258485000408704,4.464307891404765,-15.744137587941625
3.976228222044079,2.009153664761657,3.412642315572972,4.038082073441387,2.372922781203432,-0.8603747073764368
1.3921742155950292,2.7069998913481648,2.291617729413116,2.974595570679306,3.4046761096077067,-1.28556529771878
1.7015666380044867,1.7059300160142876,3.8022120461328304,1.2299085961024696,4.390990831354784,7.01109307853196
