omega,T,h,kb,c,L_rad
2.9627070658249,4.102945981205715,1.0546481791212368,1.9118573182067145,2.5131896109182144,1.0698905436949735
1.940667569984686,3.596503138682411,4.497283843924987,4.481608949964361,3.9667580010158408,0.3742806495409397
4.119998415340027,3.328960016339608,1.0981142305353662,3.800499703373869,2.5237947883367298,3.3198489970915546
4.519853351288012,2.3208538604270785,2.907178550858456,2.1227929075089373,2.309144209343235,1.5352218685895158
2.978693885665621,2.765088162318313,2.389977214226578,2.617647058063876,2.7573068329318,0.7906181247279713
1.417424447120415,1.9679476576447497,4.1657722049455,3.440265164864231,2.2362815616728637,0.2568990635176816
3.6209986640791705,1.1598174466449378,1.1151718013785523,3.572509944768328,4.431801099876399,0.2590857716034606
3.939882242353333,2.0959315496945834,1.1343895797314136,3.665329113008829,2.745414770385998,1.529958164272488
4.770609265583122,1.4029304552219792,3.070871033561753,3.237312900033719,1.4567769883654045,3.7761211444263862
3.2514838048560937,4.82177769499183,1.69767346085315,2.3768365965009357,1.7542369786862562,3.838321424444656
4.4563403995884645,4.161882729795403,4.1886090948007695,1.2824465731793184,3.613605176731911,0.6146814006394554
1.1697525332260232,2.995595317607303,4.987737676874737,3.562715174184357,3.741782299646492,0.1011498352665487
2.502809991913173,4.4277659613153695,1.5384323283789478,4.37673427079735,4.706943280705213,0.5464219811229054
4.809457778614645,2.3270035666686084,1.492305504908677,4.246240729829597,1.9781441000645452,5.582560418677211
4.121017146149233,3.3310061438913143,2.52517373451924,1.4499485289635556,2.4455771423484136,1.1648910434831925
2.9912924221071044,4.408948730561533,4.634077887951468,3.480045792761816,1.5788615814071272,5.1886297723417245
2.2287264390282093,4.008283719868652,2.857220554548625,2.841467085467708,4.6844515238365325,0.2497647361428043
3.280764751089811,4.177331130064105,4.665894562748321,1.821206834240824,1.109067545083405,5.722684519677699
4.222361448476299,4.124905405919516,4.53954920518988,2.015060721255299,1.5402117897371874,5.238667322448106
2.8383845205946803,2.583456675840469,2.465383728109936,1.10161477382035,3.0679688927296764,0.2016636020903799
1.6756066231781293,4.436547690486902,1.4506103110142456,1.7069598520104263,2.4466440238284504,0.3507773780453503
1.2441038374781883,1.5798068712825968,2.266620577732137,4.261788623241218,2.774476066243267,0.1326454022952379
2.1996942470832472,4.119260065766568,3.87091155323074,2.009418655431386,3.53683022311544,0.2985722684335342
2.641203688431607,3.6869619630834767,1.3200377912426138,2.9264928401743027,4.100630033645332,0.4419812800147714
2.68585905540715,3.3034920881364944,2.317891781425801,4.881217643613189,3.089092023049205,1.1975543960143566
1.915398660246547,3.2606534590773397,4.745731652170273,1.052054395602834,4.3817230556379645,0.0533923795496377
1.269803731712785,1.1385339828568108,1.4049397344374412,3.978871366282229,3.4177499859361906,0.0613928135088077
1.259535759862703,3.8791812501224254,3.2840869381666526,2.0995039620662705,3.460008582881396,0.1049911740877774
