m1,m2,G,x1,x2,y1,y2,z1,z2,F
1.2738418745124291,1.215159312714463,1.2122613933792836,3.50077472711797,1.8248756458053712,3.728341443622082,1.4853889134232017,3.3303568829157206,1.9592440908037263,0.1930654154206188
1.799126607357561,1.6028876478911154,1.3873380274178229,3.063141938224746,1.7542728407301889,3.5043105672693917,1.449655976652548,3.48096960752994,1.4044721366988548,0.3904522491786914
1.4794360709507193,1.3056178397601184,1.5018525641716334,3.944324440932104,1.2814281935175884,3.1123775450117472,1.5319514266688423,3.897608017622346,1.8102684241996627,0.2080164653429823
1.56151348021887,1.1515039922988115,1.376108709878488,3.965281376692125,1.1979684349178417,3.9369463617549503,1.0351386207396909,3.332495976704702,1.6949247856455698,0.1318947952033212
1.1737618505964351,1.6890469018751737,1.1622473024729465,3.697083133174565,1.3225210258127396,3.977139919591953,1.2828660871095243,3.106244871938181,1.5347197790074874,0.1499413185577883
1.772128422997782,1.139132408686884,1.8362859205237132,3.3699566966286514,1.7968321795426296,3.0669500330605883,1.4582423313914896,3.4930204197593366,1.9272116759740197,0.4933036627139776
1.3888356561388502,1.7444972620575314,1.871913104494504,3.0519977580024094,1.5909340064749242,3.3937296444140044,1.2006836063538966,3.237226156743225,1.7555083009059584,0.4962236501735795
1.764567620171439,1.1789940817705862,1.046831579322371,3.169099835819233,1.470138031291012,3.797553608580973,1.1054821705270943,3.340628458297139,1.1792305187068188,0.1470983319141821
1.9218761547912764,1.0800617491758795,1.401514540932962,3.920980843348092,1.9249901031808607,3.3434490229943177,1.9586924048202123,3.749575440180633,1.6489090822782153,0.2820529255855627
1.7251210228523377,1.231138293431199,1.0334029794843258,3.708172819023759,1.2244685567891826,3.767244394054055,1.49338984422321,3.4280781460768184,1.3179594218887027,0.1389838748506954
1.5519071912111069,1.767439974705916,1.730594334861173,3.2169930794156905,1.1236175560703123,3.175448322296034,1.819846090915508,3.719547333349412,1.0174875388759672,0.3510724120941821
1.0004176287394897,1.8842987362954595,1.49265809008726,3.252324350099979,1.10275465794922,3.519269462287036,1.4421775163027553,3.91674253763108,1.9715593596487708,0.2212324162927911
1.3014361353835078,1.3768434065334472,1.0268390502454872,3.8228511153727034,1.187704119704838,3.1996292700185167,1.7247328101320272,3.2810825090852576,1.926565365007996,0.1679715093503686
1.3704507379554505,1.8346323133312947,1.5663037898177736,3.316421384838557,1.3641955143853384,3.4446889461710466,1.9381801578521476,3.516823285830051,1.047614306881443,0.3233862119689213
1.845933320683598,1.2263657787103992,1.242471030209736,3.892538814947538,1.03258111286123,3.8989567492257207,1.1871931820035706,3.616981973994816,1.0211003473416589,0.1262904393010121
1.967466694520496,1.716475663564951,1.2183299837064323,3.4351545760545763,1.041573336406012,3.767473711442053,1.5200174178088424,3.4326539627660164,1.7474410661632285,0.3020823984210409
1.7371987927024868,1.9321435560031648,1.6749401338511754,3.942058490647952,1.3973585885804112,3.5725344658647997,1.8482614057919895,3.1959143814964395,1.7789736956534716,0.490729824111411
1.101785861678148,1.5721838892603544,1.3627968318578805,3.889349699192726,1.2025132786095334,3.5394460973599777,1.0586282536310685,3.085065229057135,1.4692335756593948,0.1476840890279905
1.3187237818839026,1.191788494695671,1.9773240121074245,3.1470083970331,1.3541573551388013,3.75189991965918,1.7205746789816263,3.926067027639728,1.210422130889504,0.2111840088159269
1.2826270322204936,1.339325321802105,1.9394055460281583,3.809523150799505,1.2011900446674808,3.3086868824832134,1.580513099371971,3.291460520658696,1.5670544554010557,0.2610256540241174
1.597671641686215,1.829923740716715,1.322526531525419,3.433925065870337,1.9107173087781293,3.772559399629516,1.812609750541473,3.945982291563381,1.1607239561128728,0.277785611856943
1.6559210747029316,1.0433428840682242,1.3094945721117373,3.513990992814433,1.3145244702314138,3.415753674553714,1.396950702092223,3.3803566842350574,1.0082584927614515,0.1555979780356298
1.6628579123710416,1.5871110940566266,1.1526624448059386,3.787618523328147,1.5416477655036045,3.484476041551714,1.5833456794296916,3.5643182147247616,1.507337688224009,0.2360025755279685
1.688554063121875,1.8183242890645863,1.3937190181748496,3.254617558770229,1.8740871495018383,3.742133764873389,1.9700310288570615,3.488285903716804,1.6022281586256306,0.4973820432460537
1.0821842394208532,1.0588644763394743,1.359516647604133,3.5677954426022,1.6324090219705651,3.234518943398733,1.512816786821609,3.419379294018793,1.2279728980843752,0.1353213258051114
1.2751913654648712,1.515803197747924,1.6770991544376397,3.7545161599064776,1.5379236696532077,3.017577446679115,1.7370669203328184,3.14172996701536,1.2876465316070536,0.3244775880367063
1.222973367126448,1.518247773647894,1.4693258408962948,3.1605293971860853,1.6749385479444805,3.35353293870416,1.945741174646638,3.647726526024817,1.6289921722860794,0.3301260356245741
1.2615561602506906,1.2117119874105335,1.2623730744468586,3.854789604029448,1.041538149524496,3.638482970521952,1.4634642639308495,3.743140030946496,1.8737115408664728,0.1195622669509414
1.9053429135631488,1.70171838547148,1.1294416473289406,3.585071363122969,1.1248093762827645,3.38502921153925,1.903254181278183,3.9314153978646833,1.021915478044824,0.2191043996240531
1.7507352594071517,1.4694799560797085,1.3249268728565005,3.9760826715035726,1.120914399286641,3.962814790548932,1.087287461083188,3.0905389100692635,1.6730308882990967,0.1849487378371734
1.955813101799462,1.2596104908222698,1.716632037535387,3.23532884845238,1.6305008225624171,3.3808920792898807,1.7675124517830034,3.969475358865152,1.5076225907106535,0.3762755335819726
1.4323717873769215,1.1835368600723293,1.3189304387566798,3.965479669815349,1.2251047863956908,3.44787942834656,1.5778855577570003,3.1349258739404657,1.866893713311185,0.1772521700439548
1.8539189523087591,1.2327512318657456,1.2254024836588857,3.787304368112745,1.0092914902012473,3.213989051885658,1.1862210751518292,3.4517036125725884,1.212359627432524,0.1662659516799911
1.5305451543121962,1.9640216289988368,1.4088179300596817,3.636680742281736,1.1530512203432692,3.876876175859388,1.9301642081286736,3.0075206129874976,1.5445697739568778,0.3500434211969676
1.5922269861202714,1.2832619542188972,1.3751550144072668,3.037395933704776,1.8066858573795388,3.497210229865347,1.7997996627293285,3.863158512631033,1.3427442283352784,0.2614150801959727
1.179342649509017,1.8641253954230288,1.870140928201419,3.130505874177519,1.3521324252113804,3.834894145825444,1.7991321618612413,3.504682305326269,1.152942821520842,0.3202617173465261
1.8350477471249704,1.6499443222736128,1.0886465628732087,3.0009005542902862,1.7159812769906997,3.107606267122252,1.8550635715042132,3.896639145476192,1.44981735498511,0.3580090648143293
1.786832863420718,1.6353086487675417,1.687636391528628,3.749736553246464,1.2125246399787186,3.380618320420297,1.3883798140612975,3.2076132962249297,1.2276719440013233,0.3442061403592423
1.1461617075370232,1.790290914013188,1.0604454634411675,3.219259864069582,1.572746404192449,3.2926716929496,1.1228168980903608,3.299559291524695,1.794680333613509,0.2247014535939208
1.4169549466629832,1.268722620444403,1.1914515580458316,3.5679984063975447,1.1382241953418426,3.3525174485343,1.9195186402536843,3.276866730397104,1.6801112765530994,0.2038561615440301
1.907068049555595,1.6799040730162085,1.263036617452371,3.8883839777315856,1.076963848486773,3.057500973329309,1.192697221950065,3.149137741956044,1.4345183621013973,0.2825388903310402
1.5061861435649566,1.30801367204357,1.82685470518447,3.597403492880714,1.3954685913734788,3.9007206074478873,1.4416412497966342,3.118770350334334,1.0887387358249443,0.2396750555110043
1.961557244810084,1.7748144621728217,1.4382891812464451,3.679693546755236,1.2886557162707084,3.3102021198517297,1.357513998936553,3.2299749397196367,1.463386665690575,0.3958030943618901
1.6386499750087866,1.4403988375432573,1.4952431637840626,3.34748749692026,1.020867018204314,3.9527655191505726,1.6298012780865574,3.4938776967137635,1.165992502864666,0.2174731993156433
1.95666286300476,1.037737191273314,1.2370096552243082,3.4093538703271,1.671921716395249,3.3798839994938623,1.7362770290138152,3.239030256819543,1.430977596216827,0.2794196460840131
1.363955514310928,1.6641839419823976,1.6851976398721975,3.565293279057133,1.1180704187864348,3.2274911780124778,1.0438770980198706,3.772650388884776,1.370681005777182,0.2314572427672331
1.0495934521919206,1.4760085522860718,1.1953512417866097,3.152628443105609,1.6693662654792298,3.2894768809213244,1.6393259706947187,3.914281136537224,1.7527965080736605,0.1929998183999522
1.7058375583571714,1.077397079917311,1.066726526986415,3.330474433507929,1.5407912256182774,3.1259951385840528,1.0952124778513812,3.62938715723442,1.9541872491790784,0.1934701608391777
1.0117661160099538,1.4286173208843231,1.1846393814614102,3.698962179126116,1.1864889571405983,3.7084717140284433,1.6979882696942212,3.8928744470054393,1.211104444286562,0.0975871878902688
1.551093834664269,1.3278049593783434,1.0848843162898545,3.548951397713668,1.6401616501833174,3.490773720386646,1.9845149187054003,3.2078643666936157,1.9276584245865935,0.2958956634905529
1.8998742372002375,1.273581372360321,1.2898495820659106,3.567805031206481,1.9196401893838324,3.908687104509463,1.4420872728994527,3.0616227534568163,1.74071332807322,0.2959572975478144
1.7931169607079585,1.084720824831945,1.77891308392434,3.0772480399139197,1.046090808861114,3.153552463398833,1.8676174599317408,3.896979392460432,1.1252756010552043,0.2570310544075435
1.82836199971113,1.9065617855197172,1.798530117622335,3.203224410796927,1.2443345547980649,3.74594766017356,1.0700431271192714,3.2352769598929765,1.489287577952501,0.4463465059467275
1.1528583988909686,1.5051586846195757,1.0678413995317215,3.2434210713124845,1.8204999857525703,3.3404652099865286,1.78926036157694,3.845434073102899,1.5925030619572789,0.1949117435932099
1.6371132870034888,1.924195622666008,1.269740384178777,3.367773825087564,1.950578417128776,3.867449662891292,1.665356431667523,3.1476138823892894,1.8195747046238997,0.4639464323101778
1.906648033611741,1.681177901415564,1.7175229276365378,3.073321370181444,1.2017374446433269,3.375111392938777,1.615278042393574,3.442436393651458,1.921480974968252,0.6176689420797373
