q,Ef,m,omega_0,omega,x
1.3974410519021057,1.519508332313722,1.7264822508960362,3.1813957808803197,1.96571257767912,0.196558005956225
1.3901302550834684,2.391141772797073,1.7813569018430628,3.796965703522052,1.9682196153389944,0.1769877462934999
2.4014391840538543,2.4756828502509407,1.2580160674418337,3.5071171327905724,1.907034191378864,0.5455160436068969
1.1406458144178568,1.5228520977557094,1.8218712255032885,3.924443137019151,1.243928951912824,0.0688206829528004
1.153136246260459,2.600464283691606,1.4325030369404668,4.144959079820813,1.8793534021675435,0.1533713182122202
2.399896973305082,2.0878044138371936,1.0699189931972644,3.9079431399797726,1.590193170969593,0.3674932999337565
1.4179253074217688,2.2396478917914706,2.982378661097448,4.075924941593817,1.0523942624304188,0.0686721883927485
2.0780248186920023,1.6900730030025988,2.801551378526188,4.984571942496122,1.2984940175390691,0.0541279366313985
2.424575401130053,1.1534333887651589,2.790859119979811,4.460046913353397,1.4930882463238744,0.0567326487205296
1.856097141844465,1.1564168665571193,1.814316470831384,4.166208480866612,1.4258478289999088,0.0772009806745089
2.250573106250304,2.7911820994857965,1.7875256232197432,4.449078482494191,1.07561623558079,0.1885579643865882
1.9577219077910013,1.4441452419247929,1.5009125749444132,3.390682642670164,1.989760345905476,0.2499046843478801
1.9268889978560644,1.8353804635938091,1.595149645819909,3.218102443419593,1.017844255243537,0.2378796206556606
2.1759799795646777,1.144501438097644,2.339845697388488,3.042284675632475,1.0637802801226663,0.1310150492966408
2.991416239443636,1.3864010068468708,2.011818748253381,4.16404033851234,1.8664112822499064,0.1487808750164767
1.9873519170341527,1.5378674586610588,2.6911181896909544,4.84552248584489,1.0057933156429917,0.0505483265616642
1.6634248483699203,1.6966265408666652,1.1613773215333347,4.271471303262242,1.801762332627672,0.1620131746713751
2.917804575716823,2.0346300874759,2.454004442404181,3.638597890864231,1.8812258262280876,0.2493890564786761
2.553999331840455,1.6895752788336729,2.1148134569648787,4.620619689412636,1.762009484574108,0.1118334461319372
1.625708742748062,2.681873706311697,1.7308307526012063,3.692497432352466,1.633768438681381,0.2297229785136058
1.6067583617374472,2.742416632255255,2.6477839997999557,3.4270792721561096,1.533852982991497,0.177188538717349
2.992221884560992,1.20133555214621,2.864911085626729,4.422916171425177,1.248359235678992,0.0696920305472538
1.3625647188380643,1.294758470049731,2.186613528828505,4.517958468539883,1.7353011510629517,0.0463668596695396
1.944310206165858,1.3947945920804654,1.7025250155200269,3.414171028971545,1.3457231993368255,0.1617858128184811
1.7961994065400986,1.8765151500325064,2.4837860708625623,4.310448168361823,1.8526038869892631,0.0895864311706532
1.4480622983382725,2.896085139976676,1.987726450861664,4.347267409321135,1.69324333609804,0.1316022867300475
2.9861310874806923,1.0403242294502908,1.5710430902578931,4.816155713924465,1.358931962360222,0.0926230054690105
1.2727107315393298,2.543391244675118,2.137915123263244,4.432970421095658,1.7741998251172673,0.0917440471345428
2.243917181842382,1.3014180089603926,2.526927101397366,3.434602941113275,1.2108577829900358,0.1118708955828969
1.2396595046256855,1.3645917954180238,1.2372928997230874,4.029829295745106,1.1216007243948596,0.0912591266627861
2.333086195625476,1.862731158624271,1.443820928239295,4.794014926240309,1.327267094957215,0.1418413934857486
2.428325743507437,2.876754057838641,2.5917335316770904,3.491388777150952,1.259770960087579,0.2542142425870917
2.1210865988248107,2.9930866923887303,1.797792454756785,3.6690765302214263,1.8246997017644264,0.3485118257305548
2.2288903582531683,2.359602976566962,2.8869112621547197,4.72133333499492,1.804160302313205,0.0957014780976017
2.0256289703012027,1.0087467144048785,2.499957604871381,4.530699186102964,1.0133287292117594,0.0419146524173965
2.417917959667278,2.1612964825278294,1.53707239011037,4.216459754573446,1.350538613403707,0.2130964702363217
2.791707258520995,1.9566574751353605,2.0771783473693533,3.4119307062018622,1.694606377391653,0.2998693530792684
2.7559507162648726,1.0049233787496237,2.401688350305737,3.5344580428914982,1.967618665367441,0.1337631929282268
2.9875652375735733,2.356127613118506,2.0531603190498364,4.022859364161117,1.025271152149738,0.2265639446086874
1.000179962841858,2.5319738468998945,2.1763619674689654,3.4948683090930635,1.2104172715956696,0.108252614882107
1.296468032087934,2.686987142905961,2.5513621107450453,3.2436573752408533,1.3224934450177035,0.1556469528731584
1.2789296234398186,2.742869600320448,1.3170802119858802,3.8007645874799767,1.4806197684447335,0.2173585433313742
1.2443775977152352,2.084242512338358,2.228775378238425,3.122197102053468,1.315487570985852,0.1451407481795224
1.384667286776313,1.2625537610365094,2.162638003449388,3.1094612828272177,1.9653645785660343,0.1392283263457593
2.1918968440838444,1.9814828989196736,1.402583766421148,3.457330892029145,1.7754371409497114,0.3518451685859908
2.583408479746371,2.716389382172524,1.831971948495247,4.963769339312371,1.1644406602349129,0.1645226819745685
2.9232509888219385,1.5657998729978198,1.266766575366474,4.150425805885039,1.067719116560729,0.2246246543292164
1.916850885279616,2.489223968596984,2.9129208864337497,3.3877692335303387,1.0587336546956627,0.1581717474465678
1.4534607218805806,1.647015337214337,1.0985697098024978,4.34913086056608,1.7493186656518511,0.1374396095591285
