epsilon,Ef,E_den
3.624988585880857,2.3009304199983736,9.595853731008027
4.480433640990116,3.690005606739797,30.50310894472164
1.3179317664239214,4.190428820958014,11.571239070268646
3.5008627298714896,4.597852569437342,37.00455359982086
1.8328402472054304,1.8634493063398396,3.182216934042048
2.294065775853224,4.051684337570299,18.82985932209936
2.253950147626455,1.701321874685314,3.26202497993473
4.854910264462534,1.6761058968467228,6.819524899333587
3.4124316642185684,4.715598586156091,37.94089969450353
4.055308140843291,1.808535342886992,6.6320511088691445
1.7498951964231175,2.2066895322116595,4.260538685733734
4.722865857098717,1.8690939243790208,8.249694504858315
4.182058779998018,1.546843572623839,5.003258376995123
2.823863648940086,1.823004183310504,4.692335513587412
4.098305358754102,2.4896048795782995,12.700919730207069
2.8040505644304416,4.789532056431388,32.16192344639876
4.39281418311249,3.657431720802395,29.3809133010548
2.7344763903138487,3.0236370900510647,12.499812842875548
1.5610085122981223,4.2799252537155255,14.297089781572163
2.0608006938889414,3.266347854296629,10.993370467308726
2.4122304660666933,4.777260142180904,27.5262205190814
1.46534596734941,3.2922392728230547,7.9413248243963395
2.51607175521897,1.6998051282696045,3.634890204928857
2.009928525192956,1.3235911089144108,1.7605902825930595
4.602086494856538,3.5728805065945206,29.373910312210903
1.4350422154513436,4.888720552163431,17.148459313112244
2.27060495741246,2.348986342229326,6.26430030673666
1.9392183622916552,1.9692634683314645,3.7601430545013774
4.776901137276694,1.0824343677137067,2.7984619301791143
4.755874028859514,3.25487286214154,25.192334013660314
4.86590015790988,4.755953653598502,55.03112934367704
4.255338300110221,2.3384407906902127,11.634744557050322
3.5606174423475845,4.608631040024039,37.812831589485846
2.3985748046913757,3.198064230077996,12.2658496093155
1.7052087226535737,1.1628718085276577,1.1529520184951565
3.542837032079853,3.986769550960908,28.155513034979435
4.726593809053076,4.7424543519437,53.152611203360095
2.02633225380996,4.841867335391299,23.75234175022749
2.1923266227280243,3.8856695067402223,16.550342301901452
1.9700605287317488,4.378675795047155,18.885789945045893
4.711358287779198,1.1779568859655498,3.268698979456444
1.1444732895468412,1.869378431881497,1.9997242858257256
2.584792195583252,1.301120421718636,2.1879159021789243
4.139181546655493,1.4908904553796924,4.600191894014628
1.9133238124117928,4.25714857180251,17.337884082037665
1.777163509288647,4.45032991226711,17.59874936384789
2.013115715263654,3.0500154665032446,9.363599435236116
3.512413236832784,1.9527336856080757,6.696712366079906
4.6341643421347465,3.785399673695906,33.202051297666586
3.5305966940830893,4.258231827564668,32.00933988386424
4.1471094078502855,1.6708703493715058,5.788966039402536
1.2333051557530936,4.8742255720406265,14.65047814920181
3.263465630124257,3.005145957024888,14.736019506924205
1.3301397763743297,2.9876738796788995,5.936543651126451
3.762967577449503,4.453394501086267,37.3149460248829
2.601981439536807,1.2000714624148334,1.8736497757629251
3.7723271687940576,3.762724883621572,26.704489908984243
