q,epsilon,r,Volt
2.063845250437255,4.179101023634274,2.133013373982517,0.0184242924270471
1.305671336139716,1.463345188623765,2.937945843735074,0.024167595086812
3.0285226708885515,1.6693561883657215,4.626701957910236,0.0312032930259536
1.3177839008601104,1.7705051220104109,4.800089110081359,0.0123392239420343
2.170576523302364,1.9477386178226876,2.113583313661036,0.0419580398101177
4.574741873473314,2.062511111374182,2.1804959837272406,0.080947817211596
2.5952302277732486,3.059383670481397,3.97699540603644,0.0169737184208551
4.885365448197391,2.989692110051852,4.881035242615858,0.0266408933392269
3.1654468495754844,4.480725002618646,3.578223187394529,0.015711203195855
2.4563888419539976,3.5905000934965914,3.357988543530265,0.0162126161116036
3.00406605670756,4.060615466602769,3.7740763088384712,0.015599011299536
1.5124100027222935,3.460186365789467,2.1997912472898973,0.0158117054974102
4.649561827790916,4.519175043607521,2.8427599747997427,0.0288006843642379
3.709260428826639,3.257178571000582,4.789314896487929,0.0189218023078016
1.3582091513986891,4.752768015408867,4.8161885958476605,0.0047217902014745
2.5714517031338406,2.43225377952016,2.746141959138673,0.0306363228110225
1.8310776203829129,4.770276347716724,2.833245796481485,0.0107812495490666
3.190103221112427,2.729815727031956,2.3254583054401925,0.0399901453737849
1.124686376547947,3.987460241102229,3.624672277386055,0.0061923637346787
4.727401153971011,3.4193350168876733,4.1015654515330535,0.0268238611728368
4.252399945575161,2.314050651413387,3.9884718292146735,0.0366644226082205
3.842411951844819,3.0968722151973997,3.4074269626324685,0.0289763860609277
2.031303644495511,4.577850905528161,1.801997373277056,0.0195951767828074
4.290824548139699,1.899458177017899,2.0513583775485147,0.087631373292042
2.622205152175899,3.368232789153667,2.6069462378810693,0.0237641687724505
2.1170382818652045,2.2992199683777343,4.937955874076675,0.0148385382313008
1.13716890429648,1.4503743979940364,4.384224904158742,0.0142312209602059
4.832572680290292,4.708260611317562,2.953338035188667,0.027656350968375
3.8668612622629657,2.3252840901793754,3.515431040511472,0.0376438577104057
4.408664042214294,3.5740101079039444,4.997413705602641,0.0196424683087204
1.3385288063315457,1.2299109314390382,1.9168859988071127,0.0451801752544929
2.8698245770855544,1.7287008230049277,4.954147054869429,0.0266659311893498
2.969932546973581,3.913966743827368,1.3082906590819232,0.0461546380854581
4.214195965791006,1.139127559763046,2.888424211509447,0.1019228425019786
4.8488447859264765,4.048317050724687,3.370315325607258,0.0282802578851291
2.599842225994021,2.6723947916906927,1.2256928964313296,0.063161850206566
4.677913379863758,2.9160011330619007,4.361807322233084,0.0292676697669555
3.7723294607065903,4.338844944574024,3.375453713963564,0.0204971492766343
2.2368445664819703,3.162244353945915,4.057183214972876,0.013874134392797
3.491254772380912,4.392322771086316,4.771674433656161,0.0132558208770801
1.5408879256004733,3.5676678515764686,4.119364223669102,0.0083434675311187
4.020116141474199,1.3525952481805974,1.1425393889528586,0.2070092240268315
1.9039748763115631,1.978736915512942,4.233690284729036,0.018086070076209
4.528027721810727,2.0211754344245865,4.608562985435576,0.038683848566084
2.3187001427874647,1.4328606632583982,1.3516848421949232,0.0952698148225402
3.733259633648791,3.3687978570498425,1.3210433500846317,0.0667553856286649
3.789634764695821,2.329279841734301,3.825431489744444,0.0338442890138661
3.4823862115605704,4.115710036501673,3.659046099653375,0.0184015505715673
1.686834538694801,1.6700911995781205,3.31094256463304,0.0242756454648176
4.786010139740757,3.856341587256619,2.456356887245829,0.040206548053604
1.8206346035279155,3.4538000118818584,4.724314399069788,0.0088792636234861
4.804288362710215,4.550967709217178,3.935704283343228,0.0213448442026889
4.789456323228272,1.9231094274059823,2.66023457448164,0.0744993395481316
1.568641079135638,3.4702647400859656,3.785979885442958,0.0095010763953096
4.796886874963929,4.288030685956354,2.690676282568646,0.0330849343652883
1.402137335206478,4.440067619353515,3.557150761244662,0.0070646204357766
3.470103321279684,3.4989339030455926,1.5148657727090489,0.0520981918083398
3.0345890042554418,1.2809701419203017,4.471725360978712,0.0421576007110019
4.767044395388874,4.57602135886953,3.793907573250461,0.0218506591838779
4.556573662542693,3.9825453678933314,4.406104791448719,0.0206639326574693
1.6557572587400533,3.904722801907952,2.8764811495261493,0.011731000755994
2.5642311238674758,1.674489149305307,2.417667949285533,0.0504043841007506
2.770426314146546,1.898119000536155,4.8131253322472425,0.0241316007971244
3.588897205590846,2.543756370583675,2.279896569338568,0.0492448133816997
4.582169021118265,1.2298119875447573,3.686845204648748,0.0804206566832125
2.3854624333368086,2.828927491965583,1.2794828039880173,0.0524452847726838
1.0884585343886886,3.344289917892229,2.90249711043941,0.0089233167484493
3.554456942799876,4.241411670924387,2.533787886747063,0.0263198076499645
1.8687767101639563,4.392684825010805,2.200526293305304,0.0153847677001381
2.741259263595801,3.034678319786757,4.225307806221392,0.0170125429345809
1.4892664757794698,4.4447076702833765,4.733149526806377,0.0056333809673014
3.276846888575355,3.502870235079525,3.3209844839110145,0.0224158591861936
2.0674787329673228,3.910213439504616,3.63705260125234,0.0115686089414063
2.1982688099156507,1.1956836284748693,1.941349995492787,0.075361721759917
4.675442453102992,4.037983791313138,3.5527672455334893,0.0259347176572545
3.228430880749483,3.361772228731477,3.1482055208879767,0.0242744985576599
4.987087356691312,3.171069205534039,2.276906981240037,0.0549649836011468
1.039036430919766,2.025786262355887,2.105912593245825,0.0193814804642138
4.717005358744337,2.669598269646806,3.389829340470905,0.0414794280211134
2.1326056817209342,1.3143140321089877,4.4253480106527405,0.0291779062046682
1.9567142477627657,2.2228005926927152,1.0138857319318202,0.069092041938943
1.8666994380070787,3.1531150705477784,3.344837956585079,0.0140847657863171
4.79803135455516,4.965642486619924,4.780503311158117,0.0160843733757844
2.9765778352361867,2.448067314135733,2.5485692376679103,0.0379653656891301
4.368741484833247,3.210247286683227,3.835174505825648,0.0282372803222854
3.920987907742085,4.36527023400825,4.277899752593827,0.0167087477149434
1.2747563272887192,3.7979221631990585,1.098188058200896,0.0243217340669855
3.324490440550097,1.7951277836992796,3.014216366148699,0.048892858880165
3.199439486134278,4.5502839344337165,4.162009468006705,0.0134438133851822
3.49925183353085,2.47917233104115,4.714513714512688,0.0238243859031096
1.930454859330036,3.332981709764882,2.0887273175423147,0.0220665840951634
2.6666765138978943,1.4815443261011687,4.804049254179525,0.0298152442132078
1.1572250410435925,4.934799662941593,2.322306433030102,0.0080356110458633
3.4557235216061937,2.808134258815377,3.145346162032097,0.0311345654328965
4.392014558767626,4.92027782371483,4.739020603453378,0.0149891043919421
4.179085562792386,4.920156190520517,1.5033213384891528,0.0449614891954326
2.479359305340801,4.793665007479497,3.906073373225506,0.0105371103064619
3.0279364221176848,2.3913868239661995,2.114122275244099,0.0476603199822234
3.78545006769593,1.1426979134940671,4.596919778854575,0.0573468144888573
1.1375125542692914,3.3799087778009778,3.692789418622927,0.0072524845573217
1.513491613235689,3.0260116278071,4.75272174180223,0.008374466967057
3.66044002118476,3.752297128715462,1.2337231573495866,0.0629228656756313
3.450089947554932,1.913338604487468,4.910801009044946,0.0292197424189865
4.3134544081395045,4.79049654092548,3.169191531466109,0.0226092590738204
1.7337751634437035,3.164290257721688,3.5289760704514674,0.0123554306023867
4.115409849646991,1.170657679442496,3.919349210259973,0.0713771741054526
1.1053142692670206,2.0760257580460646,1.541178820425782,0.0274909749987774
2.8695405892433103,4.671807227666859,2.827413123795725,0.0172873460033713
3.788300651951856,1.7377654363108517,3.3289422113360803,0.0521119306944197
1.4974875704775004,4.948146175929341,3.224525162318554,0.007468700962097
4.628181579682227,4.885033348793826,1.588666853728529,0.047456986603364
3.168929043775901,3.317007841472772,2.6908009397499724,0.0282536513717715
2.002616349876521,3.741632558436168,3.3141356636012627,0.0128515785580887
1.5519153447831355,2.193795350293536,4.4673890163996255,0.0126010948189968
4.149304707969902,1.8327031050595253,3.522283217899521,0.0511504048639285
2.173479639862058,1.8910454984612768,4.475357123695139,0.0204369478818197
2.4929547563737486,4.118438943834764,2.696536105260428,0.0178634632622218
4.221404350704532,4.659782956781265,2.9023193511957115,0.0248391198671036
4.916470503820415,1.4919147770208716,4.886920567574763,0.0536616816386496
