q,v,r,I
2.4948119979392023,1.9116250261520444,1.8949582240452507,0.4005539539217476
2.048668026684033,1.3455209714025225,4.9952201972469386,0.0878269002061186
3.2824966889735907,4.122091566967921,4.703728344699995,0.4578253449265095
4.316146206230609,4.678848288455132,3.5715296889449566,0.8999139376446448
1.997628955983866,1.9838508216502275,2.8832596355324225,0.2187561220050075
4.845642964981778,4.63926701536702,2.0100969370524333,1.7799340475426435
3.277482776991997,4.703432581324049,1.2051315686560409,2.0358276571155223
4.441503935394389,2.0525210325120344,2.1191794952721463,0.6846522753651404
4.839184633517919,4.788489444839508,4.011181778946815,0.9194296708270874
1.4965277041192744,3.3086536780755127,1.185459352088977,0.6647671292940188
4.717778670633505,2.1373184163459737,4.588653615785098,0.3497370534998487
1.716944055058557,3.1842111479039272,3.17181454564247,0.2743281331391791
1.502806597542591,1.4179014478124996,3.061447313117626,0.1107751842113149
1.878472360587304,4.908055090951525,4.754836421292048,0.3086020375470499
4.777846571891197,3.072731475208233,2.923592706203069,0.7992084562200432
2.1310451576652856,2.757321776530748,1.2604188937668468,0.7419682652198546
1.3109437264227846,1.0693226761459336,2.695879557782225,0.0827584736583939
3.8712901749305018,2.215174537934498,2.656305746969522,0.5138137781982206
1.7223049696989827,2.092240675273735,3.742570106443528,0.1532399081436267
1.864421956672483,4.699608176460927,3.698363046515029,0.3770651979898666
2.4350634614256204,3.0005169790967745,4.404411746361426,0.2640210732633017
3.280010199311365,1.014841435976603,1.5401008878008255,0.3439888342423366
4.723128477318086,2.9984893397911,4.696552642420878,0.4799248143132413
2.084053220315045,3.1951587440853584,3.3329074553906213,0.317978767820586
2.74454440026315,2.102092392514721,4.96021894868912,0.1851148869321551
4.164033394018574,3.408877694989641,4.92041099794492,0.459139201454827
3.726790083851653,1.4914782151030148,3.3309275929959985,0.2655869827236932
1.7693734645949712,2.230360931919289,4.026517128348663,0.1559858629135378
4.929269190487224,3.6389499645893855,2.54676589571428,1.1209589946513026
4.774850904178975,1.0437640747494528,4.746467926202326,0.1671135792787822
1.958152509334852,1.4914892866785876,1.271069739385012,0.3656936370537582
1.0927007467713383,3.9635749447045576,2.975046720579652,0.2316939297042427
3.595982606094194,2.9191896668797184,3.227703297290173,0.5176144850044279
3.055927379352253,4.66030587007935,4.330768606879632,0.5233745528650761
4.6809788346986885,2.959209907812429,2.999245325888221,0.7350562772956619
2.4262106930914715,2.0934016653396004,3.617484036455967,0.2234573201608129
4.583746506478586,2.2836245054285644,3.7047517179669054,0.4496828349814283
2.299653885636128,4.465203825121485,1.1408191282211315,1.4325411362417158
4.772123564315237,1.3438398382902013,4.8213357005463,0.2116956587203222
3.7272913534530656,4.1775889031651126,1.6682647497234369,1.4855052844129577
2.899674098253875,2.687421173527342,2.8664038144920188,0.4326808580271049
3.0475668216554137,4.26767337006971,3.665939504410001,0.5646498894986248
4.752797804188345,4.808921428270413,2.578482036111359,1.4107596887521905
3.792497567055573,3.569635627268953,3.617728216275257,0.5955707946413545
3.696920599569044,1.9728112593428544,3.136978232747318,0.3700277436630442
4.393660000895224,3.996985501492149,3.5220170432927915,0.793574488351802
2.4670679541602545,4.075222973608238,4.268645648686828,0.3748543156966999
3.673368507537818,2.7889940789080936,2.542439091985958,0.6413301609913502
1.4186588870521857,2.8244000532643296,1.2951461453131827,0.4923858324174516
4.161237903000922,3.8256567970967024,2.501422938870578,1.012888302508375
1.8867291398421,2.6764296716282923,3.427186650506598,0.2345026566263085
1.1842410815785676,3.301076282657511,1.1154503769703945,0.5577833677566456
4.602340792428473,2.081162227247252,2.3669081478159693,0.6440557114710578
4.317164796809863,2.5713541572712537,1.971543251205834,0.8961368714314033
1.991651536006335,3.5927769569255106,2.2496259305179844,0.5062364762617692
4.7866760956178975,1.8649964040875944,4.492085689345094,0.316289037027906
3.669246857763416,3.1821269821101006,2.309911801837745,0.8044872600379865
2.906740540796621,1.147110322294513,4.981141652500272,0.1065375474813747
1.2564321725186582,4.531856333962505,1.6223115091804714,0.5586001714100958
1.1515925107448637,3.099449455354813,2.801278556796021,0.2027903221139174
4.700536428983096,4.257782969533972,1.2159190305589602,2.619668990082664
4.251075114724081,1.836313394294656,1.159954977635214,1.0710865841583173
3.2818309027827386,3.4023882921291198,2.003299416649943,0.8871036016789394
3.263271320270207,3.4435834749906884,2.844722692846532,0.628700771954409
2.3753711069406687,3.1330774597616404,1.5143056022968184,0.782184497741021
1.9760738828835085,3.6479268346229343,2.40310213902951,0.477416252157251
4.263579095433706,2.120313667599735,1.3527789879918934,1.063574018591485
4.762958767089484,2.692098301018458,1.9035017616174892,1.0720982432212258
3.404498471541701,3.88977341060788,1.1173063469879176,1.8863631878440497
1.8880009355091545,1.268675969500976,2.462093160056184,0.1548347969692777
3.792201571541104,1.930236332306058,3.813580607111704,0.3054844448498133
2.575375866321188,2.9792107163992307,2.0634633560268987,0.5917867182943254
2.4312928764243407,4.721856583901048,4.504251829908114,0.4056463175409348
3.5437227997248777,4.027449695425902,1.4609485950666072,1.5548019043581591
1.847404338316436,3.5225261103359333,2.0784527803658137,0.4983060377787607
1.6222434899748397,2.8984171979529214,2.8328803588321136,0.2641610829106383
4.698424045654004,2.615357153746377,2.988965702731937,0.6543082783019232
1.9865907111753724,1.41346826100931,2.3660939277443385,0.1888785378530745
1.048672849258698,3.572231456339669,4.803017359615652,0.1241325250761193
4.780560823293364,3.876662451295551,3.550930741366071,0.8306436813621682
1.489550774251557,1.2855475576731346,4.329498714964418,0.0703924329366205
1.2545123604276336,2.6108043894015163,3.33589879209043,0.156263139098524
3.100781022972234,2.215643457218783,2.028642410591836,0.5389960757835822
4.581558831261132,2.8793299133879207,2.138554037243229,0.9817583414659072
4.225588381311463,1.8777778635515192,3.8296423183485246,0.3297564680576244
3.964580178925628,4.662840098906612,3.149213308479534,0.9342557544583266
1.1673643665067388,4.352816341947705,1.1200705179609574,0.7220238465659451
2.8552754652586003,3.2858247938780965,4.7841960376726735,0.3121070512296684
4.964951852265063,1.9094034681766727,3.817595869444287,0.3952236529244852
4.0173448074768565,3.0523485680347062,1.2539894078106992,1.5563221529590197
2.809617090598222,2.861144864930763,1.2368620569286604,1.0343936556850215
1.438256750779896,4.709887033499401,4.035561059910902,0.2671548855903907
4.700316570626898,2.2583004859240137,4.759531044684645,0.3549480582994548
4.450854477953849,3.9113360039555793,1.249833839264061,2.2168503330670517
4.9772517888324685,4.335497936411544,4.123073918000069,0.8329666353313224
1.160756134670446,4.400897762661989,1.354430194453383,0.6002688015398338
1.661590265928418,4.992725083518723,2.842242707646975,0.4645372696886508
4.168252629369457,3.711644037987577,1.4515487421932214,1.6963242067799358
3.7666068357239606,1.4615866230734689,4.614658746551402,0.1898695805206826
1.3346277683114187,2.003856079287242,2.2573718648695,0.1885574545804267
3.3516296104137018,1.1256728510206129,4.040283954425261,0.1486197250068022
2.409941858092268,2.3532720239674094,2.9138246632264067,0.309767188156489
2.498181013553054,4.133503329086461,2.9345796566506066,0.560036617854201
3.598044626175119,2.1935698296532653,3.4814561704243823,0.3608088731806607
2.801608870519248,2.712000277584574,2.4962079347505304,0.4844362189125873
4.013944740271295,4.515761851031978,4.755595103358742,0.6066213344424323
2.319610320822763,2.768044696852491,2.1003198646104364,0.4865447858822636
2.023518918201225,1.7444557590846128,1.9212552103229008,0.2924167879025945
4.033249768412778,3.0916529260619487,1.5816083867552386,1.2547783690062355
3.4262816268391565,1.0972889545118387,3.895720741582852,0.1535947526723236
1.3147641967494463,4.497975349619257,3.092277294014153,0.3043733611361369
1.9392626693160628,3.2964754154197067,4.24360251124422,0.2397573404574693
1.431423590003861,1.0337639113127075,3.036193286275259,0.0775675819279009
3.338431826232958,3.555649357707672,2.743196456467888,0.6886913983335459
1.330177903447329,3.951518532315237,3.619180054299688,0.2311445692336212
3.3188711745777395,2.900826597603458,2.512628523454139,0.6098232946939132
1.7337437696404612,4.118470895971159,1.8107826587245597,0.6275881281453344
2.995246331133873,2.6424930070887425,1.1169046177613886,1.1278476441006646
3.963019115942419,4.120079157108126,2.794241472048385,0.9300106559813254
3.5620040674809323,1.4197048751187609,1.112475926070969,0.7234724449631281
4.743770820980207,1.7337666478580829,2.9179273001193176,0.4486007631132743
2.414236995867902,2.840059165167181,3.0703523735652776,0.3554178203385603
4.162982755036037,1.1272907767510882,3.243374264822036,0.2302839291190662
1.065566033711248,1.148783581001549,1.315914848594952,0.1480508592642025
