n,h,L
4.908250393703641,2.3408411710552497,1.8286003098302748
3.924876912455343,3.6528835571798064,2.281823253100656
4.999542002168727,4.718921613588487,3.754854529774756
4.401315078144611,2.8471931926809817,1.9944333513478096
4.949288552752263,2.9656469351215096,2.336051176260843
3.27135430406217,2.042699611802148,1.0635360633625326
2.8138115461500544,1.4347690822827306,0.6425355313288509
3.974777498244499,1.412015124587826,0.8932485148861421
4.019645667049202,1.1036335177376952,0.7060456553008997
2.384278011755924,4.280874471600482,1.6244618572782383
1.5950024305214177,2.7341473768296924,0.6940702045607315
3.4896610590993955,3.824112816749888,2.123900049066874
4.34251617825489,3.4873472196811246,2.4102204503427758
3.279509258157715,1.7859022891953535,0.9321518951364928
3.8600944521933207,1.775079973778412,1.090525907480715
1.5834992951028712,1.887166514840727,0.4756069891138452
2.103820508108591,3.004421617723175,1.0059808051734969
1.8779428902484423,3.5289972725541423,1.0547604461269753
1.7843287390378952,3.129728908091097,0.8887952468509014
1.597252206452695,1.1020188934956965,0.2801448665181392
2.2096091998449694,3.260697780629984,1.1466903269208573
1.354563457723498,3.481404657975486,0.7505402595485123
3.277833202765952,1.7253655888986117,0.9000945122117266
2.7420257631357976,3.0237364388278225,1.319579609839669
1.7354990513556854,1.7688101642005996,0.4885688089591616
1.3811134510155894,4.747136973236792,1.0434730804547592
3.3934153181968165,1.537332767508163,0.8302808698745575
1.7749183929882235,3.276124753473656,0.9254627706141282
3.714987619118826,4.673669041492354,2.7633472158084142
2.380376678569523,3.148058366109073,1.192637866163054
3.7151436032160174,2.5481217665151674,1.5066622768975335
4.301791346483581,4.52205258220047,3.0960294365702543
3.5449355524620745,3.304170869115634,1.864193432581622
2.36978087967928,1.9173653014609648,0.7231579857386535
4.285057104167175,1.965125917927516,1.3401923329519372
2.6838276767702705,4.822791839751629,2.060028725244993
1.0352967456622486,1.600525863073615,0.2637227992456238
4.867143815543988,3.7980744638400328,2.9421024104655147
1.969883473597807,3.511427528487922,1.1008911434142818
1.319718903491601,4.350061813473129,0.9136860566626224
3.744113209931919,3.386620304178704,2.0180671423792407
3.2590308190574238,2.4589105433089267,1.2754144355398969
1.96472368947288,4.2129941528161545,1.317384258298152
3.9916842393091456,2.1544233050987445,1.3686971068537956
3.8226702861206,2.212766628972541,1.3462402951934476
1.918471169215454,4.384686879297394,1.3387947279475172
1.503489911559616,3.218887756160391,0.7702407347909836
2.741686846269817,4.4944952802116,1.9611865619015585
3.976620554514409,2.9672793279911778,1.877987579515162
1.3328888933139722,2.6722855204924767,0.5668875762677493
1.6375779653588087,1.0177626587237183,0.2652580852559792
1.8947707245028385,4.251321581551952,1.2820375779729505
3.2150807620856785,1.4597408814057204,0.7469435638122559
3.5854559120713887,3.086367173627993,1.7612139207262856
2.9246044884818287,3.8039308104462575,1.7705976472464195
3.9907151231040423,4.032412214185265,2.5611545130382463
3.865983362822336,1.5076356971780631,0.9276337140379132
1.765711646402461,2.9441806920856064,0.8273787709537352
1.3544709030152775,3.818073308165427,0.8230648864645277
2.815132506875382,3.115287413958373,1.395780394583116
3.3289693180011866,2.5524210576731714,1.352328631451465
2.301067190440542,2.9534843032017704,1.0816433855313785
3.21409148480763,4.340192009575159,2.2201755158272496
1.8189622405797323,4.505035818511629,1.3041935969910503
3.109938001739407,1.6439194842351372,0.813677685103578
2.379337399016757,1.1570358632343742,0.4381501685540687
3.008220251381649,3.165802430117296,1.5157011160040084
3.34118379958346,1.6521627399728356,0.878563835251673
4.563407757243619,1.0067567819781416,0.7311962776725663
1.0345765552755832,1.3462261507492794,0.2216668688845801
1.5338339018729483,3.648731769937525,0.8907183560504055
3.654201198559463,1.2819392380885577,0.7455555854688595
2.939942420248517,3.577620448816528,1.673991392392277
1.6270940870905402,2.346880780001322,0.6077484036453936
2.304344762593278,2.7786120490561927,1.0190500215240916
1.695436532675218,1.9573068184129805,0.5281540052303947
3.5291106433363253,2.730991778353748,1.5339309093493103
3.084653319417329,4.9763272651465,2.4430672766249466
1.776178173616132,4.233601537788276,1.196786387728339
4.77973832726825,3.754683541345901,2.856259039316814
3.624513904035553,1.0193404661590495,0.5880160319826706
2.85733218258856,1.7980154189219273,0.8176628684507511
1.1166120158622554,2.214113374228289,0.3934796567784829
4.948024891568734,3.410286629835997,2.685609656065848
3.0319919155607087,2.0148168444916,0.9722629661827136
2.2468701865208884,4.027550306086871,1.4402539898225255
2.529046061037729,1.5167551160016246,0.6105093776717883
4.976589891381273,1.5363847768845718,1.2168918432469362
2.2527824966440546,3.5598935912664644,1.2763694814406683
3.6347619726955167,2.9536955100698425,1.7086843048629656
1.476297288178893,1.1758152191644933,0.276269556695791
2.693178559768036,4.341552433330771,1.86093125666602
2.2703516013399008,3.9183470106682607,1.4158464179165473
3.182641923297731,2.185258887998546,1.106906164657602
3.985472642172663,4.583821636546167,2.9075532291207207
2.371257804361579,2.04326362118295,0.771122380007133
2.539315842211295,1.0270037768368203,0.4150581007936573
2.548534513512928,4.32006641066447,1.752270195766109
1.1292177510461436,1.853103020638755,0.3330407624666768
2.118989877217424,2.76063889933948,0.9310191561068042
2.929383438643476,4.780338323267113,2.2287173194287515
3.80966147060962,1.813345549291081,1.099479377783409
1.612051116648986,3.457850216161615,0.8871664656776527
4.124250609983205,2.117943446189842,1.3902072154194267
3.854160849921066,4.286374510604093,2.62929963373714
2.694973395027369,3.5053774511121927,1.5035206680091957
4.049378873143231,4.258338985374845,2.74440862063313
1.8764992281385573,4.916909801351391,1.4684554085202437
4.973057131273688,3.273332667458108,2.5907990245541224
3.9738523338525806,1.6675061963643385,1.0546280375599095
2.512847423966782,4.139037089141702,1.655333748515754
3.124042491013056,4.416747344382865,2.196036835035648
2.7557235969253124,3.579615622493185,1.5699729924494197
1.840146631322138,1.635281119825926,0.4789222180784495
2.602871872035786,2.960054263405899,1.2262318561757182
4.129094103472306,2.2410389639127715,1.4727340224981569
2.7284910890072624,4.068941243085275,1.7669493068692947
1.9635701242497423,3.5387035123102546,1.1058869276718983
3.937230605587561,1.3484572773283356,0.8449833966472015
3.313179965086852,3.7334786427883566,1.968696773152879
3.736772157897791,3.224341611587095,1.9175990158944356
3.365097757566682,2.4714233027964525,1.3236249780402474
1.5402238453651385,3.677138177733062,0.9013924669029496
2.0065370967610607,3.7384361803047392,1.1938707061661356
1.7764878484076712,2.5539265831540106,0.7220890868066747
