Int_0,theta,n,Int
2.136820780261982,2.4262647556194383,2.653882222973898,0.0147552094426392
2.26910268075511,3.005825391224464,2.517455717244161,0.8172020348851263
3.668149647903316,2.410403231482618,3.935674827076233,4.201663162313825
3.8176087541182864,1.1134431144414956,1.1274694857346437,4.715609440122365
2.0968763870184377,1.319553475475543,3.7010066123470695,2.314986136746077
2.498907093307482,2.937875134893025,2.844424783712008,1.8706452746331927
4.453134238787895,1.9197811334665544,1.032865806417922,4.647500937048629
4.214452144950599,2.772140774935925,2.3943086242320706,0.1353560806041921
3.105774654509004,3.616193985519185,1.5645914479812344,0.311031366872847
2.663551049902253,4.389669869589678,3.909150745106019,2.2620448163346927
2.503414700201435,1.353111045273537,3.105465725266178,4.75273622393181
4.482247759148862,4.651027353162365,3.856850132884504,1.635391697545283
2.164023693402749,3.524945391381303,1.9617318243691215,0.2167390976310983
2.037919188845122,4.46211259725395,3.700045530116015,2.768950853286934
1.6990799583679663,2.788859389027438,1.7332574355481452,0.7703547828237097
3.1485846432684004,2.514424584777811,1.7028208103122124,2.466360062187184
4.535349187842768,3.1162355114146254,2.271834518643836,0.6820115974793027
2.340224577122182,3.9366686939389495,4.832046908608726,0.0204541993314633
3.515217125350052,1.1183946103195312,1.973044308098137,9.95385584182888
3.105513391512569,4.480278742314876,4.122838026243419,0.1783212316035372
3.3282416306927107,2.3706209349858307,3.087126971367435,0.9490406872862502
3.4395362381288277,3.5086706088332216,1.7983145435962586,0.0006250052936712
4.196640929535048,2.2012951936391167,2.1264757624170807,2.72300333153218
4.51562018382606,4.909036541799802,3.9031525735141694,0.2695045390720134
4.505840778778949,1.4044604543403154,4.41462847591494,0.0185956413571267
1.4609791340517582,1.2111400131836536,4.419267167118815,0.9081637834720296
1.558501643182152,3.8820995885952474,4.426049483071012,0.9829550833533134
4.4093779627210825,4.0898255724054495,1.803881258614223,1.507925416826622
1.6675235496314071,3.4027616301415384,3.735697383777849,0.008939391133872
1.944008257709387,1.8400811377933255,4.991757461306799,3.027158464489086
4.185760754291273,1.0807591296992496,4.681825123687311,5.214337771698276
1.523635557174408,3.39913091723397,1.6743690283855177,0.1317224069036617
1.9211265896901977,3.683797438684892,2.1356495488105662,1.04855166443005
4.504339628214831,1.532725728853952,2.1765076946620714,9.276930256758265
1.394303984871617,4.834999957264197,1.2519943257376651,0.0417584395671602
4.367363369442964,4.419114464977578,3.4228952614627293,6.218496467011803
3.71256578775653,2.0884047682614586,2.2139034204085606,2.7040613187185305
3.6344028701531577,1.1452830432225751,1.4671694804814424,6.865797571287695
1.712094467693194,2.50277463376419,1.214423976016617,1.8944197078532152
4.123525980983411,3.425832332879042,3.946261795716541,0.8850285382929223
1.5781758944984277,1.190501748734694,2.972208189438968,4.824564840616574
3.2324569647172154,4.5083750859270095,3.963148200718301,1.1955818766336404
4.019678126440564,1.7399739185388243,3.168978151898053,0.968697846603157
2.699337052802104,2.487548811308109,4.774852044557482,0.3430140579065836
2.107743839507819,3.723409366700539,1.916512558417348,0.3928533363456832
2.073594410480477,2.6075599233854154,1.7240588299808843,1.3540913329023525
2.8466156443388253,2.7321707487037195,2.863642945781927,1.4400975731590395
3.923121718587399,3.1883130610101102,2.49936545060934,2.1874040828684
2.4358332972477377,2.754070909372001,2.9451027881647343,1.5863495901520868
4.774334811367694,4.304563775765901,4.968376365163202,6.231294979651492
4.378409950932456,3.095048225377701,2.56899381796708,2.402914295763608
2.075043666169881,3.176212787674224,1.4782366786574102,1.0556771603829085
1.4226062871645664,3.0469734498927585,4.41844381036559,0.2678073094653085
3.738311351861345,4.838137991294975,3.071305498369205,7.100037393848302
2.7235654466359365,1.4683049151580252,1.2147244096645746,3.674715631798629
1.2894626667833062,3.4154568452402083,3.921098944727566,0.2116494650158574
4.680202763620729,3.73227708018404,2.781708337568624,4.028618252003426
1.0300159347488456,4.9190382114133016,4.6139072830031065,2.2830325480163234
3.610196831377943,3.742063148979183,3.628351106670636,0.9279573463186928
3.2076229763470234,3.036025501913689,1.2295516648459048,2.9434643121035395
3.128329591599757,4.613551901062582,2.9483169272797527,1.395773501009152
3.5253240324525623,3.4989126009737683,2.4322347056115574,2.930626340063284
2.6120005989663646,2.0691028170811845,4.354340631034372,3.3844942142941514
4.542946698140065,3.3577500473599278,4.941174237322944,3.756733655764181
2.446164267362052,2.599114245846563,3.020092774625631,1.3118517475349911
4.022934282390577,4.103728435587303,2.380013742563782,4.9706273491466
4.994530098893178,2.535275802463134,3.323655302146148,4.226604952537403
1.1393693445293662,4.736537035511278,3.4152691701452773,2.2092680616256684
2.5806992849825416,4.033314157204016,4.6760605428637225,8.680205538900087e-05
