sigma_den,epsilon,chi,Ef
3.113917985842288,1.733204885343619,1.02900344212971,0.885471284333223
1.4237047628880783,1.4028474927727532,3.790332780585997,0.2118574755825694
4.015687586322263,2.259336006849868,3.878881031779565,0.3642997440565931
4.5160897814167456,1.3057301463861497,2.336558933859787,1.0365979268146182
4.173517784125142,1.4885608249202225,2.7477364665870123,0.748112030223719
1.9222233430527516,4.641777601387554,1.0915613826150632,0.197992574911101
1.0389326701090953,3.624802804719746,2.488219185448489,0.0821673445057399
3.119455151813494,4.062043780861773,2.7979644029898507,0.2022009800870577
1.302104244587314,3.964830759963924,4.781902754948296,0.0568002591931011
3.831402258161627,1.3543971150983625,3.9716287253198894,0.5690010164169179
2.6170025134830497,3.857779564908975,3.0579449174120894,0.1671708627774097
4.025384227130671,1.651676386745201,3.458517161934194,0.546628080658281
3.4192978450389178,2.945447255829904,3.4534771720364703,0.2606672389556362
4.5449570246953,2.8823107683905795,2.692313293056526,0.4270615116187716
4.027226274738212,2.5798972050845275,4.747186891404688,0.271611597303717
2.5114455627641155,2.4230816463814158,2.3822192994042486,0.3064460004492504
2.0798166723615945,1.2692228306070708,4.278645279367725,0.3104307263226369
4.209335007193296,1.1194847431751689,1.1567956795140757,1.743356908619596
3.433217102127105,2.8896486800504326,2.8210145980507844,0.3109406666655686
1.9752769695730008,4.272735422498154,2.067445400451352,0.1507110716191284
1.9112276872734373,4.115520010368389,3.051325925655333,0.1146279504830722
1.263210536127188,2.2683739587669427,1.4491058272500124,0.2273806663305456
2.6018834100163484,1.414322199374297,2.789899095403494,0.4854134733457291
4.328060937151442,2.2520301105688185,4.92791075636209,0.3242033641793581
2.2513114675460377,2.3765284006754985,1.0866357104531872,0.4539896367043177
4.290648970602758,3.72709915260462,1.764697944447008,0.4163938908066699
2.207554402115969,2.933949261392496,1.4048228577114124,0.3128785027759732
4.04785678934545,4.799093331706414,1.480548923811852,0.3400307128491164
3.761611470562124,3.5184894600024834,4.115724505102142,0.2089827949451431
3.845520095813577,3.328117472009163,4.344671583931298,0.2161899066528628
4.354148636929022,2.433382784615141,2.286771748862643,0.5444064648003362
2.899839357477476,3.9750383067466366,3.031186689585836,0.1809671347767794
2.1425024250183693,2.503987329671293,2.393468305088706,0.2521421187697569
4.063898799704042,4.815267139446507,1.9573024854744745,0.2853821138341905
2.103135883742335,2.6179657503453657,1.4064367197362526,0.3338327399555418
4.704067085282533,4.778177098140771,3.0020954388853114,0.2459936084252775
3.518856769652407,2.280850781363212,2.2251950421420066,0.4783532540729256
4.512745832666793,1.631241918072118,2.796708558740716,0.7286437424198879
3.1613497288935903,4.724971247460388,3.1412434142440917,0.1615632625766274
3.8943891353019127,2.6052196511283063,3.192361592977522,0.3565629924272804
2.28612402533923,1.2853126189307282,3.352673777928686,0.4086343749062141
2.219224000105413,1.4554499351574983,3.685973168459365,0.3253899025690348
2.234635096201765,2.009595258315005,1.5347477698075278,0.438695589706131
3.292598660078898,1.0525328247239891,2.591946029214076,0.8709101373689675
1.2218243637807626,2.0973338965460844,4.076226231366716,0.1147625622800832
4.448839139448188,2.359806995960553,2.8392141801302486,0.4910524447463928
3.57634428001787,4.223718637353372,2.8897126039144947,0.217684158704552
2.166478500568,2.150192075541129,1.9704057565821411,0.3392042997819637
3.642328557952784,4.837842766268345,1.4679670324137597,0.3050619314611718
3.8795462344488607,2.513955226593485,4.841467484275311,0.2641809086986382
1.2138293405081997,1.0158698072491292,3.798980200218264,0.2489835300806105
3.246120843829738,3.179788973255928,3.724943084173895,0.216057727029397
2.391988521008826,1.7244473362903148,3.05296802856,0.3422441059292724
4.015722864887266,4.961202404822043,4.267345064316395,0.1536685586960746
1.280916254815271,4.4837620485487975,3.324496236969403,0.0660606217152107
2.1291990081972494,1.3409479877752646,4.108715275599655,0.3108083111414812
4.321950285708478,1.5057888359726856,4.360949652662773,0.5353945740265267
2.8557369461421085,3.6678107065271535,2.2162226296995646,0.2420834962838719
2.910252939192969,4.410576626481664,2.865171207421504,0.170713013661008
1.6855415199666417,2.4609846913489117,2.6454139340537246,0.1878813592744589
2.3077460958045464,2.26458758433501,4.529306314039856,0.1843012382911173
2.770995877870902,2.99278479618114,1.689310574755693,0.344286054122163
1.4959562570699942,1.4422412809613123,3.9857661661453534,0.2080410640576111
3.565147626755431,1.6564591291527142,3.315656222785796,0.4987121522780864
4.545692369891513,1.943860276416764,1.9687483696858676,0.787701383268484
2.020053374167435,2.420300410850342,4.7144986346146815,0.1460546662940932
3.270489058171863,3.061216081284409,2.5223311898930034,0.3033112549512974
4.057036556951728,1.6089227162345714,1.824569633602921,0.8927327182546497
2.66221974249492,3.883733107495196,3.722103324568855,0.1451640368056367
4.695723190805181,4.119418429545938,3.1605115792106515,0.2739806205661644
2.115862481914196,4.127072116128477,3.3162255330703387,0.1187794337352201
4.378802174070217,2.162841469666647,3.322853216834309,0.4683388096430773
2.3889097483207085,4.132442032738015,3.6234622605144633,0.1250332889792248
1.4073202075135538,3.348214100812253,4.727334827985899,0.0733883509776029
4.612124921467034,4.358283493051234,1.0655672575753403,0.51232582107005
2.054719910194478,4.657804127867793,4.488286912848389,0.0803775197444561
2.340996329077866,1.6271517140795408,2.7827166200693325,0.3803372631482548
2.737579095290941,3.1090321132062604,3.745855626835503,0.185535468615854
2.3623367508217736,1.4125094365679651,4.6420654892123725,0.2964232916258202
2.5184941538559285,2.197707903724576,2.9316119679840797,0.2914743406910171
3.519075091359853,1.881258635769004,4.809108162186981,0.3220108940369571
2.659339604581128,3.269396216541025,4.57778863232262,0.1458290991055238
2.458493434360477,3.858445864273869,4.412111279364068,0.1177307535816628
1.3817758330474157,4.520051220269369,1.0262168294465828,0.1508718856395026
1.2370006911941012,4.414848461598983,4.153728142557328,0.0543666577675068
4.0046310253628015,4.502034859083014,4.763391268840165,0.1543389530917512
2.413405669421975,3.120390124379443,4.428172981782216,0.1424845433384836
3.166536283693038,4.703742531994294,1.4629642195390185,0.2733271822579112
1.9848161717914905,2.818716320093768,4.735555395004576,0.1227703350811393
2.9889069000874806,4.03558658430946,4.161433149461382,0.1434945515236673
4.603224676017506,2.308229114634777,2.329098592064726,0.599041073354941
4.975213431006928,3.3470192932213,1.216842368084618,0.6705307320354762
4.6795196444583445,3.0004890382086957,2.9043089191051297,0.3994524207678513
3.18944863272132,2.972564266778533,1.0288929873269923,0.5288411222661156
2.978228456348031,2.7088190650074457,2.055931348153317,0.3597778465318771
2.985944409638662,1.5467193660701626,3.1789229079287664,0.4619615558821868
4.707534370795416,3.188819540057436,1.4371156296885172,0.6057416303182569
4.526470970178837,3.065005486465318,3.757303812697269,0.3104327954917384
2.098732179234565,4.888283952841622,1.695700388747635,0.1592681643995303
4.99063905990103,1.1744258756193449,4.61571940218446,0.756702468204092
3.9142605779891744,4.970982750729551,2.9456033639382007,0.1995694463826191
4.650965858268295,1.791456376643918,1.897457081392321,0.8960245367390287
3.977433863717328,4.471638295138458,2.131852577253498,0.2840108878247638
4.941662083569287,3.487184205960121,4.13581473164416,0.2759235740441891
3.940351376686543,4.762028762645823,2.849990758098713,0.2149231762124149
1.0501179020900118,1.4793016789213684,3.2772605283931524,0.1659646552471481
1.7791238233189466,2.920496691507493,4.42321696413553,0.1123291511828891
2.530263219983097,2.679400231600947,1.7010871452473468,0.3496145640769246
1.2965219468472309,3.991806889407613,1.6114382087969776,0.1243742844499386
3.250845175947396,4.736558731703909,1.5697628894168516,0.2670793474903419
2.4190993645409984,4.2119409870779565,3.2035753271680174,0.1366320534372613
4.9240850247915775,1.8278916035411128,2.0574528559544443,0.8810799860089583
2.0073632460993918,3.735382627543848,1.018303276626728,0.2662590929858224
2.574753029233848,4.779939292769667,4.001044145353388,0.1077091276914687
